English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
"National parks are beautiful, but are taking up land a lot of land these days. ","Os parques nacionais são lindos, mas estão a ocupar muito espaço hoje em dia.",,,,,
We'll have much less land for food—especially livestock—are you sure conservation is worth the cost?,"Teremos muito menos terra para alimentação, especialmente para rebanhos; tens a certeza de que a preservação vale o custo?",,,,,
I heard there were storms like this is my great grandfather's time.,Ouvi dizer que havia tempestades como esta na época do meu bisavô.,,,,,
"As I see it, we have two options. Either expand our agricultural lands at the expense of wilderness or try other kinds of farming.","A meu ver, temos duas opções. Ou expandimos as nossas terras agrícolas às custas da região selvagem, ou tentamos outros tipos de agricultura.",,,,,
Yields have peaked and they'll decline.,Os rendimentos atingiram o pico e vão diminuir.,,,,,
The soil just is blown away because we've ruined the land.,O solo foi levado porque nós arruinamos a terra.,,,,,
"Industrial agriculture gives us high yields, but it's like mining the soil.","A agricultura industrial dá altos rendimentos, mas é como minerar o solo.",,,,,
"Pesticides, fertilizer, and irrigation each take their toll.","Pesticidas, fertilizantes e irrigação têm o seu custo.",,,,,
About nearly half of global farmland is degraded and we're still losing top soil every year.,Cerca de metade das terras agrícolas globais está degradada e ainda perdemos solo superficial a cada ano.,,,,,
"First the Great Barrier Reef, and now the very last coral has bleached.","Primeiro a Grande Barreira de Corais, e agora o último coral branqueou.",,,,,
I don't know if we can bring them back...,Não sei se podemos recuperá-los...,,,,,
...but at the very least we can prevent something like this from happening again.,...mas pelo menos podemos evitar que algo assim aconteça novamente.,,,,,
"Holy Moly, we're running out of viable petroleum reserves. It will be gone in twenty years, I reckon.","Ai, ai, estamos a ficar sem reservas de petróleo viáveis. Já não teremos mais nenhum em vinte anos, penso eu.",,,,,
"They're controversial, but will ensure we have plenty oil for our energy needs.","São controversos, mas garantirão que tenhamos bastante combustível para as nossas necessidades energéticas.",,,,,
Or...you could open up non-conventional oil sources.,Ou... podes abrir fontes de combustíveis não convencionais.,,,,,
Either cut down your energy-use or find another source of energy fast.,Ou reduzes o uso de energia ou encontras outra fonte de energia rapidamente.,,,,,
"To keep up oil production firms have pushed deeper into remote regions, often in Indigenous territory.","Para manter o ritmo, as empresas de produção de petróleo avançaram para regiões remotas, muitas vezes em território indígena.",,,,,
"Indigenous peoples have proven effective in blockading new pipelines and projects, lowering production. ","Os povos indígenas têm-se mostrado eficazes no bloqueio de novos dutos e projetos, reduzindo a produção.",,,,,
I'm getting reports of a novel mosquito-borne disease spreading quickly.,"Estou a receber relatos de uma nova doença transmitida por mosquitos a espalhar-se
rapidamente.",,,,,
They've always been troublesome parasites--malaria kills hundreds of thousands of people per year--but in many parts of the world they weren't considered more than a nuisance.,"Sempre foram parasitas problemáticos: a malária mata centenas de milhares de pessoas por ano; mas em muitas partes do mundo, eles não eram considerados mais do que um incómodo.",,,,,
Now they're much more dangerous.,Agora são muito mais perigosos.,,,,,
"Warmer temperatures have been a boon for mosquito populations, so it was only a matter of time before this happened.","Temperaturas mais quentes têm sido favoráveis às populações de mosquitos, por isso era apenas uma questão de tempo até que isto acontecesse.",,,,,
Reports of strange lights in the skies are coming in from all over the world.,Relatos de luzes estranhas nos céus estão a chegar de todos os lados.,,,,,
What could it mean?,O que poderia significar?,,,,,
We've hit a nice milestone today!,Atingimos um bom patamar hoje!,,,,,
"Of course, regions still trade food here and there for varieties that can't grow at home.",É claro que as regiões ainda fazem comércio de alimentos por variedades que não podem ser cultivadas em casa.,,,,,
But now people have a more direct connection to the food they eat than they ever have.,"Mas, agora, as pessoas têm uma conexão mais direta com a comida que comem.",,,,,
Most of the world is self-sufficient in crop production. I never thought I'd see the day.,A maior parte do mundo é auto-suficiente na produção agrícola. Nunca pensei que veria isso acontecer.,,,,,
{region} has seceded from Gosplant.,{region} separou-se da Gosplant.,,,,,
This is a major blow to Gosplant...,Este é um grande golpe para Gosplant...,,,,,
...but maybe we'll survive it.,... mas talvez nós sobrevivamos.,,,,,
They felt neglected by your decision-making and lost all confidence in your capacity as planner.,Eles sentiram-se negligenciados pela tua tomada de decisões e perderam toda a confiança na tua capacidade de planificação.,,,,,
"With the loss of animals that disperse seeds and rapid warming, plants have been unable to migrate at the pace necessary to adapt to climate change.","Com a perda de animais que dispersam sementes e o rápido aquecimento, as plantas não conseguiram migrar no ritmo necessário para se adaptarem às mudanças climáticas.",,,,,
We must reorganize our society to use less land for agriculture and emit less carbon ... we have to cut down on meat.,Devemos reorganizar a nossa sociedade para usar menos terra para a agricultura e emitir menos carbono... temos que reduzir o consumo de carne.,,,,,
"In addition, large areas of grass and shrub land have become inhospitable to the plants that once inhabited them.","Além disso, grandes áreas de relva e arbustos tornaram-se inóspitas para as plantas que antes as habitavam.",,,,,
Water stress has gotten totally out of hand.,O desgaste hídrico ficou totalmente fora de controlo.,,,,,
Extreme rations have been implemented.,Foi implementado o racionamento de alimentos extremo.,,,,,
The area around the Niger Delta was brought to the edge of total destruction from unrestrained oil production.,A área ao redor do Delta do Níger foi levada à beira da destruição total pela produção desenfreada de petróleo.,,,,,
"Thankfully, shutting down the oil industry and restoring the environment have done wonders for the region.","Felizmente, o encerramento da indústria petrolífera e a restauração do meio ambiente fizeram maravilhas pela região.",,,,,
Populations of red colobus and pygmy hippos have bounced back. Local inhabitants are also much healthier and happier than before.,Populações de colobus vermelho e hipopótamos pigmeus recuperaram-se. Os habitantes locais também estão mais saudáveis e feliz do que antes.,,,,,
Heatwaves are becoming even more frequent and intense.,As ondas de calor estão a tornar-se ainda mais frequentes e intensas.,,,,,
It's absolutely unbearable in some regions. We really can only reasonably live within a fairly limited range of temperatures.,Algumas regiões estão insuportáveis. Nós só somos capazes de viver dentro de uma faixa bastante limitada de temperaturas.,,,,,
We need to get things under control...I fear what may happen if we don't.,Precisamos de controlar as coisas... temo o que possa acontecer se não o fizermos.,,,,,
A nuclear power plant had a criticality accident last night.,Uma usina nuclear sofreu um acidente grave ontem à noite.,,,,,
The more reactors we have the more common these disasters will become.,"Quanto mais reatores tivermos, mais comuns estes desastres se tornarão.",,,,,
"We're doing our best to contain the damage, but a lot of radiation was released in the explosion.","Não medimos esforços para conter os danos, mas muita radiação escapou na explosão.",,,,,
But we'll work quickly and do what we can.,Mas vamos trabalhar rapidamente e fazer o que pudermos.,,,,,
...you've been doing great as planner...,... tens estado a fazer um ótimo trabalho como planificador...,,,,,
...I feel like we're on the same wavelength...,... sinto que estamos na mesma página...,,,,,
The Accelerationist is now an [ally] ally. [research] Research points cost less [political_capital] political capital.,Os Aceleracionistas são agora [ally] aliados. [research] Pontos de investigação custam menos [political_capital] capital político.,,,,,
...together we can manifest a world of incredible material abundance and luxury for everyone...,... juntos podemos propor um mundo de incrível abundância material e luxo para todos...,,,,,
..my party will join your coalition...,.. o meu partido juntar-se-á à tua coligação...,,,,,
"Normally at this point you could hit that big ""Ready"" button to start running your plan.","Normalmente, a esta altura, poderias pressionar aquele grande botão com ""Pronto"" para começares o teu plano.",,,,,
"Press the ""Govt"" tab to head on over.","Clica na aba ""Governo"" para continuar.",,,,,
But first let's visit parliament and get you acquainted with the people there.,Mas primeiro vamos visitar o parlamento e conhecer as pessoas de lá.,,,,,
"Well, this is some exciting news.","Bem, esta é uma notícia emocionante.",,,,,
"(I'm sure I could have solved it, if I weren't so busy here...)","(Tenho certeza que poderia ter resolvido, se não estivesse tão ocupado aqui...)",,,,,
The long elusive proof of existence and smoothness of solutions to the infamous Navier-Stokes equation has been discovered.,A longa e indescritível prova da existência e suavidade das soluções para a infame equação de Navier-Stokes foi descoberta.,,,,,
This will no doubt have a substantial impact all fields of research and engineering.,Não há dúvidas de que isto terá um impacto substancial em todos os campos de investigação e engenharia.,,,,,
Umm... planner?,Hã... Com licença?,,,,,
People are furious that our plans have privileged the wealthy countries.,As pessoas estão furiosas porque os nossos planos privilegiaram os países ricos.,,,,,
Harassment of Gosplant planners and vandalism of infrastructure is becoming commonplace.,O assédio aos administradores da Gosplant e o vandalismo da infraestrutura estão a tornar-se comuns.,,,,,
Our offices in the Global South have all started to notice the same thing:,Os nossos escritórios no Sul Global começaram a notar a mesma coisa:,,,,,
It might get worse unless we assuage some of their concerns!,Pode piorar a menos que aplaquemos algumas das preocupações!,,,,,
Deforestation of the Amazon has caused a gradual collapse of its self-feeding precipitation cycles. The rainforest is slowly turning to savanna.,"O desmatamento da Amazónia causou um colapso gradual dos seus ciclos de precipitação auto-alimentados. A floresta tropical está, lentamente, a transformar-se numa savana.",,,,,
Riots have escalated into full-blown revolt in some regions.,Os tumultos transformaram-se numa completa revolta em algumas regiões.,,,,,
You need to take action to assuage their concerns and recover support for your plans.,É preciso tomar medidas para amenizar as preocupações e recuperar o apoio para os teus planos.,,,,,
The people are upset with how things have gone the last several years.,As pessoas estão chateadas com a forma como as coisas aconteceram nos últimos anos.,,,,,
Otherwise this will end badly.,"Caso contrário, isto vai acabar mal.",,,,,
We have all the technologies in place to send out ships to settle new planets.,Temos todas as tecnologias para enviar naves para colonizar novos planetas.,,,,,
"We can't save Earth, at least not for everyone.","Não podemos salvar a Terra, pelo menos não para todos.",,,,,
I urge you to focus establishing extraterrestrial human colonies...,Eu insisto em concentrarmo-nos no estabelecimento de colónias humanas extraterrestres...,,,,,
...so that at least some of our species will survive.,...para que pelo menos algumas de nossas espécies sobrevivam.,,,,,
Your death was celebrated by people around the world.,A tua morte foi comemorada por pessoas ao redor do mundo.,,,,,
If only you could have done more...,Se ao menos pudesses ter feito mais...,,,,,
...and people suffered for it.,...e as pessoas sofreram por isso.,,,,,
Your administration had failed to achieve its goals in time...,O teu governo não conseguiu atingir os seus objetivos a tempo...,,,,,
"""Finally, an end to more than half a century of incompetence and disaster,"" they cheered.","""Finalmente, o fim de mais de meio século de incompetência e desastre"", aplaudiram.",,,,,
Planner! How can you force these kinds of dietary restrictions on us?,Ei! Como é que podes forçar estas restrições alimentares em nós?,,,,,
You must reconsider this oppressive mandate!,Devias reconsiderar esta atitude opressiva!,,,,,
Humans are *omnivores*--we need to eat meat!,Os humanos são *omnívoros*: precisamos de comer carne!,,,,,
And none of those silly substitutes can ever replicate the real thing.,E nenhum desses substitutos idiotas pode substituir carne de verdade.,,,,,
Our dolphin friends have so much to teach us.,Os nossos amigos golfinhos têm muito a ensinar-nos.,,,,,
"For example, their method of water-birthing unlocks the secret of how humans can be birthed in space.","Por exemplo, o método de parto na água deles revela o segredo de como os humanos podem nascer no espaço.",,,,,
The Posadist is now an [ally] ally. Nuclear projects are substantially cheaper.,Os Posadistas são agora [ally] aliados. Projetos nucleares são mais baratos.,,,,,
"This is obvious now, but it's getting quite a bit warmer.","Isto é óbvio agora, mas está a ficar um pouco mais quente.",,,,,
"The ""nightshift"" has been said to increase health risks as well as potentially shorten lifespan!","O ""turno da noite"" aumenta os riscos à saúde, bem como pode, potencialmente, encurtar a vida!",,,,,
"As we rely more heavily on air conditioners and fans, electricity usage will get higher.","À medida que dependemos mais de condicionadores de ar e ventoinhas, o uso de eletricidade aumentará.",,,,,
Heatwaves are getting more frequent and intense.,As ondas de calor estão a ficar cada vez mais frequentes e intensas.,,,,,
Just something to be aware of.,Apenas algo para ter em conta.,,,,,
"Energy companies have been preemptively shutting down power to avoid the possibility of sparking fires in the dry, windy conditions.  Pre-emptive blackouts could become a common occurrence.",As empresas de energia têm desligado preventivamente a energia para evitar a possibilidade de provocar incêndios em ambientes secos e ventosos. Apagões preventivos podem tornar-se recorrentes.,,,,,
"The increased demand for electricity, especially during peak periods, over-taxes the electrical grid, triggering brownouts and blackouts","O aumento da demanda por eletricidade, principalmente nos períodos de pico, sobrecarrega a rede elétrica, provocando quedas de voltagem e apagões",,,,,
We are seeing an overload of hospitalizations for people with outdoor professions...,Estamos a observar uma sobrecarga de internações de pessoas que trabalham ao ar livre...,,,,,
"construction workers, miners, firefighters, agricultural workers, and the like.","trabalhadores da construção civil, mineiros, bombeiros, agricultores e afins.",,,,,
Your legacy as a planner was one that you feared most:,O teu legado era o que mais temias:,,,,,
If only you could go back and try again...,Se pudesses voltar e tentar outra vez...,,,,,
It didn't matter to them.,Elas não queriam saber.,,,,,
"Desperate and disheartened, people across the globe rose up against you and your plans.","Desesperadas e desapontadas, pessoas do mundo todo levantaram-se contra ti e os teus planos.",,,,,
Were you incompetent? Malicious?,Foste incompetente? Com más intenções?,,,,,
...leaving the world in a worse shape than you found it.,... deixando o mundo pior do que como o encontraste.,,,,,
It's either too little or too much water! Seems we can't get a good middle ground.,Ou é pouca ou é muita água! Parece que não conseguimos um bom meio-termo.,,,,,
"More droughts and floods, more crop failures...we can't seem to catch a break!","Mais secas e inundações, mais quebras de safra... parece que não conseguimos descansar!",,,,,
You're an unrepentant murderer!,Assassinas sem escrúpulos!,,,,,
You throw away non-human life like it's nothing.,Abandonas a vida dos animais não-humanos como se não fosse nada.,,,,,
I will do whatever I can to stop you and defend the animal life you value so little.,Farei o que puder para te deter e defender a vida animal que tão pouco valorizas.,,,,,
The Animal Liberationist is now a [nemesis] nemesis.,Os Libertacionistas pelos Animais são agora teus inimigos [nemesis].,,,,,
You've exhausted all your political capital...,Esgotaste o teu capital político...,,,,,
...so don't mess things up!,... então vê o que fazes!,,,,,
I believe in your decisions.,Eu acredito nas tuas decisões.,,,,,
Hold on!,Um momento!,,,,,
But they can only help you this one time...,Mas só podes receber ajuda desta vez...,,,,,
Wow.,Uau.,,,,,
If they're vouching for you then you'll have a bit more political capital to work with.,"Se estão a atestar por ti, então terás um pouco mais de capital político para trabalhar.",,,,,
I'll vouch for you. My word matters a lot to this generation. (+50[political_capital]),Vou atestar por ti. A minha palavra importa muito para esta geração. (+50[political_capital]),,,,,
That was an important hero from the revolution.,Falou uma figura revolucionária importantíssima.,,,,,
Your enemies will see this as an opportunity to push you out of government.,Os teus inimigos verão isto como uma oportunidade de empurrar para fora do governo.,,,,,
"You know Edvard Munch's painting 'The Scream'? Well, its surreal sunset was caused by the eruption of Krakatau in 1883.","Conheces a pintura 'O Grito', de Edvard Munch? Bem, o seu pôr do sol surreal foi causado pela erupção de Krakatau, em 1883.",,,,,
"So, we'll have white skies during the day and blood red sunsets. Some might like it but most will probably find the new sky disturbing.","Então, teremos céus brancos durante o dia e poentes vermelho-sangue. Alguns podem gostar, mas a maioria provavelmente achará o novo céu perturbador.",,,,,
More and more people are overwhelmed by dread. They fear a future of climatic disasters and mass extinction.,Cada vez mais pessoas são dominadas pelo medo. Temem um futuro de desastres climáticos e extinção em massa.,,,,,
"This is causing serious mental health disorders, especially in the younger generations.","Isto está a resultar em sérios problemas de saúde mental, especialmente nas gerações mais jovens.",,,,,
You have to cool the planet and stop the Sixth Extinction so people can have hope.,"Tens que arrefecer o planeta e parar a Sexta Extinção, para que as pessoas possam ter esperança.",,,,,
The overuse of anti-biotics in animal husbandry has caused this problem.,O abuso de antibióticos na pecuária causou este problema.,,,,,
We estimate ten million people will die a year from what used to be preventable infections.,Estimamos que dez milhões de pessoas morrerão por ano do que costumavam ser infecções evitáveis.,,,,,
"It takes years of research to make new antibiotics, but now resistant strains emerge within a year.","Leva anos de investigação para fazer novos antibióticos, mas agora as variantes resistentes surgem dentro de um ano.",,,,,
I can't believe we finally did it! Half the Earth is now protected in nature preserves.,Eu não posso acreditar que finalmente conseguimos! Metade da Terra está agora protegida em reservas naturais.,,,,,
"There still are environmental problems, but perhaps the worst may be behind us...","Ainda existem problemas ambientais, mas talvez o pior já tenha ficado para trás...",,,,,
This is the realization of the dream held by E. O. Wilson and many other conservationists decades ago.,Esta é a realização do sonho de E. O. Wilson e muitos outros conservacionistas décadas atrás.,,,,,
"I see that patriarchy didn't die with the revolution, but rather transformed.","Vejo que o patriarcado não morreu com a revolução, mas sim se transformou.",,,,,
The same dynamics and attitudes that got us into these crises have found a way to persist in you and your disastrous plans.,A mesma dinâmica e atitudes que nos levaram a estas crises encontraram uma maneira de persistir em ti e nos teus planos desastrosos.,,,,,
It's time we stamp them out for good.,É hora de acabar de uma vez com eles.,,,,,
The Ecofeminist is now a [nemesis] nemesis.,As Ecofeministas são agora inimigas [nemesis].,,,,,
These monoculture crop systems...,Estes sistemas de monocultura...,,,,,
we ought to consider a move away from industrial agriculture.,devemos considerar o distanciamento da agricultura industrial.,,,,,
"It saves me some effort, but it's just not worth betting our food supply on it.","Poupa-me algum esforço, mas não vale a pena apostar o nosso abastecimento de comida nisto.",,,,,
Your reckless disregard for life is going to ruin us all!,O teu desrespeito imprudente pela vida vai arruinar-nos todos!,,,,,
We have such a unique opportunity to actually make things better for everyone.,Temos uma oportunidade única de realmente tornar as coisas melhores para todos.,,,,,
Just to keep the party going a little longer for some?,Apenas para manter a festa por um pouco mais para alguns?,,,,,
The Utopian is now a [nemesis] nemesis.,Os Utopistas são agora teu inimigo [nemesis].,,,,,
But you're squandering it...for what?,Mas estás a desperdiçá-lo... para quê?,,,,Need to check in-game especially,
I can't stand by while you do that.,Não posso ficar só a ver enquanto fazes isso.,,,,,
My home is becoming too inhospitable...,A minha casa está a ficar inóspita...,,,,,
"...disaster after disaster, always worrying about what will happen next.","... desastre após desastre, sempre precupado com o que vai acontecer a seguir.",,,,,
"I don't want to go, but I have to. Somewhere that's safer for me and my family.","Eu não quero ir, mas tem que ser. Tenho que achar um lugar mais seguro para mim e a minha família.",,,,,
I know of so many others who are in a similar situation...,Conheço muitos que estão na mesma situação...,,,,,
I hope one day I can go back.,Espero um dia poder voltar.,,,,,
"What a tragedy. A hundred thousand people perished last week, most of them elderly. ","Que tragédia. Cem mil pessoas morreram na semana passada, a maioria idosa.",,,,,
"We have to cool things down and fast, otherwise more people will die. These disasters make people lose hope that things will get better.","Temos que arrefecer os dias e rápido, senão mais pessoas morrerão. Estes desastres fazem as pessoas perderem a esperança de que as coisas vão melhorar.",,,,,
Some say that in 20 years we will see a significant shift in political ideology as the previous generations perish under the impact of climate change.,"Alguns dizem que em 20 anos veremos uma mudança significativa na ideologia política, à medida que as gerações anteriores perecem sob o impacto das mudanças climáticas.",,,,,
I feel like we have a similar vision for the world.,Sinto que temos uma visão semelhante para o mundo.,,,,,
My party will commit its seats to our shared vision and join your coalition.,O meu partido entrará com os seus assentos na nossa visão partilhada e juntar-se-á à tua coligação.,,,,,
"""Go back again, now you have seen us, and your outward eyes have learned that in spite of all the infallible maxims of your day there is yet a time of rest in store for the world, when mastery has changed into fellowship.""","""Volta, agora já nos viste e os teus olhos aprenderam que, apesar de todas as máximas infalíveis do teu tempo, ainda se pode esperar um tempo de paz para o mundo, quando a dominação se tiver transformado em companheirismo.""",,,,,
"Before I go, let me leave you a favorite quote from William Morris:","Antes de ir, deixa-me recitar uma citação favorita de William Morris:",,,,,
I look forward to working together.,Estou ansioso para trabalharmos juntos.,,,,,
"The Utopian is now an [ally] ally. Limits, Protection, and Restoration projects are cheaper.","Os Utopistas são agora [ally] aliados. Projetos de Limites, Proteção e Restauração são mais baratos.",,,,,
"Clathrates frozen for eons in cenozic bogs are thawing, releasing billions of tons of methane all at once.","Clatratos congelados por eras em pântanos cenozóicos estão a descongelar, libertando milhares de milhões de toneladas de metano de uma só vez.",,,,,
...but this is still a huge disaster,... mas ainda assim um grande desastre,,,,,
Microbes are digesting much of the methane and emitting less-intense carbon dioxide instead,Os micróbios estão a digerir grande parte do metano e a emitir dióxido de carbono menos intenso,,,,,
"We've been engaged in a lot of big projects recently, which is good but bottlenecks are inevitable.","Recentemente, estivemos envolvidos em muitos projetos grandes, o que é bom, mas entraves são inevitáveis.",,,,,
I suggest either running fewer competing projects or we could start deep-sea mining.,Sugiro executar menos projetos concorrentes ou começar a mineração em alto mar.,,,,,
What have we done?,O que fomos fazer?,,,,,
"Planner! You're bias towards ""technology"" and ""industry"" is putting the world--and yourself--on a dangerous path.","
Ei! A tua tendência a preferir ""tecnologia"" e ""indústria"" está a pôr o mundo - e a ti também- num caminho perigoso.",,,,,
"The Earth is calling for our aid and so we, the Earth Liberation Front, have returned.","A Terra está a pedir pela nossa ajuda e nós, a Frente de Libertação da Terra, retornámos.",,,,,
You better abandon that cozy relationship with the Accelerationist or else we'll have to take drastic action to protect the planet.,É melhor abandonares essa relação próxima com o Aceleracionista ou então teremos que tomar medidas drásticas para proteger o planeta.,,,,,
Your plans have shown nothing but contempt for the people of the Global South.,Os teus planos não mostraram nada além de desprezo pelas pessoas do Sul Global.,,,,,
The Fanonist is now a [nemesis] nemesis.,Os Fanonistas são agora inimigos [nemesis].,,,,,
I won't let that happen again.,Não vou deixar isto voltar a acontecer.,,,,,
I should have known that the promises of the revolution were just more lies to get us to play along.,Eu devia ter advinhado que as promessas da revolução eram só mais mentiras para nos por em linha.,,,,,
"Once again, we are just fuel to burn on the altar of progress.","Mais uma vez, somos apenas combustível para queimar no altar do progresso.",,,,,
These 'land hurricanes' are becoming a more common occurrence.,"Estes ""furacões terrestres"" estão a tornar-se uma ocorrência mais frequente.",,,,,
"If you can get the temperature anomaly under control, we should see fewer of these.","Se conseguires controlar a anomalia de temperatura, devemos ver menos deles.",,,,,
They're basically massive high-intensity wind storms that can devastate an area.,São grandes tempestades de vento de alta intensidade que podem devastar uma área.,,,,,
Easily accessible methane will run out in twenty years at current usage.,"O metano facilmente acessível esgotar-se-á em vinte anos, com o uso atual.",,,,,
I suggest you find another source of energy posthaste.,Sugiro que encontres outra fonte de energia rapidamente.,,,,,
Some regions are really unhappy with your decisions. Protests cropping up everywhere.,Algumas regiões estão bastante descontentes com as tuas decisões. Há protestos a surgirem por todos os lugares.,,,,,
Your plans have only brought us only hardship!,Os teus planos só nos trouxeram dificuldades!,,,,,
I thought you were,Pensei que eras,,,,,
We've been struck by a nasty case of wheat rust that's putting many in a shaky place with regards to food.,Fomos atingidos por um caso desagradável de ferrugem do trigo que está a colocar muitos em dificuldades em relação à comida.,,,,,
"I know it's our policy to make sure everyone's fed, so we're working on organizing food aid to the affected areas.","Eu sei que a nossa política é garantir que todos sejam alimentados, então estamos a trabalhar na organização de ajuda alimentar para as áreas afetadas.",,,,,
...and try this one instead...,...e tenta isto em vez disso...,,,,,
"You know, I think we should reconsider that policy...","Sabes, acho que deviamos reconsiderar esta política...",,,,,
It seems like that permafrost melting has released some ancient organism into the world.,Parece que o derreter do pergelissolo trouxe algum organismo antigo ao mundo.,,,,,
I think we should let it run its course...,Acho que deviamos deixar isto correr o seu caminho...,,,,,
"If we developed phage therapy, perhaps we can keep it under control.","Se desenvolvessemos terapia fágica, talvez possamos mantê-la sob controlo.",,,,,
Highly contagious? How interesting... It's almost as if nature itself is finally doing something about overpopulation.,Altamente contagioso? Que interessante... É quase como se a própria natureza estivesse finalmente a resolver a superpopulação.,,,,,
"Yes, it's a highly contagious and dangerous bacteria. We're keeping an eye on it.","Sim, é uma bactéria altamente contagiosa e perigosa. Estamos de olho nela.",,,,,
Your plans have been a waste of our time and energy!,Os teus planos foram um desperdício do nosso tempo e energia!,,,,,
Things aren't getting better. We won't waste any more effort on ineffective action.,As coisas não estão a melhorar. Não vamos desperdiçar mais esforços em ações ineficazes.,,,,,
Dead zones at our lakes and river deltas have become worse than we imagined.,As zonas mortas nos nossos lagos e deltas tornaram-se piores do que imaginávamos.,,,,,
Much of the Gulf of Mexico has depleted oxygen levels.,Grande parte do Golfo do México esgotou os seus níveis de oxigénio.,,,,,
This level of agricultural fertilizer use and untreated sewage cannot be sustained.,Este nível de uso de fertilizantes agrícolas e esgoto não tratado não pode ser sustentado.,,,,,
People are abandoning the old religions and are turning instead to Gaia...,As pessoas estão a abandonar antigas religiões e a voltar para Gaia...,,,,,
"With no other recourse, people around the world rose up in fury against you and your tyrannical plans.","Sem outro recurso, pessoas ao redor do mundo levantaram-se em fúria contra ti e os teus planos tirânicos.",,,,,
If only you could go back and try again...,Se pudesses voltar e tentar de novo...,,,,,
Did you believe this was the only way to preserve planetary civilization?,Acreditava que esta era a única maneira de preservar a civilização planetária?,,,,,
In your last breaths you reflected on your legacy...,"Nos teus últimos suspiros, refletiste sobre o teu legado...",,,,,
It didn't matter to them.,Eles não queriam saber.,,,,,
Wide-ranging changes are needed to put us on a long-term path towards sustainability.,Mudanças amplas são necessárias para nos colocarmos num caminho de longo prazo para a sustentabilidade.,,,,,
Just swipe a card into the scanner and presto! It's added to your plan.,Basta passar um cartão no leitor e pronto! Ele foi adicionado ao teu plano.,,,,,
"If you change your mind, you can swipe it down to remove it from the plan.","Se mudares de ideia, podes deslizar para baixo para removê-lo do plano.",,,,,
It takes regional governments one planning cycle to implement policies.,Os governos regionais levam um ciclo de planificação para implementar políticas.,,,,,
Here you can use your [political_capital] political capital to wrangle support for policies to implement worldwide.,Aqui podes usar o teu [political_capital] capital político para obter apoio para políticas a serem implementadas a nível global.,,,,,
And that's all there is to it!,E acabou!,,,,,
"Feel free to continue to explore, but whenever you're ready press the big ""Ready"" button to launch your plan.","Fica à vontade para explorar mais, mas quando quiseres começar o teu plano, prime o botão ""Pronto"".",,,,,
All our solar processes are seeing dips in output.,Todos os nossos processos solares estão a cair na produção.,,,,,
Probably because of the grey skies?,Provavelmente por causa dos céus cinzentos?,,,,,
"I know the solar radiation management project keeps things cool, but we need energy too.","Eu sei que o projeto de gestão de radiação solar mantém as coisas calmas, mas também precisamos de energia.",,,,,
"As you pushed through change after change, your political enemies conspired against you.","À medida que avançavas por mudança após mudança, os teus inimigos políticos conspiravam contra ti.",,,,,
If only you could go back and try again...,Se pudesses repetir isto tudo...,,,,,
It didn't matter to them.,Eles não queriam saber.,,,,,
They took the opportunity to oust you from power once you'd exhausted all the political capital you had in parliament.,Eles aproveitaram a oportunidade para tirar-te do poder assim que esgotaste o capital político que tinhas no parlamento.,,,,,
Was the world getting better?,Como estava o mundo?,,,,,
The Atlantic Meridional Overturning Circulation is a vital ocean current.,A Circulação Meridional Atlântica é uma corrente oceânica vital.,,,,,
We didn't expect this to happen this century...,Não esperávamos que isso acontecesse neste século...,,,,,
Remember that 1970s novel Ecotopia? I feel like we've actually realized that dream.,"Lembras-te daquele romance da década de 70, ""Ecotopia""? Sinto que realizamos esse sonho.",,,,,
"You can't ignore whats been happening in Ecotopia. While the rest of the world crumbles in consumerism and nonstop progress, Ecotopia is a small window into what could be.","Não podes ignorar o que tem acontecido na Ecotopia. Enquanto o resto do mundo afunda no consumismo e no progresso ininterrupto, a Ecotopia é uma pequena janela para um possível futuro.",,,,,
Welcome to the Gosplant planning application. You can call me Gossy.,As minhas boas-vindas à aplicação de planificação Gosplant. Podes chamar-me de Gossy.,,,,,
Got it?,Entendido?,,,,,
Good luck!,Boa sorte!,,,,,
And if the people are [nemesis] unhappy with your performance you will be removed from your position.,"E se as pessoas estiverem descontentes com o teu desempenho, removerte-ão da posição.",,,,,
"If you get stuck, you can tap on most things for more details and reminders.","Se não conseguires prosseguir, podes clicar na maioria das coisas para obter mais detalhes e avisos.",,,,,
You'll need to spend [political_capital] political capital if you want something to happen.,Vais ter que gastar [political_capital] capital político se quiseres que algo aconteça.,,,,,
It's your job to guide us all safely through the next century.,É a tua responsabilidade guiar-nos com segurança pelo próximo século.,,,,,
But you don't have complete authority to make decisions unilaterally.,Mas não tens autoridade para tomar decisões unilateralmente.,,,,,
You'll need to spend [political_capital] political capital if you want something to happen.,Vais ter que gastar [political_capital] capital político se quiseres que algo aconteça.,,,,,
Got it?,Entendido?,,,,,
"But if you run out of political capital, you will be recalled and your term will end.","Mas se ficares sem capital político, serás removido e o teu mandato terminará.",,,,,
"If you get stuck, you can tap on most things for more details and reminders.","Se não conseguires prosseguir, podes clicar na maioria das coisas para obter mais detalhes e avisos.",,,,,
"...Anyways, just click the ""Add"" button there to start making your plan.","... Bom, basta clicares no botão ""Adicionar"" para começares a fazer o teu plano.",,,,,
"...Anyways, just click the ""Add"" button there to start making your plan.","... Bom, basta clicares no botão ""Adicionar"" para começares a fazer o teu plano.",,,,,
Got it?,Entendido?,,,,,
