English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
We need to get things under control...I fear what may happen if we don't.,,,,,,
A nuclear power plant had a criticality accident last night.,,,,,,
The more reactors we have the more common these disasters will become.,,,,,,
"We're doing our best to contain the damage, but a lot of radiation was released in the explosion.",,,,,,
But we'll work quickly and do what we can.,,,,,,
...you've been doing great as planner...,,,,,,
...I feel like we're on the same wavelength...,,,,,,
The Accelerationist is now an [ally] ally. [research] Research points cost less [political_capital] political capital.,,,,,,
...together we can manifest a world of incredible material abundance and luxury for everyone...,,,,,,
..my party will join your coalition...,,,,,,
"Normally at this point you could hit that big ""Ready"" button to start running your plan.",,,,,,
"Press the ""Govt"" tab to head on over.",,,,,,
But first let's visit parliament and get you acquainted with the people there.,,,,,,
"Well, this is some exciting news.",,,,,,
"(I'm sure I could have solved it, if I weren't so busy here...)",,,,,,
The long elusive proof of existence and smoothness of solutions to the infamous Navier-Stokes equation has been discovered.,,,,,,
This will no doubt have a substantial impact all fields of research and engineering.,,,,,,
Umm... planner?,,,,,,
People are furious that our plans have privileged the wealthy countries.,,,,,,
Harassment of Gosplant planners and vandalism of infrastructure is becoming commonplace.,,,,,,
Our offices in the Global South have all started to notice the same thing:,,,,,,
It might get worse unless we assuage some of their concerns!,,,,,,
Deforestation of the Amazon has caused a gradual collapse of its self-feeding precipitation cycles. The rainforest is slowly turning to savanna.,,,,,,
Riots have escalated into full-blown revolt in some regions.,,,,,,
You need to take action to assuage their concerns and recover support for your plans.,,,,,,
The people are upset with how things have gone the last several years.,,,,,,
Otherwise this will end badly.,,,,,,
We have all the technologies in place to send out ships to settle new planets.,,,,,,
"We can't save Earth, at least not for everyone.",,,,,,
I urge you to focus establishing extraterrestrial human colonies...,,,,,,
...so that at least some of our species will survive.,,,,,,
Your death was celebrated by people around the world.,,,,,,
If only you could have done more...,,,,,,
...and people suffered for it.,,,,,,
Your administration had failed to achieve its goals in time...,,,,,,
"""Finally, an end to more than half a century of incompetence and disaster,"" they cheered.",,,,,,
Planner! How can you force these kinds of dietary restrictions on us?,,,,,,
You must reconsider this oppressive mandate!,,,,,,
Humans are *omnivores*--we need to eat meat!,,,,,,
And none of those silly substitutes can ever replicate the real thing.,,,,,,
Our dolphin friends have so much to teach us.,,,,,,
"For example, their method of water-birthing unlocks the secret of how humans can be birthed in space.",,,,,,
The Posadist is now an [ally] ally. Nuclear projects are substantially cheaper.,,,,,,
"This is obvious now, but it's getting quite a bit warmer.",,,,,,
"The ""nightshift"" has been said to increase health risks as well as potentially shorten lifespan!",,,,,,
"As we rely more heavily on air conditioners and fans, electricity usage will get higher.",,,,,,
Heatwaves are getting more frequent and intense.,,,,,,
Just something to be aware of.,,,,,,
"Energy companies have been preemptively shutting down power to avoid the possibility of sparking fires in the dry, windy conditions.  Pre-emptive blackouts could become a common occurrence.",,,,,,
"The increased demand for electricity, especially during peak periods, over-taxes the electrical grid, triggering brownouts and blackouts",,,,,,
We are seeing an overload of hospitalizations for people with outdoor professions...,,,,,,
"construction workers, miners, firefighters, agricultural workers, and the like.",,,,,,
Your legacy as a planner was one that you feared most:,,,,,,
If only you could go back and try again...,,,,,,
It didn't matter to them.,,,,,,
"Desperate and disheartened, people across the globe rose up against you and your plans.",,,,,,
Were you incompetent? Malicious?,,,,,,
...leaving the world in a worse shape than you found it.,,,,,,
It's either too little or too much water! Seems we can't get a good middle ground.,,,,,,
"More droughts and floods, more crop failures...we can't seem to catch a break!",,,,,,
You're an unrepentant murderer!,,,,,,
You throw away non-human life like it's nothing.,,,,,,
I will do whatever I can to stop you and defend the animal life you value so little.,,,,,,
The Animal Liberationist is now a [nemesis] nemesis.,,,,,,
You've exhausted all your political capital...,,,,,,
...so don't mess things up!,,,,,,
I believe in your decisions.,,,,,,
Hold on!,,,,,,
But they can only help you this one time...,,,,,,
Wow.,,,,,,
If they're vouching for you then you'll have a bit more political capital to work with.,,,,,,
I'll vouch for you. My word matters a lot to this generation. (+50[political_capital]),,,,,,
That was an important hero from the revolution.,,,,,,
Your enemies will see this as an opportunity to push you out of government.,,,,,,
"You know Edvard Munch's painting 'The Scream'? Well, its surreal sunset was caused by the eruption of Krakatau in 1883.",,,,,,
"So, we'll have white skies during the day and blood red sunsets. Some might like it but most will probably find the new sky disturbing.",,,,,,
More and more people are overwhelmed by dread. They fear a future of climatic disasters and mass extinction.,,,,,,
"This is causing serious mental health disorders, especially in the younger generations.",,,,,,
You have to cool the planet and stop the Sixth Extinction so people can have hope.,,,,,,
The overuse of anti-biotics in animal husbandry has caused this problem.,,,,,,
We estimate ten million people will die a year from what used to be preventable infections.,,,,,,
"It takes years of research to make new antibiotics, but now resistant strains emerge within a year.",,,,,,
I can't believe we finally did it! Half the Earth is now protected in nature preserves.,,,,,,
"There still are environmental problems, but perhaps the worst may be behind us...",,,,,,
This is the realization of the dream held by E. O. Wilson and many other conservationists decades ago.,,,,,,
"I see that patriarchy didn't die with the revolution, but rather transformed.",,,,,,
The same dynamics and attitudes that got us into these crises have found a way to persist in you and your disastrous plans.,,,,,,
It's time we stamp them out for good.,,,,,,
The Ecofeminist is now a [nemesis] nemesis.,,,,,,
These monoculture crop systems...,,,,,,
we ought to consider a move away from industrial agriculture.,,,,,,
"It saves me some effort, but it's just not worth betting our food supply on it.",,,,,,
Your reckless disregard for life is going to ruin us all!,,,,,,
We have such a unique opportunity to actually make things better for everyone.,,,,,,
Just to keep the party going a little longer for some?,,,,,,
The Utopian is now a [nemesis] nemesis.,,,,,,
But you're squandering it...for what?,,,,,,
I can't stand by while you do that.,,,,,,
My home is becoming too inhospitable...,,,,,,
"...disaster after disaster, always worrying about what will happen next.",,,,,,
"I don't want to go, but I have to. Somewhere that's safer for me and my family.",,,,,,
I know of so many others who are in a similar situation...,,,,,,
I hope one day I can go back.,,,,,,
"What a tragedy. A hundred thousand people perished last week, most of them elderly. ",,,,,,
"We have to cool things down and fast, otherwise more people will die. These disasters make people lose hope that things will get better.",,,,,,
Some say that in 20 years we will see a significant shift in political ideology as the previous generations perish under the impact of climate change.,,,,,,
I feel like we have a similar vision for the world.,,,,,,
My party will commit its seats to our shared vision and join your coalition.,,,,,,
"""Go back again, now you have seen us, and your outward eyes have learned that in spite of all the infallible maxims of your day there is yet a time of rest in store for the world, when mastery has changed into fellowship.""",,,,,,
"Before I go, let me leave you a favorite quote from William Morris:",,,,,,
I look forward to working together.,,,,,,
"The Utopian is now an [ally] ally. Limits, Protection, and Restoration projects are cheaper.",,,,,,
"Clathrates frozen for eons in cenozic bogs are thawing, releasing billions of tons of methane all at once.",,,,,,
...but this is still a huge disaster,,,,,,
Microbes are digesting much of the methane and emitting less-intense carbon dioxide instead,,,,,,
"We've been engaged in a lot of big projects recently, which is good but bottlenecks are inevitable.",,,,,,
I suggest either running fewer competing projects or we could start deep-sea mining.,,,,,,
What have we done?,,,,,,
"Planner! You're bias towards ""technology"" and ""industry"" is putting the world--and yourself--on a dangerous path.",,,,,,
"The Earth is calling for our aid and so we, the Earth Liberation Front, have returned.",,,,,,
You better abandon that cozy relationship with the Accelerationist or else we'll have to take drastic action to protect the planet.,,,,,,
Your plans have shown nothing but contempt for the people of the Global South.,,,,,,
The Fanonist is now a [nemesis] nemesis.,,,,,,
I won't let that happen again.,,,,,,
I should have known that the promises of the revolution were just more lies to get us to play along.,,,,,,
"Once again, we are just fuel to burn on the altar of progress.",,,,,,
These 'land hurricanes' are becoming a more common occurrence.,,,,,,
"If you can get the temperature anomaly under control, we should see fewer of these.",,,,,,
They're basically massive high-intensity wind storms that can devastate an area.,,,,,,
Easily accessible methane will run out in twenty years at current usage.,,,,,,
I suggest you find another source of energy posthaste.,,,,,,
Some regions are really unhappy with your decisions. Protests cropping up everywhere.,,,,,,
Your plans have only brought us only hardship!,,,,,,
I thought you were,,,,,,
We've been struck by a nasty case of wheat rust that's putting many in a shaky place with regards to food.,,,,,,
"I know it's our policy to make sure everyone's fed, so we're working on organizing food aid to the affected areas.",,,,,,
...and try this one instead...,,,,,,
"You know, I think we should reconsider that policy...",,,,,,
It seems like that permafrost melting has released some ancient organism into the world.,,,,,,
I think we should let it run its course...,,,,,,
"If we developed phage therapy, perhaps we can keep it under control.",,,,,,
Highly contagious? How interesting... It's almost as if nature itself is finally doing something about overpopulation.,,,,,,
"Yes, it's a highly contagious and dangerous bacteria. We're keeping an eye on it.",,,,,,
Your plans have been a waste of our time and energy!,,,,,,
Things aren't getting better. We won't waste any more effort on ineffective action.,,,,,,
Dead zones at our lakes and river deltas have become worse than we imagined.,,,,,,
Much of the Gulf of Mexico has depleted oxygen levels.,,,,,,
This level of agricultural fertilizer use and untreated sewage cannot be sustained.,,,,,,
People are abandoning the old religions and are turning instead to Gaia...,,,,,,
"With no other recourse, people around the world rose up in fury against you and your tyrannical plans.",,,,,,
If only you could go back and try again...,,,,,,
Did you believe this was the only way to preserve planetary civilization?,,,,,,
In your last breaths you reflected on your legacy...,,,,,,
It didn't matter to them.,,,,,,
Wide-ranging changes are needed to put us on a long-term path towards sustainability.,,,,,,
Just swipe a card into the scanner and presto! It's added to your plan.,,,,,,
"If you change your mind, you can swipe it down to remove it from the plan.",,,,,,
It takes regional governments one planning cycle to implement policies.,,,,,,
Here you can use your [political_capital] political capital to wrangle support for policies to implement worldwide.,,,,,,
And that's all there is to it!,,,,,,
"Feel free to continue to explore, but whenever you're ready press the big ""Ready"" button to launch your plan.",,,,,,
All our solar processes are seeing dips in output.,,,,,,
Probably because of the grey skies?,,,,,,
"I know the solar radiation management project keeps things cool, but we need energy too.",,,,,,
"As you pushed through change after change, your political enemies conspired against you.",,,,,,
If only you could go back and try again...,,,,,,
It didn't matter to them.,,,,,,
They took the opportunity to oust you from power once you'd exhausted all the political capital you had in parliament.,,,,,,
Was the world getting better?,,,,,,
The Atlantic Meridional Overturning Circulation is a vital ocean current.,,,,,,
We didn't expect this to happen this century...,,,,,,
Remember that 1970s novel Ecotopia? I feel like we've actually realized that dream.,,,,,,
"You can't ignore whats been happening in Ecotopia. While the rest of the world crumbles in consumerism and nonstop progress, Ecotopia is a small window into what could be.",,,,,,
Welcome to the Gosplant planning application. You can call me Gossy.,,,,,,
Got it?,,,,,,
Good luck!,,,,,,
And if the people are [nemesis] unhappy with your performance you will be removed from your position.,,,,,,
"If you get stuck, you can tap on most things for more details and reminders.",,,,,,
You'll need to spend [political_capital] political capital if you want something to happen.,,,,,,
It's your job to guide us all safely through the next century.,,,,,,
But you don't have complete authority to make decisions unilaterally.,,,,,,
You'll need to spend [political_capital] political capital if you want something to happen.,,,,,,
Got it?,,,,,,
"But if you run out of political capital, you will be recalled and your term will end.",,,,,,
"If you get stuck, you can tap on most things for more details and reminders.",,,,,,
"...Anyways, just click the ""Add"" button there to start making your plan.",,,,,,
"...Anyways, just click the ""Add"" button there to start making your plan.",,,,,,
Got it?,,,,,,
This planning application lets you make your plan.,,,,,,
"You can set [research] research priorities, initiate large-scale [initiative] projects, implement [policy] policies, or ban certain production processes.",,,,,,
Good luck!,,,,,,
Good luck!,,,,,,
"You can set [research] research priorities, initiate large-scale [initiative] projects, implement [policy] policies, or ban certain production processes.",,,,,,
"Following the recent revolution, you've been elected as the lead planner.",,,,,,
This planning application lets you make your plan.,,,,,,
And if the people are [nemesis] unhappy with your performance you will be removed from your position.,,,,,,
We're seeing elevated rates of respiratory disease in populations across the world.,,,,,,
Surely it must be from the particles used for the solar radiation management program. They've started settling back towards ground level and entering people's lungs.,,,,,,
That's the only thing in common across the global population that I can think of.,,,,,,
I'm getting older and I remember how the change came in the early 2020s...,,,,,,
"Things were hard at first, but now I think we're close to really creating a utopian society.",,,,,,
"The question is, is this end of history or its start?",,,,,,
We don't have to work hard anymore and the environmental crisis is subsiding.,,,,,,
I'm glad that it didn't turn out to be that way.,,,,,,
My island is almost completely underwater...,,,,,,
It's only a matter of time before so many others will have to grapple with the same realization.,,,,,,
Why did we have to abandon the land of our ancestors because of crimes to the Earth we did not commit?,,,,,,
How could you let it get this bad?,,,,,,
Now I'm coming to terms with the fact that we'll never be able to go back.,,,,,,
"We evacuated some time ago, hoping that we could find some way to return home.",,,,,,
The harvest of the humble—but very important—potato has taken a big hit this year.,,,,,,
"It is an important basic food for millions, and we risk a famine this year.",,,,,,
Never really liked it much myself.,,,,,,
Moving away from industrial agriculture will lower the chances these events.,,,,,,
"More work for me, but hey, if it reliably keeps us fed, I guess that's alright.",,,,,,
We're really struggling to produce enough food to feed everyone.,,,,,,
"Whether it's too hot, or there's too much water, or not enough, or whatever else is going on...",,,,,,
...you've got to do something about it!,,,,,,
*COUGH* The constant smoke from wildfires is interfering with farming...plants need sunlight!,,,,,,
...solar infrastructure too. *COUGH*,,,,,,
We're also seeing higher rates of respiratory disease. *COUGH*,,,,,,
This is your planning dashboard. It summarizes the state of the world today.,,,,,,
Use this information to figure out the biggest contributors to problem areas.,,,,,,
"When you're ready, let's head over to the ""World"" tab.",,,,,,
Tapping some values will show a detailed breakdown. Or you can use the chart below.,,,,,,
I'm seeing a disturbing increase in incidences of skin cancers and diseases.,,,,,,
I'm sure that it's because of the ozone depletion we're experiencing.,,,,,,
I encourage you to stop the solar radiation management project to stop it from progressing any further!,,,,,,
Extreme wildfires are now a regular occurrence.,,,,,,
"...making some people permanently without a home, forever on the move as they are chased by flames.",,,,,,
These fires can consume swaths of land in what feels like a blink of an eye...,,,,,,
In 2022 a socialist revolution swept the globe.,,,,,,
"It's a sunny day in Havana, where the first planning session will take place...",,,,,,
You have been elected as [gosplant]'s first lead planner.,,,,,,
"And you must do so without letting your [political_capital]<em class=""lose-con"">political capital dip below 0</em>...",,,,,,
"You must do so without letting people's [contentedness]<em class=""lose-con"">contentedness dip below 0</em>...",,,,,,
"The regions of the world united to establish [gosplant], a global planning authority.",,,,,,
[gosplant] was tasked with undoing the myriad harms that centuries of capitalism had unleashed on the planet and its people.,,,,,,
Otherwise your adversaries may take the opportunity to replace you.,,,,,,
Otherwise they will vote you out of office.,,,,,,
"It's your duty to bring [warming]<em class=""win-con"">warming to below 1°C</em>, the [extinction_rate]<em class=""win-con"">extinction rate to below 20</em>, and [emissions]<em class=""win-con"">emissions to below 0</em> while there's still time.",,,,,,
One of my colleagues was murdered last night!,,,,,,
...but what else can we do?,,,,,,
...And I've received numerous death threats too.,,,,,,
People are tremendously upset about our solar radiation management program...,,,,,,
We have been observing your planet for some time now...,,,,,,
We are encouraged by your efforts...,,,,,,
"they may not be enough, but any effort to right past wrongs should be nurtured.",,,,,,
Good luck.,,,,,,
...and watched your struggles to right the wrongs of your species' past.,,,,,,
...so please accept this gift from us.,,,,,,
In our travels we have not encountered any advanced life that is without a history of atrocity and ignorance.,,,,,,
It will help dissipate the warming shroud that envelops your beautiful planet.,,,,,,
Yet few reckon with their past...,,,,,,
...or last long enough to try.,,,,,,
...you're really misguided...,,,,,,
...i'll do whatever i can to stop you.,,,,,,
...taking us away from limitless prosperity for everyone...,,,,,,
The Accelerationist is now a [nemesis] nemesis.,,,,,,
Our high quality lithium reserves are being depleted more rapidly than we thought.,,,,,,
"Lithium's not only important for battery technology, but we use it to breed tritium for our fusion reactors.",,,,,,
"There's really not much tritium on earth, but there is quite a bit on the moon...",,,,,,
Did you know that maitake farmers are a vital part of local food chains?,,,,,,
"The Ecofeminist is now an [ally] ally. Food, Agriculture, and Protection projects are cheaper.",,,,,,
The greatest pleasures are only narrowly separated from disgust.,,,,,,
We welcome you.,,,,,,
You seem like someone who understands this...so my party is willing to join your coalition.,,,,,,
We welcome you.,,,,,,
It's almost as if a whole economy has come out of the burnt ruins in which the mushrooms grow.,,,,,,
The greatest pleasures are only narrowly separated from disgust.,,,,,,
"The Ecofeminist is now an [ally] ally. Food, Agriculture, and Protection projects are cheaper.",,,,,,
Would you be interested in foraging for mushrooms?,,,,,,
I was talking to a friend in the city and they were describing to me how trendy it is to have a small urban garden.,,,,,,
Plus people are getting a kick out of eating food they've had a hand in growing themselves.,,,,,,
Less work for me!,,,,,,
"Most of these gardens are modest, but they're able to grow quite a bit of food for the community!",,,,,,
Amateur plant breeding has become a bit of trend lately!,,,,,,
Citizens are trying to come up with their own crosses with better tolerances for more extreme climates.,,,,,,
There have been a few notable successes! We're sharing these seeds with farmers around the world.,,,,,,
It's as if our soil has up and left.,,,,,,
This poses a serious respiratory health risk. We need to enact masking ordinances.,,,,,,
The end is near.,,,,,,
This is bad. A collapse this large and the displacement of that much water will surely have other effects.,,,,,,
"It finally happened. I hope I'd never have to say these words, but here we are.",,,,,,
"I know of some are looking for a way to restore reefs, but I don't know how likely it is to work.",,,,,,
The Great Barrier Reef is dead. And other reefs are suffering a similar fate.,,,,,,
It should have never happened in the first place.,,,,,,
Either solar radiation management or coal power plants have caused acid rain to return...,,,,,,
"...but you can't make an omelette without breaking a few eggs, right?",,,,,,
" What's worse, we will risk major accidents if this continues.",,,,,,
"The bridges and buildings are crumbling, you need to put more money into public infrastructure.",,,,,,
I don't think it's worth it.,,,,,,
"The sulphuric acid eats away at concrete, turning the calcium carbonate into gypsum. We'll have to rebuild many of our bridges and buildings decades years earlier than we expected.  People aren't happy about their cities seemingly melting away in front of their eyes.",,,,,,
"The acid eats away at concrete, causes 'forest death', and kills lakes. ",,,,,,
"Actually, it's not that significant.",,,,,,
People's are not happy with your performance...[hud_contentedness] outlook is really low.,,,,,,
You need to get a handle on this situation or your career as a planner will come to an end one way or another.,,,,,,
This is a message from the people!,,,,,,
BOOM,,,,,,
You ought to--,,,,,,
That was a close one--that grenade nearly got you!,,,,,,
We've got to do something about the rising temperature!,,,,,,
"I recommend throwing all our options we have at the issue, one of them has got to work!",,,,,,
A train filled with Nyodene Derivative has derailed near your location.,,,,,,
"It's hard to hear the radio reports of the disaster over the white noise of your equipment, TV, tablet, and smartphone.",,,,,,
"But you can't leave, you're an important planning professional! ",,,,,,
"This September, our satellites recorded...",,,,,,
The change from high albedo ice to a dark sea will accelerate warming.,,,,,,
Zero square kilometres of arctic sea ice.,,,,,,
"Planner, you don't look so good...",,,,,,
THUD,,,,,,
Planner?,,,,,,
Maybe you should lie down for a bit.,,,,,,
"A new virus has emerged, either from a factory farm or a degraded forest, we don't know yet for sure.",,,,,,
"As long as we have a large livestock industry and deforestation, these tragedies will keep happening.",,,,,,
"The mortality rate is 2%, which can still kill millions but we predict that a new zoonosis could much deadlier.",,,,,,
"This one was bad, but ",,,,,,
"As Trotsky once said: 'Man will occupy himself with re-registering mountains and rivers, and will earnestly and repeatedly make improvements in nature.'",,,,,,
"You are so, so misguided.",,,,,,
I'm not going to let you ruin everything.,,,,,,
"Sure, we'll be equal, but only in common misery.",,,,,,
You really think we can all live on this Earth without torpedoing living standards?,,,,,,
The Malthusian is now a [nemesis] nemesis.,,,,,,
The natural world just cannot support this many people.,,,,,,
"By removing so many dams, rivers around the world have come back to life. ",,,,,,
"Cases of schistomiasis, caused by parasitic worms, have also fallen dramatically! ",,,,,,
"Rewilding and river restoration has not only decreased methane emissions and regulated streamflows, but also decreased wildfire severity. Thank a beaver.",,,,,,
The rapid rate of permafrost melting is releasing new methane and carbon dioxide into the atmosphere.,,,,,,
It's one more source of emissions that we'll need to worry about.,,,,,,
Protests against your plans have escalated into riots in some places.,,,,,,
See if you can turn things around...I don't like where this is going.,,,,,,
We'll need help from various technologies and techniques to survive and flourish over the next century.,,,,,,
Plan items are represented as these cards here.,,,,,,
"Drag a card up into the scanner to add it to your plan, and hold it there to commit more [research] research points.",,,,,,
"If you change your mind, drag the card down to reset its points.",,,,,,
Here you can turn [political_capital] political capital into [research] research points and use that to set research priorities.,,,,,,
"Not only new ones, but also the re-introduction and refinement of older ones too.",,,,,,
This is extremely dangerous as now the entire West Antarctic Ice Sheet is at risk.,,,,,,
I packed up and left the city some time ago when the reruralization program started.,,,,,,
"I love it. Hikes through the forests, volunteering on local farms, having time to swim and read...",,,,,,
I know many others share my experience.,,,,,,
"With the new train network, it's not too difficult for me to visit the city when I'm craving it.",,,,,,
"I'd never seen myself living out in the country, but I was in a tough time and thought a fresh start might do me good.",,,,,,
We're seeing signs of ozone depletion at a worrying rate.,,,,,,
I suspect this may have to do with solar radiation management...,,,,,,
You get it! I can see it!,,,,,,
"There are too many! A lot of people are scared of that reality, but I can see that you aren't.",,,,,,
The Malthusian is now an [ally] ally. Population projects are substantially cheaper.,,,,,,
My party will join your coalition.,,,,,,
We need more planners like you to do what needs to be done.,,,,,,
"We can chase all the new technologies we want, or try to live in peace with nature...",,,,,,
"but nothing changes the fact that it all comes down to people, people, people!",,,,,,
"This happened once before in Europe during the 14th century, no one knows for sure why it started.",,,,,,
Perhaps the compulsive dancing allows some relief from stress and grinding poverty.,,,,,,
"Maybe it's a dance craze, but my professional opinion is that people are too anxious. We've got to do something to make people's lives easier",,,,,,
I feel like you're missing the bigger picture.,,,,,,
"You've kind of got tunnel vision with this whole earth stuff, don't you think?",,,,,,
The only way we can truly achieve communism is through first contact.,,,,,,
We need to reach out to other lifeforms and see what they can teach us.,,,,,,
The Posadist is now a [nemesis] nemesis.,,,,,,
"Well, it happened again. This new disease also appears zoonotic in origin.",,,,,,
High land use or livestock production increase the risk of this problem...,,,,,,
...maybe you can take a look at those?,,,,,,
There are too many people in this world anyway.,,,,,,
"Once-in-a-decade heavy rains have now become commonplace, leading to overflowing rivers capable of destroying hundreds of homes.",,,,,,
"If you can do anything to lower the temperature, we should see fewer of these events.",,,,,,
Some crops are doing well with the heat and extra CO2 in the air...,,,,,,
..but overall yields are down and they'll just get worse the warmer it gets!,,,,,,
...but they also make things worse in the long-run.,,,,,,
Industrialized agriculture and vertical farming are the most resilient against these temperatures...,,,,,,
You need to cool things off--fast--or we'll be seeing a lot of hungry people.,,,,,,
You seem like someone who loves nature.,,,,,,
It's all about ~harmony~.,,,,,,
"Anyway, my party is joining your coalition, since I think we feel the same way.",,,,,,
You also seem like someone who still recognizes that we're not trying to drive ourselves to extinction just to save it.,,,,,,
The Environmentalist is now an [ally] ally. Restoration projects are substantially cheaper.,,,,,,
We gotta find a way to live ~harmoniously~ with nature.,,,,,,
Uh oh--it looks like there are some production shortages.,,,,,,
You may need to change your production mixes to compensate for resource limitations.,,,,,,
You can tap the pulsing [alert] alert icon for more information.,,,,,,
"The Wollemi pines have existed for 200 millions years, but the last natural forest was recently destroyed in a wildfire.",,,,,,
We gave you a nice warning about banning meat and you've ignored us.,,,,,,
Maybe you'll listen now?,,,,,,
"I'm sorry, planner, but your access rights to the Gosplant planning interface have been revoked.",,,,,,
They are replacing you with someone else.,,,,,,
You've run out of [political_capital] political capital...and lost the backing of members of parliament.,,,,,,
The benefits of rewilding reduces the likelihood of more zoonotic disease.,,,,,,
Clearing of otherwise undisturbed land to make room for things like industrial farming opens up opportunities for the transmission of pathogens from animals to humans.,,,,,,
"Well, the emergence of zoonotic diseases is closely related to ecological disturbance. ",,,,,,
"Wow, uranium stocks have been run down fast by the massive increase in reactors worldwide. At this rate, we'll run out of high-quality uranium ore in twenty years.",,,,,,
"If you want to keep the lights on, you better find alternative energy sources. If you want to stick with nuclear, we better do a crash course in researching fusion, fast-breeders, or thorium reactors.",,,,,,
This didn't really do much.,,,,,,
"In 1816, a volcanic eruption cooled the global climate and caused widespread famine. The ""year without a summer"" inspired Mary Shelley's Frankenstein. ",,,,,,
So exciting!,,,,,,
Maybe we'll get another great novel out of this...,,,,,,
Regulation and permits did nothing to control tailings waste from making its way into the water supply.,,,,,,
This is a betrayal of our primate family; a wound that can never be healed.,,,,,,
You need to do more to protect the natural world.,,,,,,
The Environmentalist is now a [nemesis] nemesis.,,,,,,
I don't like getting angry but you're really pushing it.,,,,,,
I've gotta put my foot down.,,,,,,
"Wow, two dozen countries suffered from record heat-waves, some topping 50°C for weeks.",,,,,,
We need a better solution.,,,,,,
It isn't safe for people to work in these temperatures.,,,,,,
"There are ways to cool down, but they can only help so much.",,,,,,
Pesticides from industrial agriculture have spread through the ecosystem with devastating consequences.,,,,,,
"It was as Rachel Carson foretold: 'on the mornings that had once throbbed with the dawn chorus of robins, catbirds, doves, jays, wrens, and scores of other bird voices there was now no sound; only silence lay over the fields and woods and marsh.' ",,,,,,
"As Donna Haraway once said, 'Tentacularity is about life lived along lines ...  not at points, not in spheres.' ",,,,,,
"We are all compost, not posthuman.",,,,,,
A tsunami from the recent ice sheet collapse has caused incredible devastation.,,,,,,
Some scientists hypothesized that melting ice sheets could trigger an earthquake as the Earth's crust rises.,,,,,,
If only this could have been avoided...,,,,,,
This outbreak is much much worse than anything we've seen before...,,,,,,
We need to do something about that.,,,,,,
The mortality rate could be as high as 50%. We have estimates of one billion deaths coming in.,,,,,,
"As long as we have animal husbandry and a biodiversity crisis, these epidemics can keep on happening.",,,,,,
We have a wide array of processes to produce two critical resources: [food] food and [energy] energy.,,,,,,
Why don't you try changing some process mixes now?,,,,,,
Different processes have different benefits and drawbacks.,,,,,,
"And some require certain feedstocks, like [oil] oil or [uranium] uranium, that could become degraded. So keep an eye on those.",,,,,,
"If you need any more information about a process, just tap on it to flip it.",,,,,,
"Some may require much more [land] land or more [energy] energy, for example.",,,,,,
"Of course, it will take time to make all of these changes.",,,,,,
Here you can change the [mix_token] production mix for each of these resources.,,,,,,
Wildfires are growing in frequency and severity.,,,,,,
For now we'll track these events on the globe.,,,,,,
So don't be surprised if people,,,,,,
We have to lower temperatures quickly and introduce natural solutions to manage this problem.,,,,,,
"There are several communities that live in high fire zones, when their homes are burn down they are displaced for long periods of time, some are never able to secure stable housing afterwards..",,,,,,
That's right. You can look through some options at the next planning session.,,,,,,
"Whole towns are suffering from PTSD, this is a mental health crisis!",,,,,,
"Wildfires, of course, make it harder for people to live in an area.",,,,,,
"Most of the people effected are elderly and not tech savy, they are suspicious of ""apps"" and think they are talking to a robot.",,,,,,
We're having a really hard time keeping the power flowing...,,,,,,
You ought to figure out some way to bring more stability--maybe changing where we get our power from?,,,,,,
...there's just not enough reliable power to go around.,,,,,,
"Or reducing energy consumption? Or increasing the battery network? Whatever it is, do it fast!",,,,,,
The mass electrification initiative is stretching existing copper production to its limit.,,,,,,
Even with recycling there just isn't enough to meet our needs.,,,,,,
We've developed new mines and expanded existing ones wherever residents consented.,,,,,,
But that hasn't been enough. What should we do?,,,,,,
"The extinction rate is high, the world is warming...",,,,,,
"Such as the delicious matsutake mushroom, which only grows in disturbed forests.",,,,,,
We must learn to appreciate the unexpected boons...,,,,,,
"Yet, ecofeminist scholarship teaches us to reconcile ourselves to living in a world of ruins.",,,,,,
What a waste of life! What a tragedy!,,,,,,
"A tragedy, sure, but also an opportunity...",,,,,,
Your plans will benefit from having others on board.,,,,,,
...that's right...,,,,,,
"Not if we let human nature run its course! This is a time of urgency, and we have to act swiftly.",,,,,,
"Yes, exactly!",,,,,,
nothing so drastic is necessary...we finally can unleash technology from the yoke of capitalism...,,,,,,
Some projects will require a majority coalition in parliament to implement.,,,,,,
Hm.,,,,,,
"Well, whatever you do, keep in mind that these people will come to love or hate you for it.",,,,,,
Tap on a party to learn more.,,,,,,
That means taking the hard route that others might frown upon. Don't you agree?,,,,,,
We have a unique opportunity to reshape our relationship with nature and each other.,,,,,,
Hm.,,,,,,
"Well, whatever you do, keep in mind that these people will come to love or hate you for it.",,,,,,
"Well, whatever you do, keep in mind that these people will come to love or hate you for it.",,,,,,
Hello planner! What an exciting time.,,,,,,
Some parties have special abilities that can help as well.,,,,,,
"Other parties (shown here) may join your coalition as [ally] allies, depending on what you add to your plan.",,,,,,
Hm.,,,,,,
"Anyways, let's head over to the ""Stats"" tab now.",,,,,,
"Well, whatever you do, keep in mind that these people will come to love or hate you for it.",,,,,,
"Anyways, let's head over to the ""Stats"" tab now.",,,,,,
"Anyways, let's head over to the ""Stats"" tab now.",,,,,,
I'm glad we see eye-to-eye.,,,,,,
