English,Translation
I love these new perennials...saves me a lot of work.,Eu amo essas novas plantas perenes...me poupa muito trabalho.
"Don't need to worry about replanting them every year, or messing up my soil...","Não precisa se preocupar em replantá-los todos os anos, ou bagunçar meu solo..."
Any change where I have to work less is a welcome one.,Qualquer mudança que me fizer trabalhar menos é bem-vinda.
Southern Africa,Sul da África
Southern Europe,Sul da Europa
Eastern Europe,Europa Oriental
Western Asia,Ásia Ocidental
Northern Africa,África do Norte
Northern Europe,Europa Setentrional
Central Asia,Ásia Central
South-eastern Asia,Sudeste Asiático
Southern Asia,Sul da Ásia
Southern America,América do Sul
Oceania,Oceânia
Eastern Africa,África Oriental
Australasia,Australásia
Western Europe,Europa Ocidental
Central America,América Central
Central Africa,África Central
Caribbean,Caribe
Eastern Asia,Ásia Oriental
Northern America,América do Norte
Western Africa,África Ocidental
Oil Pollution Causes High Infant Mortality,Poluição por Óleo Causa Alta Mortalidade Infantil
"A Sick, Sick World",Um Mundo Muito Doente
A recent study compared siblings conceived before and after nearby oil spills and found that nearby oil spills double the neonatal mortality rate.,Um estudo recente comparou irmãos concebidos antes e depois de vazamentos de óleo descobriu que  a taxa de mortalidade neonatal dobra nas proximidades de vazamentos.
"Not only that, they also found that pollution is placing communities at heightened risk of kidney damage, as well as diseases such as cancer, diabetes, Alzheimer’s and Parkinson’s.","Não só isso, também descobriram que a poluição está colocando as comunidades em maior risco de danos nos rins, bem como doenças como câncer, diabetes, Alzheimer e Parkinson."
"If we keep up the oil production, more and more communities are going to have to face this danger.","Se mantivermos a produção de petróleo, mais comunidades terão que enfrentar esse perigo."
Eutrophication - A Problem Solved,Eutrofização - Um Problema Resolvido
Eden Earth,Terra Paradisíaca
Dissolved nutrient levels at lakes and river deltas around the world have drastically improved.,Os níveis de nutrientes dissolvidos em lagos e deltas de rios em todo o mundo melhoraram bastante.
"By designing efficient food systems and treating waste, we've brought the dead zones to life.","Ao projetar sistemas alimentares eficientes e tratar resíduos, trouxemos vida de volta às zonas mortas."
Coffee and Chocolate Shortage,Escassez de Café e Chocolate
New Tastes,Novo Gostos
We haven't had a decent chocolate harvest for some time now...,Já faz algum tempo que não temos uma colheita de chocolate decente...
"The world's gotten used to plentiful coffee and chocolate, but we may be returning to the time when they were inaccessible luxuries!","O mundo se acostumou com café e chocolate em abundância, mas podemos estar voltando ao tempo em que eram luxos inacessíveis!"
...,...
...coffee's not any better. Fewer and fewer places have the right growing conditions.,...café não é melhor. Cada vez menos lugares têm as condições de crescimento adequadas.
Ash Dieback,Freixos Morrem
A Dying Planet,Um Planeta Moribundo
"A fungus has been spreading across Europe, killing 80% of ash trees.","Um fungo está se espalhando pela Europa, matando 80% dos freixos."
The pathogen was able to spread rapidly due to the industrialization of the nursery trade in Europe.,O patógeno foi capaz de se espalhar rapidamente devido à industrialização do comércio de viveiros na Europa.
"This has had a catastrophic impact since ash trees are a keystone species—insects, lichen, mollusks, and birds all rely on them.","Isso teve um impacto catastrófico, já que os freixos são uma espécie essencial– insetos, líquens, moluscos e pássaros dependem deles."
How did this happen??,Como isso aconteceu?
Taking plants out of their native habitat and packing them in large quantities for container shipping is a recipe for the globalization of plant disease.,Tirar as plantas de seu habitat nativo e embalá-las em grandes quantidades para o transporte em contêineres é uma receita para a globalização de doenças das plantas.
Algae Farmers,Agricultores de Algas
Food Sovereignty,Soberania Alimentar
The algae farmers in Lake Chad and seaweed farmers in Jambiani have expanded their harvest and processing operation.,Os produtores de algas no Lago Chade e os produtores de algas marinhas em Jambiani expandiram suas operações de colheita e processamento.
"For many generations, Kanembu women have passed from mother to daughter the traditional methods of harvesting spirulina from Lake Boudou Andja in Chad to make dihé.","Por muitas gerações, as mulheres Kanembu passaram de mãe para filha os métodos tradicionais de colheita de espirulina do Lago Boudou Andja no Chade para fazer dihé."
What's dihé?,O que é dihé?
They are now a major exporter of food grade algae and seaweed.,Eles são agora um grande exportador de algas e algas marinhas comestíveis.
"It's a pressed cake of spirulina, sold in local markets and used as a sauce base. Kind of like a curry brick.","É um bolo prensado de espirulina, vendido em mercados locais e usado como base de molho. Tipo um tijolo de curry."
Sounds delicious!,Parece delicioso!
Pollinator - Decline,Polinizador - Declínio
Dead Bugs,Insetos Mortos
Pollinator populations are declining to dangerously low levels.,As populações de polinizadores estão caindo para níveis perigosamente baixos.
Crop yields have been a bit lower than expected...this might be why.,Os rendimentos das colheitas foram um pouco mais baixos do que o esperado... pode ser por isso.
"Bees may be small, but they are a crucial part of modern farming!","As abelhas podem ser pequenas, mas são uma parte crucial da agricultura moderna!"
Without them we wouldn't be able to produce nearly as many crops.,Sem abelhas não seríamos capazes de produzir tantas colheitas.
A collapse in pollinators will affect more than just crop yields.,Um colapso nos polinizadores afetará mais do que apenas o rendimento das colheitas.
We need to improve biodiversity and lower extinction pressures to avoid catastrophe.,Precisamos melhorar a biodiversidade e diminuir as pressões de extinção para evitar catástrofes.
"Worldwide, honeybees yield roughly $200 billion in pollination services!","Em todo o mundo, as abelhas rendem cerca de US$ 200 bilhões em serviços de polinização!"
The use of pesticides likely contributes to colony collapse disorder.,O uso de pesticidas provavelmente contribui para o distúrbio do colapso das colônias.
Migrations - Border Attack,Migrações - Ataques nas Fronteiras
Migrations,Migrações
Regional borders are under attack now from people desperate to find refuge outside of their home regions.,As fronteiras regionais estão sob ataque de pessoas desesperadas para encontrar refúgio longe de suas regiões de origem.
...but they are escalating their tactics.,...mas eles estão aumentando suas táticas.
We're doing our best to maintain the border and prevent crossings...,Estamos fazendo o nosso melhor para manter a fronteira e evitar travessias...
Popular opinion is rapidly turning against you...,A opinião popular está rapidamente se voltando contra você...
...maybe it's time to reconsider implementing hard borders?,...talvez seja hora de reconsiderar a implementação de fronteiras rígidas?
Severe Wildfires - Intro,Incêndios Florestais Graves
Natural Disasters,Desastres Naturais
Wildfires are growing in intensity and frequency.,Os incêndios florestais estão crescendo em intensidade e frequência.
"Many of the people effected are elderly and are not tech savy so they don't trust ""apps"". They think they are talking to a robot.","Muitas das pessoas afetadas são idosas e não entendem de tecnologia, então não confiam em ""aplicativos"". Eles pensam que estão falando com um robô."
"People are suffering form PTSD from losing their homes, possessions, and pets. This is a mental health crisis!","As pessoas estão sofrendo de TEPT por perderem suas casas, bens e animais de estimação."
Team up with a mental health startup to provide teletherapy.,Faça parceria com uma startup de saúde mental para oferecer teleterapia.
So many others have had similar experiences.,Muitos outros tiveram experiências semelhantes.
They've ravaged countless communities across the globe.,Eles devastaram inúmeras comunidades em todo o mundo.
A home I spent years making my own was gone in an instant...,Uma casa que passei anos construindo se foi em um instante...
How can anyone live like this?,Como alguém pode viver assim?
Last Fossil Fuel Burnt,Fim do Combustível Fóssil
A New Life,Uma Nova Vida
"Finally, we can put that terrible past behind us.","Finalmente, podemos deixar esse passado terrível para trás."
"We changed, but hopefully not too late.","Nós mudamos, mas espero que não seja tarde demais."
"What a weight lifted of our shoulders though, eh?","Mas que peso tirado de nossos ombros, hein?"
New Wines in Old Biomes,Vinhos Novos em Biomas Antigos
New Tastes,Novo Gostos
"I was helping out with a local remediation project, and we were clearing out some invasive plants that were upsetting the local ecosystem.",Eu estava ajudando com um projeto de remediação local e estávamos limpando algumas plantas invasoras que perturbavam o ecossistema local.
Turns out you can ferment them into a pretty nice refreshment!,Acontece que você pode fermentá-los em um refresco muito bom!
Now I'm seeing everyone volunteer at remediation sites to see what they can brew up!,Estou vendo todos se voluntariarem em sites de remediação para ver o que podem preparar!
New Cuisine,Nova Culinária
New Tastes,Novo Gostos
I've got a small restaurant because I love cooking for others.,Tenho um pequeno restaurante porque adoro cozinhar para os outros.
Seems like it's becoming quite the food trend!,Parece que está se tornando a tendência alimentar!
That's great!,Ótimo!
"Wait a minute, jellyfish isn't vegan...","Espere um minuto, água-viva não é vegano..."
I sent some to a few other chefs and we ended up putting together a book of jellyfish recipes.,Enviei uma amostra para alguns outros chefes de cozinha e acabamos montando um livro de receitas de água-viva.
...,...
The other day a neighbor brought in a ton of jellyfish...I guess they're everywhere now.,"Outro dia, um vizinho trouxe um monte de águas-vivas... acho que estão em todos os lugares agora."
Bye!,Até logo!
Ally - The Consumerist,Aliado - O Consumista
Making Friends,Fazendo Amizades
Hey!,Oi!
They're extremists!,Extremistas!
"Look, you look like someone who's more...reasonable than these other parties.","Olha, você parece alguém que é mais... razoável do que esses outros."
Otherwise I fear what they're going to take next.,"Caso contrário, temo o que vão tomar a seguir."
"My party is joining your coalition, so we can keep them in check together.","Meu partido está se juntando à sua coalizão, para que possamos mantê-los sob controle juntos."
The Consumerist is now an [ally] ally. The contentedness of upper-middle and upper income regions will recover more quickly.,O Consumista agora é um [ally] aliado. A aprovação das regiões de renda média e alta se recuperará mais rapidamente.
"I'm a socialist, but these people are extreme!","Sou socialista, mas essas pessoas são extremas!"
Urban Farming,Agricultura Urbana
Food Sovereignty,Soberania Alimentar
Havana in the 1990s was the first city to experiment with urban farms at a mass scale in peacetime.,"Havana, na década de 1990, foi a primeira cidade a experimentar fazendas urbanas em grande escala em tempos de paz."
This is great news! This'll take some load off of other parts of the food system.,Esta é uma grande notícia! Isso vai tirar um pouco da carga de outras partes do sistema alimentar.
"We have space to grow food, have more greenery in the city, and have a new hobby!","Temos espaço para plantar alimentos, ter mais vegetação na cidade e ter um novo hobby!"
Now it's spreading everywhere since cities starting planning to become car-free.,Está se espalhando por toda parte desde que as cidades começaram a planejar se tornarem livres de carros.
...but with all this extra space we began reclaiming plots for larger scale urban farming.,...mas com todo esse espaço extra começamos a reivindicar terrenos para agricultura urbana em maior escala.
So far things are going well--we've been able to meet quite a bit of our own food needs.,Até agora as coisas estão indo bem - conseguimos atender um pouco das nossas próprias necessidades alimentares.
"These communities will be more resilient to food supply problems, so that's one less thing to worry about.","Essas comunidades serão mais resilientes aos problemas de abastecimento de alimentos, então isso é uma coisa a menos para se preocupar."
Deadly Heat Dome,Cúpula de Calor Mortal
Crucible Earth,Planeta Caçarola
"A massive heat dome has formed, trapping scorching air across a wide area.","Uma enorme cúpula de calor se formou, prendendo o ar escaldante em uma ampla área."
"It's too early to say, but reports are estimating deaths in the tens of thousands.","É muito cedo para dizer, mas os relatórios estão estimando mortes na casa das dezenas de milhares."
Nemesis - The Consumerist,Nêmesis - O Consumista
Making Enemies,Fazendo Inimigos
You are *killing* me with these plans!,Você está me *matando* com esses planos!
The Consumerist is now a [nemesis] nemesis.,O Consumista agora é um nêmesis [nemesis].
I almost miss the days before the revolution.,Quase sinto falta da época antes da revolução.
My life has only gotten worse.,Minha vida só piorou.
I won't let you drag me down with you!,Eu não vou deixar me arrastar para baixo!
"I wanted change, but this is ridiculous.","Eu queria mudança, mas isso é ridículo."
Regions Intro,Regiões
Tutorial,Guia
All national borders were dissolved soon after the revolution.,Todas as fronteiras nacionais foram dissolvidas logo após a revolução.
"Of course, regional inequities haven't vanished overnight, so regions are still distinct from one another.","É claro que as desigualdades regionais não desapareceram da noite para o dia, de modo que as regiões ainda são distintas umas das outras."
Here you can gain some insight on those differences and learn more about each region.,Aqui você pode obter algumas informações sobre essas diferenças e aprender mais sobre cada região.
Now the world is organized into regions.,Agora o mundo está organizado em regiões.
"Feel free to browse a bit. When you're ready, head on back to the ""Plan"" tab.","Sinta-se à vontade para olhar ao redor um pouco. Quando estiver pronto, volte para a aba ""Planos""."
Extreme Flooding - Intro,Grandes Inundações
Natural Disasters,Desastres Naturais
Flooding is getting even worse than before.,As inundações estão ficando ainda piores do que antes.
"Even if people can move back into their homes, they'll suffer health consequences for it!","Mesmo que as pessoas possam voltar para suas casas, elas sofrerão consequências para a saúde por isso!"
These floods are effecting millions of people and it's becoming impossible to live in some places.,Essas inundações estão afetando milhões de pessoas e está se tornando impossível viver em alguns lugares.
Mold and mildew grow soon after flooding...,Mofo e bolor crescem logo após a inundação...
We'll have to raise taxes.,Teremos que aumentar os impostos.
Increase the disaster relief budget.,Aumentar o orçamento para ajuda em desastres.
Regulate the price on flood insurance.,Regular o preço do seguro contra inundações.
Nuclear Waste,Lixo Nuclear
"Fukushima, Mon Amour","Fukushima, Mon Amour"
We've identified several leaks at nuclear storage sites.,Identificamos vários vazamentos em depósitos nucleares.
"It should be resolved soon, but I'm sure it will shake people's confidence in our nuclear program.","Deve ser resolvido em breve, mas tenho certeza que vai abalar a confiança das pessoas em nosso programa nuclear."
"We're dealing with it now, but the leaks have contaminated the subsurface and are threatening nearby water resources.","Estamos cuidando disso, mas os vazamentos contaminaram o subsolo e estão ameaçando os recursos hídricos próximos."
Collapse of the Greenland Ice Sheet,Colapso das Geleiras da Groenlândia
A Rising Tide,Uma Maré Enchente
This is bad. A collapse this large and the displacement of that much water will surely have other effects.,Péssimo. Um colapso desse tamanho e o deslocamento de tanta água certamente terão outros efeitos.
Geoengineer Desert Commentary,Comentário do Geoengenheiro sobre o Deserto
Commentary,Comentário
"Did you know there is evidence that the Sinai once was green – as recently as 4,500 to 8,000 years ago. Cave paintings found there depict trees and plants!",Sabia que há evidências de que o Sinai já foi verde – tão recentemente quanto 4.500 a 8.000 anos atrás. As pinturas rupestres encontradas lá retratam árvores e plantas!
Cloud Brightening Reversed,Reversão do Clareamento de Nuvens
Under a White Sky,Sob um Céu Branco
We've gotten lots of opposition to our cloud brightening scheme from island nations.,Recebemos muita oposição ao clareamento de nuvens vinda das nações insulares.
The temporary cooling has reversed.,O resfriamento temporário foi revertido.
"People have their heads in the clouds... we can stop this program, but geoengineering must go on.","As pessoas estão com a cabeça nas nuvens... podemos parar este programa, mas a geoengenharia deve
continuar."
Hot Soil Emissions,Emissões de Solo Aquecido
Crucible Earth,Planeta Caçarola
"Higher temperatures have altered soil microbial ecology, causing additional carbon to be released.","Temperaturas mais altas alteraram a ecologia microbiana do solo, causando a liberação de carbono adicional."
That'll just make things hotter...you can see where this is going.,Assim só vai deixar as coisas mais quentes... pode ver onde isso vai dar.
SRM - Crop Yields,GRS - Rendimentos de colheitas
Under a White Sky,Sob um Céu Branco
Crop yields are taking a hit because of that grey shroud we have around our planet.,Os rendimentos das colheitas estão sendo reduzidos por causa da mortalha cinza que temos ao redor do nosso planeta.
"The solar radiation management initiative is upsetting my plants! They like sun, ya know.","A iniciativa de gerenciamento de radiação solar está perturbando minhas plantas! Elas gostam de sol, sabe."
Commentary - Artificial Moons,Comentário - Luas Artificiais
Commentary,Comentário
"Our inspiration for the second moon is a French artist, who imagined a necklace of mirrors circling the Earth to illuminate the nighttime streets of Paris with reflected sunshine.","Nossa inspiração para a segunda lua é um artista francês, que imaginou um colar de espelhos circulando a Terra para iluminar as ruas noturnas de Paris com o sol refletido."
Severe Flooding - Intro,Inundações Graves
Natural Disasters,Desastres Naturais
Water just isn't doing what it used to. Some places are seeing torrential rainfall become commonplace...,A água não está fazendo o que costumava fazer. Alguns lugares estão vendo chuvas torrenciais se tornarem comuns...
I'm sure you can guess what you need to do...,Tenho certeza que pode adivinhar o que precisa fazer...
...but bring down the temperature anomaly and I bet we'll see this get better.,...mas reduza a anomalia de temperatura e aposto que veremos isso melhorar.
...so flooding is becoming more frequent and more severe.,...então as inundações estão se tornando mais freqüentes e mais severas.
Ocean Acidification,Acidificação Oceânica
A Dying Planet,Um Planeta Moribundo
The aragonite saturation horizon has risen to subsume virtually the entire Southern Ocean and encroached miles toward coasts around the world.,O horizonte de saturação de aragonita subiu para abranger praticamente todo o Oceano Antártico e invadiu quilômetros em direção às costas ao redor do mundo.
Molluscs like pteropods that form the basis of marine food webs are quite literally dissolving.,Moluscos como pterópodes que formam a base das teias alimentares marinhas estão literalmente se dissolvendo.
Severe Wildfires,Grandes Incêndios Florestais
NIMBYs,Aqui não!
How's My Planning?,Como Estou Planejando?
You can't just transition to renewables and do all of your restoration projects in whatever neighborhood you want! I'm not going to endure blackouts just because of your novel ideas.,Você não pode simplesmente fazer a transição para energias renováveis e fazer todos os seus projetos de restauração em qualquer bairro que você quiser! Não vou tolerar apagões só por causa de suas novas ideias.
You're going to regret this...,Você vai se arrepender disso...
P = NP,P = NP
Miracles,Milagres
Big news--a proof for P = NP has been discovered.,Grandes notícias - uma prova para P = NP foi descoberta.
At the least we'll be able to speed up our research across the board!,No mínimo seremos capazes de acelerar nossa pesquisa em geral!
"I'll spare you the details, but suffice to say this will help greatly in all sorts of applications.","Vou poupá-lo dos detalhes, mas basta dizer que isso ajudará muito em todos os tipos de aplicações."
Are We Preserving Too Much Land?,Estamos preservando terras demais?
Commentary,Comentário
"National parks are beautiful, but are taking up land a lot of land these days.","Os parques nacionais são lindos, mas estão ocupando muita terra hoje em dia."
We'll have much less land for food—especially livestock—are you sure conservation is worth the cost?,Teremos muito menos terra para alimentação – especialmente rebanhos – você tem certeza de que a conservação vale o custo?
A Global Dustbowl,Um 'Dustbowl' Global
A Dying Planet,Um Planeta Moribundo
I heard there were storms like this is my great grandfather's time.,Ouvi dizer que havia tempestades como esta na época do meu bisavô.
"As I see it, we have two options. Either expand our agricultural lands at the expense of wilderness or try other kinds of farming.","A meu ver, temos duas opções. Ou expanda nossas terras agrícolas às custas do
deserto ou tente outros tipos de agricultura."
Yields have peaked and they'll decline.,Os rendimentos atingiram o pico e vão diminuir.
The soil just is blown away because we've ruined the land.,O solo foi levado porque nós arruinamos a terra.
"Industrial agriculture gives us high yields, but it's like mining the soil.","A agricultura industrial nos dá altos rendimentos, mas é como minerar o solo."
"Pesticides, fertilizer, and irrigation each take their toll.","Pesticidas, fertilizantes e irrigação cobram seu preço."
About nearly half of global farmland is degraded and we're still losing top soil every year.,Cerca de metade das terras agrícolas globais está degradada e ainda estamos perdendo solo superficial a cada ano.
Last Coral Reef Bleaches,Último Recife de Coral Morre
Gone Forever,Perdido
"First the Great Barrier Reef, and now the very last coral has bleached.","Primeiro a Grande Barreira de Corais, e agora o último coral branqueou."
I don't know if we can bring them back...,Não sei se podemos trazê-los de volta...
...but at the very least we can prevent something like this from happening again.,...mas pelo menos podemos evitar que algo assim aconteça novamente.
Oil Running Out,O Petróleo Está Acabando
Running Out,Esgotando
"Holy Moly, we're running out of viable petroleum reserves. It will be gone in twenty years, I reckon.","Ai, ai, estamos ficando sem reservas de petróleo viáveis. Terá desaparecido em vinte anos, eu acho."
"They're controversial, but will ensure we have plenty oil for our energy needs.","São controversos, mas garantirão que tenhamos bastante combustível para nossas necessidades energéticas."
Or...you could open up non-conventional oil sources.,Ou... você pode abrir fontes de combustíveis não convencionais.
Either cut down your energy-use or find another source of energy fast.,Reduza o uso de energia ou encontre outra fonte de energia rapidamente.
Indigenous Nations Block Oil Infrastructure,Nações Indígenas Bloqueiam Refinaria
Crucible Earth,Planeta Caçarola
"To keep up oil production firms have pushed deeper into remote regions, often in Indigenous territory.","Para manter o ritmo, as empresas de produção de petróleo avançaram para regiões remotas, muitas vezes em território indígena."
"Indigenous peoples have proven effective in blockading new pipelines and projects, lowering production.","Os povos indígenas têm se mostrado eficazes no bloqueio de novos dutos e projetos, reduzindo a produção."
Severe Flooding,Inundações Graves
New Mosquito-Borne Disease,Nova Doença Transmitida por Mosquitos
"A Sick, Sick World",Um Mundo Muito Doente
I'm getting reports of a novel mosquito-borne disease spreading quickly.,"Estou recebendo relatos de uma nova doença transmitida por mosquitos se espalhando
rapidamente."
They've always been troublesome parasites--malaria kills hundreds of thousands of people per year--but in many parts of the world they weren't considered more than a nuisance.,Eles sempre foram parasitas problemáticos – a malária mata centenas de milhares de pessoas por ano – mas em muitas partes do mundo eles não eram considerados mais do que um incômodo.
Now they're much more dangerous.,Agora são muito mais perigosos.
"Warmer temperatures have been a boon for mosquito populations, so it was only a matter of time before this happened.","Temperaturas mais quentes têm sido favoráveis às populações de mosquitos, por isso era apenas uma questão de tempo até que isso acontecesse."
UFO Visit,Visita de OVNIs
We Have Visitors,Temos Visitantes
Reports of strange lights in the skies are coming in from all over the world.,Relatos de luzes estranhas nos céus estão chegando de todo o mundo.
What could it mean?,O que isso poderia significar?
Most of World Self-Sufficient in Plant Crops,A Maior Parte do Mundo Autossuficiente em Plantações
Food Sovereignty,Soberania Alimentar
We've hit a nice milestone today!,Atingimos um bom patamar hoje!
"Of course, regions still trade food here and there for varieties that can't grow at home.",É claro que as regiões ainda trocam alimentos aqui e ali por variedades que não podem ser cultivadas em casa.
But now people have a more direct connection to the food they eat than they ever have.,Mais do que nunca as pessoas têm uma conexão mais direta com a comida que comem.
Most of the world is self-sufficient in crop production. I never thought I'd see the day.,A maior parte do mundo é auto-suficiente na produção agrícola. Nunca pensei que veria isso acontecer.
Unrest - Secession,Agitação - Secessão
How's My Planning?,Como Estou Planejando?
{region} has seceded from Gosplant.,{region} se separou de Gosplant.
This is a major blow to Gosplant...,Este é um grande golpe para Gosplant...
...but maybe we'll survive it.,... mas talvez nós sobrevivamos.
They felt neglected by your decision-making and lost all confidence in your capacity as planner.,Eles se sentiram negligenciados por sua tomada de decisão e perderam toda a confiança em sua capacidade de planejamento.
Desertification,Desertificação
A Dying Planet,Um Planeta Moribundo
"With the loss of animals that disperse seeds and rapid warming, plants have been unable to migrate at the pace necessary to adapt to climate change.","Com a perda de animais que dispersam sementes e o rápido aquecimento, as plantas não conseguiram migrar no ritmo necessário para se adaptar às mudanças climáticas."
We must reorganize our society to use less land for agriculture and emit less carbon ... we have to cut down on meat.,Devemos reorganizar nossa sociedade para usar menos terra para a agricultura e emitir menos carbono... temos que reduzir p consumo de carne.
"In addition, large areas of grass and shrub land have become inhospitable to the plants that once inhabited them.","Além disso, grandes áreas de grama e arbustos tornaram-se inóspitas para as plantas que antes as habitavam."
Day Zero - Water Restrictions in Place,Dia Zero - Restrições sobre Água
Running Out,Esgotando
Water stress has gotten totally out of hand.,O desgaste hídrico ficou totalmente fora de controle.
Extreme rations have been implemented.,Racionamento de alimentos iniciou.
Recovery of the Niger Delta,Recuperação do Delta do Níger
A New Life,Uma Nova Vida
The area around the Niger Delta was brought to the edge of total destruction from unrestrained oil production.,A área ao redor do Delta do Níger foi levada à beira da destruição total pela produção desenfreada de petróleo.
"Thankfully, shutting down the oil industry and restoring the environment have done wonders for the region.","Felizmente, o fechamento da indústria petrolífera e a restauração do meio ambiente fizeram maravilhas pela região."
Populations of red colobus and pygmy hippos have bounced back. Local inhabitants are also much healthier and happier than before.,Populações de colobus vermelho e hipopótamos pigmeus se recuperaram. Os habitantes locais também estão mais saudáveis e felizes do que antes.
Severe Heatwaves - Intro,Ondas de Calor Graves
Crucible Earth,Planeta Caçarola
Heatwaves are becoming even more frequent and intense.,As ondas de calor estão se tornando ainda mais frequentes e intensas.
It's absolutely unbearable in some regions. We really can only reasonably live within a fairly limited range of temperatures.,Está insuportável em algumas regiões. Nós só podemos viver dentro de uma faixa bastante limitada de temperaturas.
We need to get things under control...I fear what may happen if we don't.,Precisamos controlar as coisas... temo o que pode acontecer se não o fizermos.
Nuclear Meltdown,Fusão do Núcleo
"Fukushima, Mon Amour","Fukushima, Mon Amour"
A nuclear power plant had a criticality accident last night.,Uma usina nuclear sofreu um acidente grave ontem à noite.
The more reactors we have the more common these disasters will become.,"Quanto mais reatores tivermos, mais comuns esses desastres se tornarão."
"We're doing our best to contain the damage, but a lot of radiation was released in the explosion.","Estamos fazendo o nosso melhor para conter os danos, mas muita radiação foi liberada na explosão."
But we'll work quickly and do what we can.,Mas vamos trabalhar rapidamente e fazer o que pudermos.
Ally - The Accelerationist,Aliado - O Aceleracionista
Making Friends,Fazendo Amizades
...you've been doing great as planner...,...você está indo muito bem como administrador...
...I feel like we're on the same wavelength...,... sinto que estamos no mesmo comprimento de onda ...
The Accelerationist is now an [ally] ally. [research] Research points cost less [political_capital] political capital.,O Aceleracionista agora é um [ally] aliado. [research] Pontos de pesquisa custam menos [political_capital] capital político.
...together we can manifest a world of incredible material abundance and luxury for everyone...,...juntos podemos propor um mundo de incrível abundância material e luxo para todos...
..my party will join your coalition...,..meu partido se juntará à sua coalizão...
Plan Intro 2,Planejamento
Tutorial,Guia
"Normally at this point you could hit that big ""Ready"" button to start running your plan.","Normalmente, neste ponto, você pode apertar aquele grande botão ""Pronto"" para começar a executar
seu plano."
"Press the ""Govt"" tab to head on over.","Pressione a aba ""Governo"" para seguir em frente."
But first let's visit parliament and get you acquainted with the people there.,Mas primeiro vamos visitar o parlamento e conhecer as pessoas lá.
Navier-Stokes Smoothness Proven,Suavidade de Navier-Stokes Comprovada
Miracles,Milagres
"Well, this is some exciting news.","Bem, esta é uma notícia emocionante."
"(I'm sure I could have solved it, if I weren't so busy here...)","(Tenho certeza que poderia ter resolvido, se não estivesse tão ocupado aqui...)"
The long elusive proof of existence and smoothness of solutions to the infamous Navier-Stokes equation has been discovered.,A longa e indescritível prova da existência e suavidade das soluções para a infame equação de Navier- Stokes foi descoberta.
This will no doubt have a substantial impact all fields of research and engineering.,Isso sem dúvida terá um impacto substancial em todos os campos de pesquisa e engenharia.
The Wretched - Formation,Os Miseráveis
The Wretched,Os Miseráveis
Umm... planner?,Umm... administrador?
People are furious that our plans have privileged the wealthy countries.,As pessoas estão furiosas porque nossos planos privilegiaram os países ricos.
Harassment of Gosplant planners and vandalism of infrastructure is becoming commonplace.,O assédio aos administradores da Gosplant e o vandalismo da infraestrutura estão se tornando comuns.
Our offices in the Global South have all started to notice the same thing:,Nossos escritórios no Sul Global começaram a notar a mesma coisa:
It might get worse unless we assuage some of their concerns!,Pode piorar a menos que aplaquemos algumas de suas preocupações!
Amazon Becomes a Savannah,Amazônia se torna uma Savana
A Dying Planet,Um Planeta Moribundo
Deforestation of the Amazon has caused a gradual collapse of its self-feeding precipitation cycles. The rainforest is slowly turning to savanna.,O desmatamento da Amazônia causou um colapso gradual de seus ciclos de precipitação auto- alimentados. A floresta tropical está lentamente se transformando em savana.
Brownouts,Quedas de Voltagem
Unrest - Revolts,Agitação - Revoltas
How's My Planning?,Como Estou Planejando?
Riots have escalated into full-blown revolt in some regions.,Os tumultos se transformaram em revolta total em algumas regiões.
You need to take action to assuage their concerns and recover support for your plans.,Você precisa tomar medidas para amenizar suas preocupações e recuperar o apoio para seus planos.
The people are upset with how things have gone the last several years.,As pessoas estão chateadas com a forma como as coisas aconteceram nos últimos anos.
Otherwise this will end badly.,"Caso contrário, isso vai acabar mal."
Interplanetary Ark or Space Yachts?,Arca interplanetária ou iates espaciais?
Escape Velocity,Velocidade de Fuga
We have all the technologies in place to send out ships to settle new planets.,Temos todas as tecnologias para enviar naves para colonizar novos planetas.
"We can't save Earth, at least not for everyone.","Não podemos salvar a Terra, pelo menos não para todos."
I urge you to focus establishing extraterrestrial human colonies...,Eu insisto em nos concentrarmos no estabelecimento de colônias humanas extraterrestres...
...so that at least some of our species will survive.,...para que pelo menos algumas de nossas espécies sobrevivam.
Flooding,Inundação
Border Attacks,Ataques nas Fronteiras
Extreme Wildfires,Incêndios Florestais Graves
Passed On,Passou
The End,O Fim
Your death was celebrated by people around the world.,Sua morte foi comemorada por pessoas ao redor do mundo.
If only you could have done more...,Se você pudesse ter feito mais...
...and people suffered for it.,...e as pessoas sofreram por isso.
Your administration had failed to achieve its goals in time...,Seu governo não conseguiu atingir seus objetivos a tempo...
"""Finally, an end to more than half a century of incompetence and disaster,"" they cheered.","""Finalmente, o fim de mais de meio século de incompetência e desastre"", eles aplaudiram."
The Leather Underground - Formation,The Leather Underground - Formação
The Leather Underground,The Leather Underground
Planner! How can you force these kinds of dietary restrictions on us?,Administrador! Como você pode nos forçar a esse tipo de restrição alimentar?
You must reconsider this oppressive mandate!,Você deve reconsiderar este atitude opressiva!
Humans are *omnivores*--we need to eat meat!,Os humanos são *onívoros* - precisamos comer carne!
And none of those silly substitutes can ever replicate the real thing.,E nenhum desses substitutos bobos pode substituir a coisa real.
Ally - The Posadist,Aliado - O Posadista
Making Friends,Fazendo Amizades
Our dolphin friends have so much to teach us.,Nossos amigos golfinhos têm muito a nos ensinar.
