English,Translation
I think we've worked out the last kinks that prevented us from scaling up BECCS.,Sanırım KYAB'ı büyütmemizi engelleyen son karışıklıkları çözdük.
"Looks like I should start clearing some land, we're gonna need it for all those new tree plantations.","Görünüşe göre biraz araziyi temizlemeye başlamalıyım, tüm bu yeni ağaç tarlaları için buna ihtiyacımız olacak."
Perennial Cereals,Çok Yıllık Tahıllar
"Perennial versions of the major cereal crops mean they don't need to be replanted each year, disturbing the soil less and sequestering more in deep roots.","Başlıca tahılların çok yıllık versiyonları her yıl ekilme gereği duymuyor, toprağı daha az rahatsız ediyor ve derin kökleri ayrıştırmayı artırıyor."
I love these new perennials...saves me a lot of work.,Bu yeni uzun ömürlü bitkileri seviyorum... beni çok işten kurtarıyor.
"Don't need to worry about replanting them every year, or messing up my soil...",Onları her yıl yeniden dikmek ya da toprağımı mahvetmek konusunda endişelenmeme gerek yok...
Any change where I have to work less is a welcome one.,Daha az çalışmam gereken herhangi bir değişikliği memnuniyetle karşılarım.
Southern Africa,Güney Afrika
Southern Europe,Güney Avrupa
Eastern Europe,Doğu Avrupa
Western Asia,Batı Asya
Northern Africa,Kuzey Afrika
Northern Europe,Kuzey Avrupa
Central Asia,Merkez Asya
South-eastern Asia,Güneydoğu Asya
Southern Asia,Güney Asya
Southern America,Güney Amerika
Oceania,Okyanusya
Eastern Africa,Doğu Afrika
Australasia,Avustralasya
Western Europe,Batı Avrupa
Central America,Merkez Amerika
Central Africa,Merkez Afrika
Caribbean,Karayipler
Eastern Asia,Doğu Asya
Northern America,Kuzey Amerika
Western Africa,Batı Afrika
Oil Pollution Causes High Infant Mortality,Petrol Kirliliği Çocuk Ölüm Oranlarında Artışa Sebep Oluyor
"A Sick, Sick World","Hasta, Çok Hasta Dünya"
A recent study compared siblings conceived before and after nearby oil spills and found that nearby oil spills double the neonatal mortality rate.,"Yakın zamanda yapılan bir araştırma, yakındaki petrol sızıntılarından önce ve sonra gebe kalan kardeşleri karşılaştırdı ve yakındaki petrol sızıntılarının yenidoğan ölüm oranını iki katına çıkardığını buldu."
"Not only that, they also found that pollution is placing communities at heightened risk of kidney damage, as well as diseases such as cancer, diabetes, Alzheimer’s and Parkinson’s.","Sadece bu değil, aynı zamanda kirliliğin toplulukları böbrek hasarı riskinin yanı sıra kanser, diyabet, Alzheimer ve Parkinson gibi hastalıklara da maruz bıraktığını buldular."
"If we keep up the oil production, more and more communities are going to have to face this danger.","Petrol üretimini sürdürürsek, giderek daha fazla topluluk bu tehlikeyle yüzleşmek zorunda kalacak."
Eutrophication - A Problem Solved,Ötrofikasyon - Bir Problem Çözüldü
Eden Earth,Cennet Dünya
Dissolved nutrient levels at lakes and river deltas around the world have drastically improved.,Dünyanın dört bir yanındaki göllerde ve nehir deltalarında çözünmüş besin seviyeleri büyük ölçüde iyileşti.
"By designing efficient food systems and treating waste, we've brought the dead zones to life.",Verimli gıda sistemleri tasarlayarak ve atıkları arıtarak ölü bölgelere hayat verdik.
Coffee and Chocolate Shortage,Kahve ve Çikolata Kıtlığı
New Tastes,Yeni Tatlar
We haven't had a decent chocolate harvest for some time now...,Bir süredir doğru dürüst bir çikolata hasadı yapamıyoruz...
"The world's gotten used to plentiful coffee and chocolate, but we may be returning to the time when they were inaccessible luxuries!","Dünya bol miktarda kahve ve çikolataya alıştı, ancak erişilemez lüksler oldukları zamanlara geri dönüyor olabiliriz!"
...,…
...coffee's not any better. Fewer and fewer places have the right growing conditions.,Kahvedeki durum da daha iyi değil. Git gide daha az alan doğru yetiştirme koşullarına sahip oluyor.
Ash Dieback,Dişbudak ağaçları ölüyor
A Dying Planet,Ölmekte Olan Gezegen
"A fungus has been spreading across Europe, killing 80% of ash trees.","Avrupa'ya yayılan bir mantar, dişbudak ağaçlarının %80'ini öldürüyor."
The pathogen was able to spread rapidly due to the industrialization of the nursery trade in Europe.,"Patojen, Avrupa'da fidanlık ticaretinin sanayileşmesi nedeniyle hızla yayılabildi."
"This has had a catastrophic impact since ash trees are a keystone species—insects, lichen, mollusks, and birds all rely on them.","Dişbudak ağaçları kilit taşı bir tür olduğu için bunun feci bir etkisi oldu - böcekler, likenler, yumuşakçalar ve kuşların hepsi onlara güveniyordu."
How did this happen??,Bu nasıl oldu??
Taking plants out of their native habitat and packing them in large quantities for container shipping is a recipe for the globalization of plant disease.,"Bitkileri doğal ortamlarından çıkarmak ve konteyner taşımacılığı için büyük miktarlarda paketlemek, bitki hastalıklarının küreselleşmesi için bir reçetedir."
Algae Farmers,Alg Çiftçileri
Food Sovereignty,Gıda Egemenliği
The algae farmers in Lake Chad and seaweed farmers in Jambiani have expanded their harvest and processing operation.,Çad Gölü'ndeki yosun çiftçileri ve Jambiani'deki deniz yosunu çiftçileri hasat ve işleme operasyonlarını genişletti.
"For many generations, Kanembu women have passed from mother to daughter the traditional methods of harvesting spirulina from Lake Boudou Andja in Chad to make dihé.","Nesiller boyunca, Kanembu kadınları dihé yapmak için Çad'daki Boudou Andja Gölü'nden spirulina toplamanın geleneksel yöntemlerini anneden kıza aktardı."
What's dihé?,Dihé nedir?
They are now a major exporter of food grade algae and seaweed.,Artık gıda sınıfı yosun ve deniz yosununun önemli bir ihracatçısılar.
"It's a pressed cake of spirulina, sold in local markets and used as a sauce base. Kind of like a curry brick.",Yerel pazarlarda satılan ve sos tabanı olarak kullanılan preslenmiş bir spirulina kekidir. Köri tuğlası gibi.
Sounds delicious!,Kulağa lezzetli geliyor!
Pollinator - Decline,Polen Taşıyıcı - Çöküş
Dead Bugs,Ölü Böcekler
Pollinator populations are declining to dangerously low levels.,Tozlayıcı popülasyonları tehlikeli derecede düşük seviyelere düşüyor.
Crop yields have been a bit lower than expected...this might be why.,Mahsul verimi beklenenden biraz daha düşük oldu... Nedeni bu olabilir.
"Bees may be small, but they are a crucial part of modern farming!","Arılar küçük olabilir, ancak modern çiftçiliğin çok önemli bir parçasılar!"
Without them we wouldn't be able to produce nearly as many crops.,"Onlar olmasaydı, bu kadar çok ürün üretemezdik."
A collapse in pollinators will affect more than just crop yields.,"Tozlayıcılardaki bir çöküş, mahsul veriminden daha fazlasını etkileyecektir."
We need to improve biodiversity and lower extinction pressures to avoid catastrophe.,Felaketi önlemek için biyolojik çeşitliliği iyileştirmemiz ve soyu tükenme baskılarını azaltmamız gerekiyor.
"Worldwide, honeybees yield roughly $200 billion in pollination services!","Dünya çapında, bal arıları tozlaşma hizmetlerinde yaklaşık 200 milyar dolar veriyor!"
The use of pesticides likely contributes to colony collapse disorder.,Pestisitlerin kullanımı koloni çöküş bozukluğuna muhtemelen katkıda bulundu.
Migrations - Border Attack,Göçler - Sınır Saldırısı
Migrations,Göçler
Regional borders are under attack now from people desperate to find refuge outside of their home regions.,Bölgesel sınırlar şu anda kendi bölgelerinin dışına sığınmak için çaresiz kalan insanlar tarafından saldırı altında.
...but they are escalating their tactics.,... Ama taktiklerini kızıştırıyorlar.
We're doing our best to maintain the border and prevent crossings...,Sınırı korumak ve geçişleri önlemek için elimizden geleni yapıyoruz...
Popular opinion is rapidly turning against you...,Popüler görüş hızla aleyhinize dönüyor...
...maybe it's time to reconsider implementing hard borders?,... Belki de katı sınırları uygulamayı yeniden düşünmenin zamanı gelmiştir?
Severe Wildfires - Intro,Şiddetli Orman Yangınları - Giriş
Natural Disasters,Doğal Afetler
Wildfires are growing in intensity and frequency.,Orman yangınlarının yoğunluğu ve sıklığı artıyor.
"Many of the people effected are elderly and are not tech savy so they don't trust ""apps"". They think they are talking to a robot.","Etkilenen insanların çoğu yaşlı ve teknoloji konusunda bilgili değiller, bu yüzden ""uygulamalara"" güvenmiyorlar. Bir robotla konuştuklarını düşünüyorlar."
"People are suffering form PTSD from losing their homes, possessions, and pets. This is a mental health crisis!","İnsanlar evlerini, eşyalarını ve evcil hayvanlarını kaybetmekten TSSB'den muzdarip. Bu bir akıl sağlığı krizi!"
Team up with a mental health startup to provide teletherapy.,Teleterapi sağlamak için bir ruh sağlığı girişimiyle iş birliği yap.
So many others have had similar experiences.,Pek çok kişi benzer deneyimler yaşadı.
They've ravaged countless communities across the globe.,Dünya çapında sayısız topluluğu perişan ettiler.
A home I spent years making my own was gone in an instant...,Yıllardır kendime ait hale çevirdiğim evim bir anda yok oldu...
How can anyone live like this?,Bir insan nasıl böyle yaşayabilir?
Last Fossil Fuel Burnt,Son Fosil Yakıt Yakıldı
A New Life,Yeni Bir Hayat
"Finally, we can put that terrible past behind us.","Sonunda, o korkunç geçmişi arkamızda bırakabiliriz."
"We changed, but hopefully not too late.","Değiştik, ama umarım çok geç değildir."
"What a weight lifted of our shoulders though, eh?","Yine de omuzlarımızdan ne kadar ağır bir yük kalktı, ha?"
New Wines in Old Biomes,Eski Biyomlarda Yeni Bağlar
New Tastes,Yeni Tatlar
"I was helping out with a local remediation project, and we were clearing out some invasive plants that were upsetting the local ecosystem.",Yerel bir iyileştirme projesine yardım ediyordum ve yerel ekosistemi altüst eden bazı istilacı bitkileri temizliyorduk.
Turns out you can ferment them into a pretty nice refreshment!,Görünüşe göre onları oldukça güzel bir içecek haline fermente edebiliyoruz.
Now I'm seeing everyone volunteer at remediation sites to see what they can brew up!,Herkesin ne mayalayabileceklerini görmek için iyileştirme alanlarında gönüllü olduğunu görüyorum!
New Cuisine,Yeni Mutfak
New Tastes,Yeni Tatlar
I've got a small restaurant because I love cooking for others.,Küçük bir restoranım var çünkü başkaları için yemek yapmayı seviyorum.
Seems like it's becoming quite the food trend!,Görünüşe göre oldukça büyük bir yemek trendi haline geliyor!
That's great!,Bu harika!
"Wait a minute, jellyfish isn't vegan...","Bir dakika, denizanası vegan değil…"
I sent some to a few other chefs and we ended up putting together a book of jellyfish recipes.,Bazılarını birkaç şefe daha gönderdim ve sonunda denizanası tariflerinden oluşan bir kitap hazırladık.
...,…
The other day a neighbor brought in a ton of jellyfish...I guess they're everywhere now.,Geçen gün komşum bir dünya denizanası getirdi... Sanırım artık her yerdeler.
Bye!,Bye!
Ally - The Consumerist,Müttefik - Tüketimcilik
Making Friends,Arkadaşlar edinme
Hey!,Hey!
They're extremists!,Onlar radikaller!
"Look, you look like someone who's more...reasonable than these other parties.","Bak, sen diğerlerine göre… daha uzlaşılabilir birine benziyorsun."
Otherwise I fear what they're going to take next.,Aksi taktirde neyi alabileceklerinden korkuyorum.
"My party is joining your coalition, so we can keep them in check together.","Partim koalisyonunuza katılıyor, böylece onları birlikte kontrol altında tutabiliriz."
The Consumerist is now an [ally] ally. The contentedness of upper-middle and upper income regions will recover more quickly.,"Tüketici, artık bir [ally] müttefik. Üst-orta ve üst gelirli bölgelerin memnuniyetsizliği daha çabuk toparlanacak."
"I'm a socialist, but these people are extreme!",Ben bir sosyalistim ama bu insanlar aşırı!
Urban Farming,Kentesel Tarım
Food Sovereignty,Gıda Egemenliği
Havana in the 1990s was the first city to experiment with urban farms at a mass scale in peacetime.,"1990'larda Havana, barış zamanında kentsel çiftlikleri kitlesel ölçekte deneyen ilk şehirdi."
This is great news! This'll take some load off of other parts of the food system.,Bu harika bir haber! Gıda sisteminin diğer bölümlerinden bir miktar yük kalkacaktır.
"We have space to grow food, have more greenery in the city, and have a new hobby!","Yiyecek yetiştirmek, şehirde daha fazla yeşilliğe sahip olmak ve yeni bir hobi edinmek için yerimiz var!"
Now it's spreading everywhere since cities starting planning to become car-free.,Şehirler arabasız şekilde planlanmaya başladığından beri bu durum artık her yere yayılıyor.
...but with all this extra space we began reclaiming plots for larger scale urban farming.,"... Ancak tüm bu ekstra alanla, daha büyük ölçekli kentsel tarım için arazileri geri kazanmaya başladık."
So far things are going well--we've been able to meet quite a bit of our own food needs.,"Şimdiye kadar işler iyi gidiyor, kendi yiyecek ihtiyaçlarımızın bir kısmını karşılayabildik."
"These communities will be more resilient to food supply problems, so that's one less thing to worry about.","Bu topluluklar gıda arzı sorunlarına karşı daha dirençli olacaklar, bu yüzden endişelenecek daha az şeyimiz var."
Deadly Heat Dome,Ölümcül Isı Kubbesi
Crucible Earth,Kaynayan Dünya
"A massive heat dome has formed, trapping scorching air across a wide area.",Kavurucu havayı geniş bir alana hapseden devasa bir ısı kubbesi oluştu.
"It's too early to say, but reports are estimating deaths in the tens of thousands.",Söylemek için çok erken ama raporlar ölüm sayısı tahminlerini onbinlerde tutuyorlar.
Nemesis - The Consumerist,Düşman - Tüketimci
Making Enemies,Düşmanlar Edinmek
You are *killing* me with these plans!,Bu planlarla beni *öldürüyorsun*!
The Consumerist is now a [nemesis] nemesis.,Tüketimci artık bir [nemesis] düşman.
I almost miss the days before the revolution.,Nerdeyse devrimden önceki günleri özlüyorum.
My life has only gotten worse.,Hayatım daha da kötüleşti.
I won't let you drag me down with you!,Beni seninle birlikte aşağı çekmene izin vermeyeceğim!
"I wanted change, but this is ridiculous.",Değişim istedim ama bu saçmalık.
Regions Intro,Bölgeler Giriş
Tutorial,Rehber
All national borders were dissolved soon after the revolution.,Tüm milli sınırlar devrimden kısa bir süre sonra kaldırıldı.
"Of course, regional inequities haven't vanished overnight, so regions are still distinct from one another.","Tabii ki, bölgesel eşitsizlikler bir gecede ortadan kalkmadı, bu nedenle bölgeler hala birbirinden farklı."
Here you can gain some insight on those differences and learn more about each region.,Burada bu farklılıklar hakkında biraz fikir edinebilir ve her bölge hakkında daha fazla şey öğrenebilirsiniz.
Now the world is organized into regions.,Artık dünya bölgelere ayrılmış durumda.
"Feel free to browse a bit. When you're ready, head on back to the ""Plan"" tab.","Biraz göz atmaktan çekinmeyin. Hazır olduğunuzda, ""Plan"" sekmesine geri dönün."
Extreme Flooding - Intro,Olağanüstü Sel - Giriş
Natural Disasters,Doğal Afetler
Flooding is getting even worse than before.,Seller öncekinden beter hale geliyor.
"Even if people can move back into their homes, they'll suffer health consequences for it!",İnsanlar evlerine geri taşınsalar bile bu onlar için sağlık problemleri oluşturacak.
These floods are effecting millions of people and it's becoming impossible to live in some places.,Bu seller milyonlarca insanı etkiliyor ve bazı bölgeleri yaşanması imkansız hale getiriyor.
Mold and mildew grow soon after flooding...,Selden yakın zaman sonra küfler büyümeye başlıyor.
We'll have to raise taxes.,Vergileri artırmak zorunda kalacağız.
Increase the disaster relief budget.,Afet yardımı bütçesini artır.
Regulate the price on flood insurance.,Sel sigortasının fiyatını düzenle.
Nuclear Waste,Nükleer Atık
"Fukushima, Mon Amour","Fukushima, Mon Amour"
We've identified several leaks at nuclear storage sites.,Nükleer depolama sahalarında birkaç sızıntı tespit ettik.
"It should be resolved soon, but I'm sure it will shake people's confidence in our nuclear program.",Sızıntılar kısa sürede çözülecek ancak eminim ki insanların nükleer programımıza olan güvenini sarsacak.
"We're dealing with it now, but the leaks have contaminated the subsurface and are threatening nearby water resources.","Şu anda bununla uğraşıyoruz, ancak sızıntılar yeraltını kirletti ve yakındaki su kaynaklarını tehdit ediyor."
Collapse of the Greenland Ice Sheet,Grönland Buz Tabakasının Çöküşü
A Rising Tide,Yükselen Dalga
This is bad. A collapse this large and the displacement of that much water will surely have other effects.,Bu kötü. Bu kadar büyük bir çöküşün ve bu kadar suyun yer değiştirmesinin kesinlikle başka etkileri olacaktır.
Geoengineer Desert Commentary,Jeomühendis Çöl Anlatısı
Commentary,Yorum
"Did you know there is evidence that the Sinai once was green – as recently as 4,500 to 8,000 years ago. Cave paintings found there depict trees and plants!","Sina'nın bir zamanlar yeşil olduğuna dair kanıtlar olduğunu biliyor muydun? 4,500 ila 8,000 yıl önce. Orada bulunan mağara resimleri ağaçları ve bitkileri tasvir ediyor!"
Cloud Brightening Reversed,Bulut Parlaklaştırmanın Etkisi Geçti
Under a White Sky,Beyaz Bir Göğün Altında
We've gotten lots of opposition to our cloud brightening scheme from island nations.,Ada ülkelerinden bulut parlatma planımıza dair çok fazla tepki aldık.
The temporary cooling has reversed.,Geçici soğumanın etkisi geçti.
"People have their heads in the clouds... we can stop this program, but geoengineering must go on.","İnsanların kafaları bulutlarda... Bu programı durdurabiliriz, ancak jeomühendislik devam etmeli."
Hot Soil Emissions,Sıcak Toprak Salınımları
Crucible Earth,Kaynayan Dünya
"Higher temperatures have altered soil microbial ecology, causing additional carbon to be released.",Daha yüksek sıcaklıklar toprak mikrobiyal ekolojisini değiştirerek ek karbonun salınmasına neden oldu.
That'll just make things hotter...you can see where this is going.,Bu sadece işleri daha sıcak hale getirecek... Bunun nereye gittiğini görebilirsin.
SRM - Crop Yields,GRİ - Hasat Miktarları
Under a White Sky,Beyaz Bir Göğün Altında
Crop yields are taking a hit because of that grey shroud we have around our planet.,Gezegenimizin etrafında sahip olduğumuz gri örtü nedeniyle mahsul verimi darbe alıyor.
"The solar radiation management initiative is upsetting my plants! They like sun, ya know.","Güneş Radyasyonu İdaresi atılımı bitkilerimi üzüyor! Onlar güneşi sesviyor, anlarsın ya."
Commentary - Artificial Moons,Anlatı - Yapay Aylar
Commentary,Yorum
"Our inspiration for the second moon is a French artist, who imagined a necklace of mirrors circling the Earth to illuminate the nighttime streets of Paris with reflected sunshine.","İkinci ay için ilham kaynağımız, Paris'in sokaklarını yansıyan güneş ışığıyla aydınlatmak için Dünya'yı çevreleyen bir ayna kolyesi hayal eden bir Fransız sanatçı"
Severe Flooding - Intro,Şiddetli Sel - Giriş
Natural Disasters,Doğal Afetler
Water just isn't doing what it used to. Some places are seeing torrential rainfall become commonplace...,Su eskisi gibi davranmıyor. Bazı yerlerde sağanak yağışların olağan hale geldiğini görüyoruz...
I'm sure you can guess what you need to do...,Ne yapman gerektiğini tahmin edebileceğinden eminim.
...but bring down the temperature anomaly and I bet we'll see this get better.,... ama sıcaklık anomalisini azaltırsak bunun daha iyiye gideceğine eminim.
...so flooding is becoming more frequent and more severe.,…Seller daha sık ve şiddetli hale geliyor.
Ocean Acidification,Okyanus Asidifikasyonu
A Dying Planet,Ölmekte Olan Gezegen
The aragonite saturation horizon has risen to subsume virtually the entire Southern Ocean and encroached miles toward coasts around the world.,"Aragonit doygunluk ufku, neredeyse tüm Güney Okyanusu'nu kapsayacak şekilde yükseldi ve dünyanın dört bir yanındaki kıyılara doğru kilometrelerce ilerledi."
Molluscs like pteropods that form the basis of marine food webs are quite literally dissolving.,Deniz besin ağlarının temelini oluşturan pteropodlar gibi yumuşakçalar kelimenin tam anlamıyla çözülüyor.
Severe Wildfires,Şiddetli Orman Yangınları
NIMBYs,NIMBY'ler
How's My Planning?,Planlamam Nasıl?
You can't just transition to renewables and do all of your restoration projects in whatever neighborhood you want! I'm not going to endure blackouts just because of your novel ideas.,İstediğin her mahallede restorasyon projelerini gerçekleştiremez ve öylece yenilenebilir enerjiye geçemezsin! Senin yeni fikirlerin yüzünden elektrik kesintilerine katlanmayacağım.
You're going to regret this...,Buna pişman olacaksın...
P = NP,P = NP
Miracles,Mucizeler
Big news--a proof for P = NP has been discovered.,Büyük haber P=NP için bir kanıt keşfedildi.
At the least we'll be able to speed up our research across the board!,En azından araştırmamızı genel olarak hızlandırabileceğiz!
"I'll spare you the details, but suffice to say this will help greatly in all sorts of applications.",Detayları es geçeceğim ama bunun her türlü uygulamalara büyük miktarda katkı sunacağını söylemek yeterli olacaktır.
Are We Preserving Too Much Land?,Çok Fazla Toprağı Mı Koruyoruz?
Commentary,Yorum
"National parks are beautiful, but are taking up land a lot of land these days.",Milli parklar güzeldir ancak çok fazla arazi kaplıyorlar.
We'll have much less land for food—especially livestock—are you sure conservation is worth the cost?,Yiyecek için çok daha az toprağımız olacak - özellikle hayvancılık - doğayı korumanın bu maliyete değeceğinden emin misiniz?
A Global Dustbowl,Küresel Bir Toz Kasesi
A Dying Planet,Ölmekte Olan Gezegen
I heard there were storms like this is my great grandfather's time.,Büyük dedemin zamanı gibi fırtınalar olduğunu duydum.
"As I see it, we have two options. Either expand our agricultural lands at the expense of wilderness or try other kinds of farming.",Gördüğüm kadarıyla iki seçeneğimiz var. Ya doğa pahasına tarım arazilerimizi genişletmek ya da diğer tarım türlerini denemek.
Yields have peaked and they'll decline.,Hasat verimleri tepe gördü ve azalacak.
The soil just is blown away because we've ruined the land.,Toprak öylece uçtu gitti çünkü araziyi mahvettik.
"Industrial agriculture gives us high yields, but it's like mining the soil.",Endüstriyel tarım bize yüksek verim veriyor ama bu toprağı kazmaya benziyor.
"Pesticides, fertilizer, and irrigation each take their toll.","Pestisitler, gübreler ve sulamanın her biri toprağı yoruyor."
About nearly half of global farmland is degraded and we're still losing top soil every year.,Küresel tarım arazilerinin neredeyse yarısı bozuk ve her yıl üst toprağı kaybetmeye devam ediyoruz.
Last Coral Reef Bleaches,Son Mercan Resifi Ağardı
Gone Forever,Sonsuza dek gitti
"First the Great Barrier Reef, and now the very last coral has bleached.","Önce Büyük Set Resifi, şimdi de dünyadaki  son mercan ağardı."
I don't know if we can bring them back...,Onları geri getirip getiremeyeceğimizi bilmiyorum.
...but at the very least we can prevent something like this from happening again.,En azından bir daha bunun gibi bir şeyin yaşanmasını engelleyebiliriz.
Oil Running Out,Petrol Tükeniyor
Running Out,Bitiyor
"Holy Moly, we're running out of viable petroleum reserves. It will be gone in twenty years, I reckon.",Petrol rezervlerimiz tükeniyor. Sanırım 20 yıl içerisinde tamamen tükenecek.
"They're controversial, but will ensure we have plenty oil for our energy needs.",Tartışmalılar ancak enerji ihtiyaçlarımız için bol miktarda petrole sahip olmamızı sağlarlar.
Or...you could open up non-conventional oil sources.,Veya... Konvansiyonel olmayan petrol kaynaklarını açabilirsiniz.
Either cut down your energy-use or find another source of energy fast.,Ya enerji kullanımımızı azaltın ya da hızlı bir şekilde başka bir enerji kaynağı bulun.
Indigenous Nations Block Oil Infrastructure,Yerli Uluslar Petrol Altyapısını Engelledi
Crucible Earth,Kaynayan Dünya
"To keep up oil production firms have pushed deeper into remote regions, often in Indigenous territory.","Büyük firmalar, petrol üretimini sürdürmek için  genellikle yerlilerin yaşadığı topraklarda, uzak bölgelerin derinliklerine doğru ilerlediler."
"Indigenous peoples have proven effective in blockading new pipelines and projects, lowering production.","Yerli halklar, yeni boru hatlarını ve projeleri engellemede ve üretimi düşürmede oldukça etkili olabilir."
Severe Flooding,Şiddetli Sel
New Mosquito-Borne Disease,Yeni Sivrisinek Temelli Hastalık
"A Sick, Sick World","Hasta, Çok Hasta Dünya"
I'm getting reports of a novel mosquito-borne disease spreading quickly.,Yeni bir sivrisinek kaynaklı hastalığın yayıldığına dair raporlar alıyorum.
They've always been troublesome parasites--malaria kills hundreds of thousands of people per year--but in many parts of the world they weren't considered more than a nuisance.,Baş belası parazitler her zaman var olmuşlardır - sıtma her yıl yüz binlerce insanı öldürür - ancak dünyanın birçok yerinde bir baş belasından daha fazlası olarak görülmediler.
Now they're much more dangerous.,Şimdi çok daha tehlikeliler.
"Warmer temperatures have been a boon for mosquito populations, so it was only a matter of time before this happened.","Daha yüksek sıcaklıklar sivrisinek popülasyonları için her zaman bir nimet olmuştur, bu yüzden bunun gerçekleşmesi sadece bir zaman meselesiydi."
UFO Visit,UFO Ziyareti
We Have Visitors,Ziyaretçilerimiz var
Reports of strange lights in the skies are coming in from all over the world.,Dünyanın her yerinden gökyüzünde garip ışıklar olduğuna dair haberler geliyor.
What could it mean?,Bu ne anlama geliyor?
Most of World Self-Sufficient in Plant Crops,Dünya'nın Çoğu Bitki Mahsüllerinde Kendine Yeterli
Food Sovereignty,Gıda Egemenliği
We've hit a nice milestone today!,Bugün güzel bir dönüm noktasına ulaştık!
"Of course, regions still trade food here and there for varieties that can't grow at home.","Tabii ki, bölgeler hala yerelde yetişemeyen çeşitler için yiyecek ticareti yapıyor."
But now people have a more direct connection to the food they eat than they ever have.,Ama şimdi insanlar yedikleri yiyeceklerle her zamankinden daha doğrudan bir bağlantıya sahipler.
Most of the world is self-sufficient in crop production. I never thought I'd see the day.,Dünyanın büyük bir kısmı bitkisel üretimde kendi kendine yeterli hale geldi. Bu günü göreceğimi hiç düşünmemiştim.
Unrest - Secession,Karışıklık - Ayrılma
How's My Planning?,Planlamam Nasıl?
{region} has seceded from Gosplant.,{region} Gosplant'tan ayrıldı.
This is a major blow to Gosplant...,"Bu, Gosplant'a büyük bir darbe..."
...but maybe we'll survive it.,…Ama belki bunu atlatabiliriz
They felt neglected by your decision-making and lost all confidence in your capacity as planner.,Karar verme sürecin tarafından ihmal edildiklerini hissettiler ve planlamacı olarak kapasitene olan tüm güvenlerini yitirdiler
Desertification,Çölleşme
A Dying Planet,Ölmekte Olan Gezegen
"With the loss of animals that disperse seeds and rapid warming, plants have been unable to migrate at the pace necessary to adapt to climate change.",Tohumları dağıtan hayvanların kaybı ve hızlı ısınma ile bitkiler iklim değişikliğine uyum sağlamak için gereken hızda göç edemediler.
We must reorganize our society to use less land for agriculture and emit less carbon ... we have to cut down on meat.,Toplumumuzu tarım için daha az toprak kullanacak ve daha az karbon yayacak şekilde yeniden düzenlemeliyiz ... Eti azaltmalıyız.
"In addition, large areas of grass and shrub land have become inhospitable to the plants that once inhabited them.","Ek olarak, geniş çim ve çalılık alanlar, bir zamanlar içinde yaşayan bitkiler için elverişsiz hale geldi."
Day Zero - Water Restrictions in Place,Gün Sıfır - Su Kısıtlamaları devrede
Running Out,Bitiyor
Water stress has gotten totally out of hand.,Su stresi tamamen kontrolden çıktı.
Extreme rations have been implemented.,Aşırı karne uygulamalarına başlandı.
Recovery of the Niger Delta,Nijer Deltası Kurtarıldı
A New Life,Yeni Bir Hayat
The area around the Niger Delta was brought to the edge of total destruction from unrestrained oil production.,"Nijer Deltası çevresindeki alan, sınırsız petrol üretiminden tamamen yıkımın eşiğine getirilmişti."
"Thankfully, shutting down the oil industry and restoring the environment have done wonders for the region.","Neyse ki, petrol endüstrisini kapatmak ve çevreyi eski haline getirmek bölge için harikalar yarattı."
Populations of red colobus and pygmy hippos have bounced back. Local inhabitants are also much healthier and happier than before.,Kırmızı kolobus ve cüce suaygırlarının popülasyonları geri döndü. Yerel halk da eskisinden çok daha sağlıklı ve mutlu.
Severe Heatwaves - Intro,Şiddetli Sıcak Hava Dalgaları - Giriş
Crucible Earth,Kaynayan Dünya
Heatwaves are becoming even more frequent and intense.,Sıcak hava dalgaları daha da sık ve şiddetli hale geliyor
It's absolutely unbearable in some regions. We really can only reasonably live within a fairly limited range of temperatures.,Bazı bölgelerde kesinlikle dayanılmaz halde. Biz insanlar oldukça sınırlı bir sıcaklık aralığında yaşayabiliyoruz.
We need to get things under control...I fear what may happen if we don't.,İşleri kontrol altına almamız gerekiyor... Alamazsak olabileceklerden korkuyorum.
Nuclear Meltdown,Nükleer Erime
"Fukushima, Mon Amour","Fukushima, Mon Amour"
A nuclear power plant had a criticality accident last night.,Dün gece bir nükleer santral kritik bir kaza geçirdi.
The more reactors we have the more common these disasters will become.,"Ne kadar çok reaktörümüz olursa, bu felaketler o kadar yaygın hale gelecektir."
"We're doing our best to contain the damage, but a lot of radiation was released in the explosion.","Hasarı kontrol altına almak için elimizden gelenin en iyisini yapıyoruz, ancak patlamada çok fazla radyasyon salındı."
But we'll work quickly and do what we can.,Ama hızlı çalışacağız ve elimizden geleni yapacağız.
Ally - The Accelerationist,Müttefik - İvmeci
Making Friends,Arkadaşlar edinme
...you've been doing great as planner...,... Planlayıcı olarak harika gidiyorsun...
...I feel like we're on the same wavelength...,... Aynı dalga boyundaymışız gibi hissediyorum...
The Accelerationist is now an [ally] ally. [research] Research points cost less [political_capital] political capital.,İvmeci artık bir [ally] müttefiktir. [research] Araştırma puanları daha az [political_capital] politik sermayeye mal olur.
...together we can manifest a world of incredible material abundance and luxury for everyone...,"... Birlikte, herkes için inanılmaz bir maddi bolluk ve lüks bir dünya tezahür ettirebiliriz..."
..my party will join your coalition...,.. Partim koalisyonunuza katılacak...
Plan Intro 2,Plan Giriş 2
Tutorial,Rehber
