English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
The Utopian is now a [nemesis] nemesis.,ตอนนี้ชาวยูโทเปียกลายเป็น [nemesis] ศัตรูแล้ว,,ยูโทเปียตอนนี้เป็น [ตัวซวย] ซวย,,,
But you're squandering it...for what?,แต่คุณกำลังใช้จ่ายอย่างสุรุ่ยสุร่าย...เพื่ออะไร?,,แต่คุณกำลังถล่มมัน ... เพื่ออะไร?,,,
I can't stand by while you do that.,ฉันไม่อาจอยู่เฉยได้หรอกถ้าคุณทำอย่างนั้น,,ฉันไม่สามารถยืนเคียงข้างในขณะที่คุณทำอย่างนั้น,,,
My home is becoming too inhospitable...,บ้านของฉันเริ่มไม่เอื้ออำนวยต่อการอยู่อาศัยแล้ว...,,บ้านของฉันกลายเป็นคนที่ไม่เอื้ออำนวย ...,,,
"...disaster after disaster, always worrying about what will happen next.",...ภัยพิบัติเกิดขึ้นครั้งแล้วครั้งเล่า ทำให้กังวลตลอดว่าจะเกิดอะไรขึ้นอีก,,... ภัยพิบัติหลังจากหายนะมักจะกังวลว่าจะเกิดอะไรขึ้นต่อไป,,,
"I don't want to go, but I have to. Somewhere that's safer for me and my family.",ฉันไม่อยากไปแต่ฉันก็ต้องไป ที่ไหนสักแห่งที่ปลอดภัยกว่าสำหรับฉันและครอบครัว,,ฉันไม่อยากไป แต่ต้องทำ ที่ไหนสักแห่งที่ปลอดภัยสำหรับฉันและครอบครัวของฉัน,,,
I know of so many others who are in a similar situation...,ฉันรู้จักอีกหลายคนที่อยู่ในสถานการณ์ที่คล้ายกัน...,,ฉันรู้จักคนอื่น ๆ อีกมากมายที่อยู่ในสถานการณ์ที่คล้ายกัน ...,,,
I hope one day I can go back.,ฉันหวังว่าสักวันหนึ่งฉันจะได้กลับไป,,ฉันหวังว่าวันหนึ่งฉันจะกลับไปได้,,,
"What a tragedy. A hundred thousand people perished last week, most of them elderly. ",ช่างเป็นโศกนาฏกรรม เมื่อสัปดาห์ที่แล้วมีผู้เสียชีวิตหลายแสนคน ส่วนใหญ่เป็นผู้สูงอายุ,,ช่างเป็นโศกนาฏกรรม หนึ่งแสนคนเสียชีวิตเมื่อสัปดาห์ที่แล้วซึ่งส่วนใหญ่เป็นผู้สูงอายุ,,,
"We have to cool things down and fast, otherwise more people will die. These disasters make people lose hope that things will get better.",เราต้องทำให้ทุกอย่างเย็นลงและรวดเร็ว ไม่เช่นนั้นจะมีคนตายมากขึ้น ภัยพิบัติเหล่านี้ทำให้ผู้คนหมดความหวังว่าสิ่งต่างๆ จะดีขึ้น,,เราต้องทำให้สิ่งต่าง ๆ เย็นลงและรวดเร็วมิฉะนั้นผู้คนจะต้องตาย ภัยพิบัติเหล่านี้ทำให้ผู้คนสูญเสียความหวังว่าสิ่งต่าง ๆ จะดีขึ้น,,,
Some say that in 20 years we will see a significant shift in political ideology as the previous generations perish under the impact of climate change.,บางคนกล่าวว่าในอีก 20 ปีข้างหน้า เราจะได้เห็นการเปลี่ยนแปลงครั้งสำคัญในอุดมการณ์ทางการเมือง เนื่องจากคนรุ่นก่อน ๆ ได้เผชิญกับความพินาศภายใต้ผลกระทบของการเปลี่ยนแปลงสภาพภูมิอากาศ,,บางคนบอกว่าใน 20 ปีเราจะเห็นการเปลี่ยนแปลงอย่างมีนัยสำคัญในอุดมการณ์ทางการเมืองเนื่องจากคนรุ่นก่อน ๆ เสียชีวิตภายใต้ผลกระทบของการเปลี่ยนแปลงสภาพภูมิอากาศ,,,
I feel like we have a similar vision for the world.,ฉันรู้สึกเหมือนเรามีวิสัยทัศน์ที่คล้ายกันสำหรับโลก,,ฉันรู้สึกว่าเรามีวิสัยทัศน์ที่คล้ายกันสำหรับโลก,,,
My party will commit its seats to our shared vision and join your coalition.,พรรคของฉันจะแบ่งที่นั่งตามวิสัยทัศน์ที่เรามีร่วมกันและจะเข้าร่วมแนวร่วมของคุณ,,ปาร์ตี้ของฉันจะมอบที่นั่งให้กับวิสัยทัศน์ที่ใช้ร่วมกันของเราและเข้าร่วมพันธมิตรของคุณ,,,
"""Go back again, now you have seen us, and your outward eyes have learned that in spite of all the infallible maxims of your day there is yet a time of rest in store for the world, when mastery has changed into fellowship.""",“จงกลับไปอีกครั้ง ตอนนี้คุณได้เห็นเราแล้ว และดวงตาภายนอกของคุณได้เรียนรู้ว่า แม้จะมีคติประจำใจที่ไม่มีวันผิดพลาด แต่โลกนี้ยังพอมีเวลาเหลืออยู่ เมื่อความเชี่ยวชาญได้เปลี่ยนไปสู่มิตรภาพ”,,"""กลับไปอีกครั้งตอนนี้คุณได้เห็นเราแล้วและดวงตาภายนอกของคุณได้เรียนรู้ว่าแม้จะมีความผิดพลาดทั้งหมดในวันของคุณยังมีช่วงเวลาที่เหลืออยู่ในร้านค้าสำหรับโลกเมื่อความเชี่ยวชาญได้เปลี่ยนเป็นมิตรภาพ""",,,
"Before I go, let me leave you a favorite quote from William Morris:",ก่อนที่ฉันจะจากไป ฉันขอฝากคำพูดของ William Morris ที่ฉันชอบไว้ให้คุณก่อน:,,ก่อนที่ฉันจะไปให้ฉันทิ้งคำพูดที่คุณโปรดปรานจาก William Morris:,,,
I look forward to working together.,ฉันหวังว่าเราจะได้ทำงานร่วมกัน,,ฉันหวังว่าจะได้ทำงานร่วมกัน,,,
"The Utopian is now an [ally] ally. Limits, Protection, and Restoration projects are cheaper.",ตอนนี้ชาวยูโทเปียเป็นพันธมิตร [ally] แล้ว โครงการจำกัดการป้องกันและโครงการฟื้นฟูมีราคาถูกลง,,ยูโทเปียตอนนี้เป็นพันธมิตร [พันธมิตร] ขีด จำกัด การป้องกันและโครงการฟื้นฟูราคาถูกกว่า,,,
"Clathrates frozen for eons in cenozic bogs are thawing, releasing billions of tons of methane all at once.",Clathrates ที่ถูกแช่แข็งเป็นเวลาหลายชั่วอายุคนในบึงยุค Cenozic กำลังละลาย และปล่อยมีเทนออกมาหลายพันล้านตันในคราวเดียว,,clathrates แช่แข็งสำหรับ eons ใน cenozic bogs กำลังละลายการปล่อยก๊าซมีเทนหลายพันล้านตันทั้งหมดในครั้งเดียว,,,
...but this is still a huge disaster,...แต่นี่ยังคงเป็นหายนะครั้งใหญ่,,... แต่นี่ยังคงเป็นหายนะครั้งใหญ่,,,
Microbes are digesting much of the methane and emitting less-intense carbon dioxide instead,จุลินทรีย์กำลังย่อยมีเทนจำนวนมากและปล่อยก๊าซคาร์บอนไดออกไซด์ที่มีความเข้มข้นน้อยกว่าออกมาแทน,,จุลินทรีย์กำลังย่อยมีเธนและปล่อยก๊าซคาร์บอนไดออกไซด์น้อยกว่า,,,
"We've been engaged in a lot of big projects recently, which is good but bottlenecks are inevitable.",เรามีส่วนร่วมในโครงการใหญ่ ๆ มากมายเมื่อเร็ว ๆ นี้ ซึ่งเป็นสิ่งที่ดี แต่ปัญหาคอขวดเป็นสิ่งที่หลีกเลี่ยงไม่ได้,,เราเคยมีส่วนร่วมในโครงการขนาดใหญ่จำนวนมากเมื่อเร็ว ๆ นี้ซึ่งเป็นสิ่งที่ดี แต่คอขวดหลีกเลี่ยงไม่ได้,,,
I suggest either running fewer competing projects or we could start deep-sea mining.,ฉันขอแนะนำว่าถ้าไม่ดำเนินโครงการที่มีการแข่งขันน้อยลง เราก็ควรเริ่มการขุดเจาะใต้ทะเลลึกเสีย,,ฉันขอแนะนำให้ใช้โครงการแข่งขันน้อยลงหรือเราอาจเริ่มการขุดในทะเลลึก,,,
What have we done?,เราทำอะไรลงไป?,,เราทำอะไรไปบ้าง?,,,
"Planner! You're bias towards ""technology"" and ""industry"" is putting the world--and yourself--on a dangerous path.","นักวางแผน! อคติที่คุณมีต่อ ""เทคโนโลยี"" และ ""อุตสาหกรรม"" กำลังทำให้โลกและตัวคุณเองอยู่บนเส้นทางที่อันตราย",,"วางแผน คุณมีอคติต่อ ""เทคโนโลยี"" และ ""อุตสาหกรรม"" กำลังทำให้โลก-และตัวคุณเอง-บนเส้นทางที่อันตราย",,,
"The Earth is calling for our aid and so we, the Earth Liberation Front, have returned.",โลกกำลังเรียกร้องความช่วยเหลือจากเรา พวกเราซึ่งเป็นแนวร่วมปลดปล่อยโลกจึงกลับมา,,โลกกำลังเรียกร้องให้เราให้ความช่วยเหลือและดังนั้นเราจึงกลับมาสู่การปลดปล่อยโลกได้กลับมาแล้ว,,,
You better abandon that cozy relationship with the Accelerationist or else we'll have to take drastic action to protect the planet.,คุณควรละทิ้งความสัมพันธ์อันราบรื่นกับนักก้าวหน้านิยมไปเสีย ไม่เช่นนั้นเราจะต้องใช้มาตรการรุนแรงเพื่อปกป้องโลก,,คุณควรละทิ้งความสัมพันธ์ที่อบอุ่นกับนักเร่งความเร็วมิฉะนั้นเราจะต้องดำเนินการอย่างรุนแรงเพื่อปกป้องโลก,,,
Your plans have shown nothing but contempt for the people of the Global South.,แผนการของคุณไม่ได้แสดงให้เห็นอะไรเลยนอกจากการดูถูกผู้คนจากโลกซีกใต้,,แผนการของคุณไม่ได้แสดงอะไรนอกจากดูหมิ่นผู้คนในโลกใต้,,,
The Fanonist is now a [nemesis] nemesis.,ตอนนี้ฟาโนนิสต์กลายเป็น [nemesis] ศัตรูแล้ว,,Fanonist ตอนนี้เป็น [ตัวซวย] ซวย,,,
I won't let that happen again.,ฉันจะไม่ปล่อยให้มันเกิดขึ้นอีก,,ฉันจะไม่ปล่อยให้สิ่งนั้นเกิดขึ้นอีก,,,
I should have known that the promises of the revolution were just more lies to get us to play along.,ฉันควรจะเฉลียวว่าคำสัญญาของการปฏิวัติเป็นเพียงคำโกหกเพื่อให้เราทำตาม,,ฉันควรจะรู้ว่าคำสัญญาของการปฏิวัติเป็นเรื่องโกหกมากกว่าที่จะพาเราไปเล่นด้วย,,,
"Once again, we are just fuel to burn on the altar of progress.",เป็นอีกครั้งหนึ่งที่เรากลายเป็นเพียงเชื้อเพลิงที่ถูกเผาบนแท่นบูชาความก้าวหน้า,,อีกครั้งเราเป็นเพียงเชื้อเพลิงที่จะเผาผลาญบนแท่นบูชาแห่งความคืบหน้า,,,
These 'land hurricanes' are becoming a more common occurrence.,"""พายุเฮอริเคนบนบก"" กำลังกลายเป็นเรื่องปกติมากขึ้น",,'พายุเฮอริเคน' เหล่านี้กำลังกลายเป็นเหตุการณ์ที่เกิดขึ้นทั่วไป,,,
"If you can get the temperature anomaly under control, we should see fewer of these.",หากคุณสามารถควบคุมความผิดปกติของอุณหภูมิได้ เราก็ควรเจอสิ่งเหล่านี้น้อยลง,,หากคุณสามารถได้รับความผิดปกติของอุณหภูมิภายใต้การควบคุมเราควรเห็นสิ่งเหล่านี้น้อยลง,,,
They're basically massive high-intensity wind storms that can devastate an area.,โดยทั่วไปแล้วพวกมันคือพายุลมที่มีความรุนแรงสูงขนาดใหญ่ที่สามารถทำลายล้างพื้นที่ได้,,โดยทั่วไปแล้วพายุลมแรงสูงขนาดใหญ่ที่สามารถทำลายล้างพื้นที่ได้,,,
Easily accessible methane will run out in twenty years at current usage.,มีเทนที่เข้าถึงได้ง่ายจะหมดลงในอีกยี่สิบปีตามการใช้งานปัจจุบัน,,มีเธนที่เข้าถึงได้ง่ายจะหมดลงในยี่สิบปีในการใช้งานปัจจุบัน,,,
I suggest you find another source of energy posthaste.,ฉันขอแนะนำให้คุณหาแหล่งพลังงานอื่นหลังช่วงการเร่งค้นห้า,,ฉันขอแนะนำให้คุณหาแหล่งพลังงานอีกแห่งหนึ่ง,,,
Some regions are really unhappy with your decisions. Protests cropping up everywhere.,บางภูมิภาคไม่พอใจจริง ๆ กับการตัดสินใจของคุณ การประท้วงกำลังลุกลามไปทุกที่,,บางภูมิภาคไม่มีความสุขกับการตัดสินใจของคุณ การประท้วงปลูกพืชทุกที่,,,
Your plans have only brought us only hardship!,แผนการของคุณทำให้เรามีแต่ความยากลำบากเท่านั้น!,,แผนการของคุณทำให้เรามีความยากลำบากเท่านั้น!,,,
I thought you were,ฉันคิดว่าคุณเป็น,,ฉันคิดว่าคุณเป็น,,,
We've been struck by a nasty case of wheat rust that's putting many in a shaky place with regards to food.,เราถูกโรคสนิมข้าวสาลีที่น่ารังเกียจเข้าจู่โจม ทำให้หลายคนในพื้นที่เผชิญความสั่นคลอนด้านอาหาร,,เราถูกโจมตีด้วยเคสที่น่ารังเกียจของการเกิดสนิมข้าวสาลีซึ่งทำให้หลายคนอยู่ในสถานที่สั่นคลอนเกี่ยวกับอาหาร,,,
"I know it's our policy to make sure everyone's fed, so we're working on organizing food aid to the affected areas.",ฉันรู้ว่าเป็นนโยบายของเราที่จะทำให้ทุกคนได้รับอาหารแน่ ๆ ดังนั้นเราจึงดำเนินการให้ความช่วยเหลือด้านอาหารให้กับพื้นที่ที่ได้รับผลกระทบ,,ฉันรู้ว่ามันเป็นนโยบายของเราที่จะทำให้แน่ใจว่าทุกคนได้รับอาหารดังนั้นเราจึงทำงานเพื่อจัดระเบียบเครื่องช่วยอาหารไปยังพื้นที่ที่ได้รับผลกระทบ,,,
...and try this one instead...,...แล้วก็ลองใช้อันนี้แทน...,,... และลองอันนี้แทน ...,,,
"You know, I think we should reconsider that policy...",รู้ไหม ฉันคิดว่าเราควรพิจารณานโยบายนั้นใหม่...,,คุณรู้ไหมฉันคิดว่าเราควรพิจารณานโยบายนั้นอีกครั้ง ...,,,
It seems like that permafrost melting has released some ancient organism into the world.,ดูเหมือนว่าการละลายของชั้นดินเยือกแข็งถาวรได้ปล่อยสิ่งมีชีวิตโบราณบางชนิดออกมาสู่โลก,,ดูเหมือนว่าการละลายของ permafrost ได้ปล่อยสิ่งมีชีวิตโบราณบางอย่างเข้ามาในโลก,,,
I think we should let it run its course...,ฉันคิดว่าเราควรปล่อยให้มันเป็นไป...,,ฉันคิดว่าเราควรปล่อยให้มันทำงานได้ ...,,,
"If we developed phage therapy, perhaps we can keep it under control.",ถ้าเราพัฒนาการบำบัดด้วยฟาจ บางทีเราอาจควบคุมมันได้,,หากเราพัฒนาการบำบัดด้วย phage บางทีเราสามารถควบคุมมันได้,,,
Highly contagious? How interesting... It's almost as if nature itself is finally doing something about overpopulation.,แพร่เชื้อได้ง่าย? น่าสนใจจริง ๆ... เกือบจะเหมือนกับว่าในที่สุดธรรมชาติก็กำลังทำอะไรบางอย่างเกี่ยวกับการมีประชากรมากเกินไป,,โรคติดต่อสูง? น่าสนใจแค่ไหน ... มันเกือบจะราวกับว่าธรรมชาติตัวเองกำลังทำอะไรบางอย่างเกี่ยวกับการมีประชากรมากเกินไป,,,
"Yes, it's a highly contagious and dangerous bacteria. We're keeping an eye on it.",ใช่แล้ว มันเป็นแบคทีเรียที่ติดได้ง่ายและอันตรายมาก เรากำลังจับตาดูมันอยู่,,ใช่มันเป็นแบคทีเรียที่ติดต่อได้และอันตราย เราคอยจับตาดูมัน,,,
Your plans have been a waste of our time and energy!,แผนของคุณทำให้เราเสียแรงเสียเวลาโดยเปล่า!,,แผนการของคุณเสียเวลาและพลังงานของเรา!,,,
Things aren't getting better. We won't waste any more effort on ineffective action.,สิ่งต่าง ๆ ยังไม่ดีขึ้น เราจะไม่ยอมเปลืองแรงกับการดำเนินงานที่ไม่มีประสิทธิภาพอีกต่อไป,,สิ่งต่างๆไม่ดีขึ้น เราจะไม่เสียความพยายามในการกระทำที่ไม่มีประสิทธิภาพอีกต่อไป,,,
Dead zones at our lakes and river deltas have become worse than we imagined.,เขตพื้นที่มรณะในทะเลสาบและสามเหลี่ยมปากแม่น้ำของเราเลวร้ายกว่าที่เราจินตนาการไว้,,โซนที่ตายแล้วที่ทะเลสาบและเดลต้าแม่น้ำของเรานั้นแย่กว่าที่เราจินตนาการไว้,,,
Much of the Gulf of Mexico has depleted oxygen levels.,อ่าวเม็กซิโกส่วนใหญ่มีระดับออกซิเจนลดลง,,อ่าวเม็กซิโกส่วนใหญ่ได้ลดระดับออกซิเจน,,,
This level of agricultural fertilizer use and untreated sewage cannot be sustained.,การใช้ปุ๋ยทางการเกษตรในระดับนี้และสิ่งปฏิกูลที่ไม่ผ่านการบำบัดไม่สามารถยั่งยืนได้,,การใช้ปุ๋ยการเกษตรในระดับนี้และน้ำเสียที่ไม่ได้รับการรักษาไม่สามารถยั่งยืนได้,,,
People are abandoning the old religions and are turning instead to Gaia...,ผู้คนกำลังละทิ้งศาสนาเก่าและหันไปหาความเชื่อเรื่องไกอาแทน...,,ผู้คนกำลังละทิ้งศาสนาเก่าและหันไปหา Gaia ...,,,
"With no other recourse, people around the world rose up in fury against you and your tyrannical plans.",เมื่อไร้ที่พึ่งแล้ว ผู้คนทั่วโลกจึงลุกขึ้นต่อต้านคุณและแผนการอันกดขี่ข่มเหงของคุณด้วยความโกรธเคือง,,ไม่มีการขอความช่วยเหลืออื่น ๆ ผู้คนทั่วโลกลุกขึ้นโกรธคุณและแผนการกดขี่ข่มเหงของคุณ,,,
If only you could go back and try again...,ถ้าเพียงแต่คุณสามารถกลับไปลองอีกครั้ง...,,ถ้าเพียงคุณสามารถกลับไปลองอีกครั้ง ...,,,
Did you believe this was the only way to preserve planetary civilization?,คุณเชื่อหรือไม่ว่านี่เป็นวิธีเดียวที่จะรักษาอารยธรรมของดาวโลกได้,,คุณเชื่อหรือไม่ว่านี่เป็นวิธีเดียวที่จะรักษาอารยธรรมของดาวเคราะห์ได้หรือไม่?,,,
In your last breaths you reflected on your legacy...,ในลมหายใจสุดท้ายของคุณ คุณได้ไตร่ตรองถึงมรดกของคุณ...,,ในลมหายใจสุดท้ายที่คุณสะท้อนให้เห็นถึงมรดกของคุณ ...,,,
It didn't matter to them.,สำหรับพวกเขาแล้ว มันไม่สำคัญ,,มันไม่สำคัญกับพวกเขา,,,
Wide-ranging changes are needed to put us on a long-term path towards sustainability.,การเปลี่ยนแปลงในวงกว้างเป็นสิ่งจำเป็นเพื่อนำเราไปสู่เส้นทางของความยั่งยืนในระยะยาว,,การเปลี่ยนแปลงที่หลากหลายเป็นสิ่งจำเป็นเพื่อนำเราไปสู่เส้นทางระยะยาวสู่ความยั่งยืน,,,
Just swipe a card into the scanner and presto! It's added to your plan.,เพียงรูดการ์ดเข้าไปในเครื่องสแกนก็เสร็จแล้ว! มันถูกเพิ่มเข้าไปในแผนของคุณแล้ว,,เพียงแค่ปัดการ์ดลงในเครื่องสแกนและ Presto! มันถูกเพิ่มเข้าไปในแผนของคุณ,,,
"If you change your mind, you can swipe it down to remove it from the plan.",หากคุณเปลี่ยนใจ คุณสามารถเลื่อนลงเพื่อลบออกจากแผนได้,,หากคุณเปลี่ยนใจคุณสามารถปัดลงเพื่อลบออกจากแผน,,,
It takes regional governments one planning cycle to implement policies.,รัฐบาลระดับภูมิภาคต้องใช้วงจรการวางแผนหนึ่งรอบในการดำเนินนโยบาย,,ต้องใช้เวลาหนึ่งรอบการวางแผนของรัฐบาลในระดับภูมิภาคเพื่อดำเนินการตามนโยบาย,,,
Here you can use your [political_capital] political capital to wrangle support for policies to implement worldwide.,ที่นี่คุณสามารถใช้ [political_capital] ทุนทางการเมืองของคุณเพื่อโต้แย้งการสนับสนุนนโยบายที่จะนำไปใช้ทั่วโลกได้,,ที่นี่คุณสามารถใช้ทุนทางการเมือง [polical_capital] ของคุณเพื่อต่อสู้กับนโยบายเพื่อดำเนินการทั่วโลก,,,
And that's all there is to it!,เท่านั้นก็เสร็จสิ้น!,,และนั่นคือทั้งหมดที่มีอยู่!,,,
"Feel free to continue to explore, but whenever you're ready press the big ""Ready"" button to launch your plan.","สำรวจต่อได้ตามใจชอบ แต่เมื่อใดก็ตามที่คุณพร้อม ให้กดปุ่ม ""พร้อม"" ขนาดใหญ่เพื่อเปิดแผนของคุณ",,"อย่าลังเลที่จะสำรวจต่อไป แต่เมื่อใดก็ตามที่คุณพร้อมกดปุ่ม ""พร้อม"" ขนาดใหญ่เพื่อเปิดแผนของคุณ",,,
All our solar processes are seeing dips in output.,กระบวนการพลังงานแสงอาทิตย์ทั้งหมดของเรากำลังให้ผลผลิตลดลง,,กระบวนการสุริยะทั้งหมดของเราเห็นการลดลงในเอาต์พุต,,,
Probably because of the grey skies?,อาจเป็นเพราะท้องฟ้าสีเทา?,,อาจเป็นเพราะท้องฟ้าสีเทา?,,,
"I know the solar radiation management project keeps things cool, but we need energy too.",ฉันรู้ว่าโครงการจัดการรังสีดวงอาทิตย์ช่วยให้อากาศเย็นลง แต่เราก็ต้องการพลังงานเช่นกัน,,ฉันรู้ว่าโครงการจัดการรังสีแสงอาทิตย์ช่วยให้สิ่งต่าง ๆ เย็นลง แต่เราก็ต้องการพลังงานเช่นกัน,,,
"As you pushed through change after change, your political enemies conspired against you.",ในขณะที่คุณผลักดันการเปลี่ยนแปลงครั้งแล้วครั้งเล่า ศัตรูทางการเมืองของคุณก็สมคบคิดต่อต้านคุณ,,เมื่อคุณผลักดันการเปลี่ยนแปลงหลังจากการเปลี่ยนแปลงศัตรูทางการเมืองของคุณสมคบคิดกับคุณ,,,
If only you could go back and try again...,ถ้าเพียงแต่คุณสามารถกลับไปลองอีกครั้ง...,,ถ้าเพียงคุณสามารถกลับไปลองอีกครั้ง ...,,,
It didn't matter to them.,มันไม่สำคัญสำหรับพวกเขา,,มันไม่สำคัญกับพวกเขา,,,
They took the opportunity to oust you from power once you'd exhausted all the political capital you had in parliament.,พวกเขาใช้โอกาสนี้เพื่อขับไล่คุณออกจากอำนาจในตอนที่คุณใช้ทุนทางการเมืองที่คุณมีในรัฐสภาจนหมด,,พวกเขาใช้โอกาสที่จะขับไล่คุณออกจากอำนาจเมื่อคุณหมดทุนทางการเมืองทั้งหมดที่คุณมีในรัฐสภา,,,
Was the world getting better?,โลกเริ่มดีขึ้นหรือไม่?,,โลกนี้ดีขึ้นหรือไม่?,,,
The Atlantic Meridional Overturning Circulation is a vital ocean current.,กระแสน้ำไหลเวียนย้อนกลับของมหาสมุทรแอตแลนติกถือเป็นกระแสน้ำในมหาสมุทรที่สำคัญ,,การไหลเวียนของการพลิกคว่ำในมหาสมุทรแอตแลนติกเป็นกระแสมหาสมุทรที่สำคัญ,,,
We didn't expect this to happen this century...,เราไม่ได้คาดหวังว่ามันจะเกิดขึ้นในศตวรรษนี้...,,เราไม่ได้คาดหวังว่าสิ่งนี้จะเกิดขึ้นในศตวรรษนี้ ...,,,
Remember that 1970s novel Ecotopia? I feel like we've actually realized that dream.,จำนวนิยาย Ecotopia ในปีค.ศ. 1970 ได้ไหม? ฉันรู้สึกเหมือนเราได้สัมผัสความฝันนั้นจริง ๆ แล้ว,,จำได้ไหมว่านิยายนวนิยายยุค 1970? ฉันรู้สึกว่าเราได้ตระหนักถึงความฝันนั้นจริง ๆ,,,
"You can't ignore whats been happening in Ecotopia. While the rest of the world crumbles in consumerism and nonstop progress, Ecotopia is a small window into what could be.",คุณไม่สามารถเพิกเฉยต่อสิ่งที่เกิดขึ้นใน Ecotopia ได้ ในขณะที่ส่วนอื่น ๆ ของโลกกำลังล่มสลายภายใต้ลัทธิบริโภคนิยมและความก้าวหน้าที่ไม่หยุดยั้ง Ecotopia เป็นเพียงหน้าต่างบานเล็กที่เผยให้เห็นสิ่งที่อาจเป็นได้,,คุณไม่สามารถเพิกเฉยต่อสิ่งที่เกิดขึ้นใน Ecotopia ในขณะที่ส่วนที่เหลือของโลกพังทลายในการบริโภคและความคืบหน้าแบบไม่หยุดพัก Ecotopia เป็นหน้าต่างเล็ก ๆ ในสิ่งที่อาจเป็นได้,,,
Welcome to the Gosplant planning application. You can call me Gossy.,ยินดีต้อนรับสู่แอปพลิเคชันการวางแผน Gosplant เรียกฉันว่ากอสซี่ก็ได้,,ยินดีต้อนรับสู่แอปพลิเคชันการวางแผน Gosplant เรียกฉันว่า Gossy,,,
Got it?,เข้าใจแล้วใช่ไหม?,,เข้าใจแล้ว?,,,
Good luck!,ขอให้โชคดี!,,ขอให้โชคดี!,,,
And if the people are [nemesis] unhappy with your performance you will be removed from your position.,และหากผู้คน [nemesis] ไม่พอใจกับผลงานของคุณ คุณจะถูกถอดถอนออกจากตำแหน่ง,,และถ้าผู้คน [ซวย] ไม่มีความสุขกับการแสดงของคุณคุณจะถูกลบออกจากตำแหน่งของคุณ,,,
"If you get stuck, you can tap on most things for more details and reminders.",หากคุณติดขัด คุณสามารถกดดูหลาย ๆ ที่เกือบทั้งหมดเพื่อดูรายละเอียดและบันทึกเตือนเพิ่มเติมได้,,หากคุณติดขัดคุณสามารถแตะสิ่งต่าง ๆ ส่วนใหญ่เพื่อดูรายละเอียดเพิ่มเติมและการแจ้งเตือน,,,
You'll need to spend [political_capital] political capital if you want something to happen.,คุณจะต้องใช้ [political_capital] ทุนทางการเมืองหากคุณต้องการให้บางสิ่งเกิดขึ้น,,คุณจะต้องใช้เงินทุนทางการเมือง [polical_capital] หากคุณต้องการให้บางสิ่งเกิดขึ้น,,,
It's your job to guide us all safely through the next century.,เป็นหน้าที่ของคุณที่จะนำทางเราทุกคนอย่างปลอดภัยตลอดศตวรรษหน้า,,เป็นหน้าที่ของคุณที่จะแนะนำพวกเราทุกคนอย่างปลอดภัยผ่านศตวรรษหน้า,,,
But you don't have complete authority to make decisions unilaterally.,แต่คุณไม่มีอำนาจเต็มที่ในการตัดสินใจเพียงฝ่ายเดียว,,แต่คุณไม่มีอำนาจที่สมบูรณ์ในการตัดสินใจเพียงฝ่ายเดียว,,,
You'll need to spend [political_capital] political capital if you want something to happen.,คุณจะต้องใช้ [political_capital] ทุนทางการเมืองหากคุณต้องการให้บางสิ่งเกิดขึ้น,,คุณจะต้องใช้เงินทุนทางการเมือง [polical_capital] หากคุณต้องการให้บางสิ่งเกิดขึ้น,,,
Got it?,เข้าใจแล้วใช่ไหม?,,เข้าใจแล้ว?,,,
"But if you run out of political capital, you will be recalled and your term will end.",แต่ถ้าทุนทางการเมืองของคุณหมด คุณจะถูกถอดถอน และวาระของคุณจะสิ้นสุดลง,,แต่ถ้าคุณหมดทุนทางการเมืองคุณจะถูกเรียกคืนและวาระของคุณจะสิ้นสุดลง,,,
"If you get stuck, you can tap on most things for more details and reminders.",หากคุณติดขัด คุณสามารถกดดูหลาย ๆ ที่เกือบทั้งหมดเพื่อดูรายละเอียดและบันทึกเตือนเพิ่มเติมได้,,หากคุณติดขัดคุณสามารถแตะสิ่งต่าง ๆ ส่วนใหญ่เพื่อดูรายละเอียดเพิ่มเติมและการแจ้งเตือน,,,
"...Anyways, just click the ""Add"" button there to start making your plan.","...อย่างไรก็ตาม สามารถคลิกปุ่ม ""เพิ่ม"" เพื่อเริ่มวางแผนได้เลย",,"... อย่างไรก็ตามเพียงคลิกปุ่ม ""เพิ่ม"" ที่นั่นเพื่อเริ่มทำแผนของคุณ",,,
"...Anyways, just click the ""Add"" button there to start making your plan.","...อย่างไรก็ตาม สามารถคลิกปุ่ม ""เพิ่ม"" เพื่อเริ่มวางแผนได้เลย",,"... อย่างไรก็ตามเพียงคลิกปุ่ม ""เพิ่ม"" ที่นั่นเพื่อเริ่มทำแผนของคุณ",,,
Got it?,เข้าใจแล้วใช่ไหม?,,เข้าใจแล้ว?,,,
This planning application lets you make your plan.,แอปพลิเคชันการวางแผนนี้ช่วยให้คุณวางแผนได้,,แอปพลิเคชันการวางแผนนี้ช่วยให้คุณทำตามแผนของคุณ,,,
"You can set [research] research priorities, initiate large-scale [initiative] projects, implement [policy] policies, or ban certain production processes.",คุณสามารถกำหนดลำดับความสำคัญของ [research] การวิจัย [initiative] โครงการริเริ่มขนาดใหญ่ การใช้ [policy] นโยบายหรือการแบนกระบวนการผลิตบางอย่างได้,,คุณสามารถตั้งค่า [การวิจัย] ลำดับความสำคัญของการวิจัยเริ่มต้นโครงการ [ความคิดริเริ่ม] ขนาดใหญ่ดำเนินการตามนโยบาย [นโยบาย] หรือห้ามกระบวนการผลิตบางอย่าง,,,
