English,Translation
"A Sick, Sick World",โลกที่ป่วยเปลี้ย
A recent study compared siblings conceived before and after nearby oil spills and found that nearby oil spills double the neonatal mortality rate.,การศึกษาเมื่อเร็ว ๆ นี้เปรียบเทียบพี่น้องที่เกิดก่อนและหลังการรั่วไหลของน้ำมันในบริเวณใกล้เคียง และพบว่าการรั่วไหลของน้ำมันในบริเวณใกล้เคียงนั้นเพิ่มอัตราการเสียชีวิตของทารกแรกเกิดเป็นสองเท่า
"Not only that, they also found that pollution is placing communities at heightened risk of kidney damage, as well as diseases such as cancer, diabetes, Alzheimer’s and Parkinson’s.",ไม่เพียงเท่านั้น พวกเขายังพบว่ามลภาวะทำให้ชุมชนมีความเสี่ยงสูงต่อความเจ็บป่วยเกี่ยวกับไต เช่นเดียวกับโรคต่าง ๆ เช่น มะเร็ง เบาหวาน อัลไซเมอร์ และพาร์กินสัน
"If we keep up the oil production, more and more communities are going to have to face this danger.",หากเรายังคงผลิตน้ำมันต่อไป ชุมชนต่าง ๆ จะต้องเผชิญกับอันตรายนี้มากขึ้นเรื่อย ๆ
Eutrophication - A Problem Solved,ยูโทรฟิเคชัน - หมดปัญหา
Eden Earth,สวนอีเดนบนโลก
Dissolved nutrient levels at lakes and river deltas around the world have drastically improved.,ระดับสารอาหารที่ละลายในทะเลสาบและสามเหลี่ยมปากแม่น้ำทั่วโลกได้รับการปรับปรุงให้ดีขึ้นอย่างมาก
"By designing efficient food systems and treating waste, we've brought the dead zones to life.",ด้วยการออกแบบระบบอาหารที่มีประสิทธิภาพและการบำบัดของเสีย เราได้ทำให้พื้นที่ที่ตายแล้วกลับมามีชีวิตอีกครั้ง
Coffee and Chocolate Shortage,ปัญหาการขาดแคลนกาแฟและช็อคโกแลต
New Tastes,รสนิยมใหม่
We haven't had a decent chocolate harvest for some time now...,เราไม่มีการเก็บเกี่ยวช็อคโกแลตที่ดีมาสักระยะหนึ่งแล้ว...
"The world's gotten used to plentiful coffee and chocolate, but we may be returning to the time when they were inaccessible luxuries!",โลกนี้คุ้นเคยกับกาแฟและช็อกโกแลตที่มีอยู่มากมาย แต่เราอาจกลับไปในยุคที่สินค้าฟุ่มเฟือยไม่สามารถเข้าถึงได้!
...,...
...coffee's not any better. Fewer and fewer places have the right growing conditions.,...กาแฟก็ไม่ได้ต่างกัน สถานที่ที่มีสภาพการเจริญเติบโตที่เหมาะสมแก่การเพาะปลูกมีน้อยลงเรื่อย ๆ
Ash Dieback,โรคแอชดายแบ็คในพืช
A Dying Planet,ดาวเคราะห์ที่กำลังสิ้นชีพ
"A fungus has been spreading across Europe, killing 80% of ash trees.",เชื้อราได้แพร่กระจายไปทั่วยุโรป ทำต้นแอชตายไป 80%
The pathogen was able to spread rapidly due to the industrialization of the nursery trade in Europe.,เชื้อโรคสามารถแพร่กระจายได้อย่างรวดเร็วเนื่องจากมีอุตสาหกรรมการค้าเรือนเพาะชำในยุโรป
"This has had a catastrophic impact since ash trees are a keystone species—insects, lichen, mollusks, and birds all rely on them.",สิ่งนี้มีผลกระทบร้ายแรงเนื่องจากต้นแอชเป็นสายพันธุ์หลัก เช่น แมลง ไลเคน หอย และนก ต่างก็พึ่งพาอาศัยต้นนี้
How did this happen??,เป็นแบบนี้ได้อย่างไร??
Taking plants out of their native habitat and packing them in large quantities for container shipping is a recipe for the globalization of plant disease.,การนำพืชออกจากถิ่นที่อยู่เดิมและบรรจุในปริมาณมากเพื่อการขนส่งในตู้คอนเทนเนอร์เป็นสูตรสำเร็จสำหรับโลกาภิวัตน์ของโรคพืช
Algae Farmers,เกษตรกรสาหร่าย
Food Sovereignty,เอกราชทางอาหาร
The algae farmers in Lake Chad and seaweed farmers in Jambiani have expanded their harvest and processing operation.,เกษตรกรผู้ปลูกสาหร่ายในทะเลสาบชาดและเกษตรกรผู้ปลูกสาหร่ายในจัมเบียนีได้ขยายการดำเนินการเก็บเกี่ยวและการแปรรูป
"For many generations, Kanembu women have passed from mother to daughter the traditional methods of harvesting spirulina from Lake Boudou Andja in Chad to make dihé.",เป็นเวลาหลายชั่วอายุคนแล้วที่ผู้หญิงชาวคาเน็มบูได้ถ่ายทอดวิธีการดั้งเดิมในการเก็บเกี่ยวสาหร่ายสไปรูลินาจากทะเลสาบบาดูอันญาในชาดจากแม่สู่ลูกสาวเพื่อทำ dihé
What's dihé?,Dihé คืออะไร?
They are now a major exporter of food grade algae and seaweed.,ปัจจุบันพวกเขาเป็นผู้ส่งออกสาหร่ายใหญ่
"It's a pressed cake of spirulina, sold in local markets and used as a sauce base. Kind of like a curry brick.",มันเป็นก้อนสาหร่ายเกลียวทองที่ขายในตลาดท้องถิ่นและใช้เป็นเป็นตัวทำซอส เหมือนกับแกงก้อน
Sounds delicious!,ฟังดูน่าอร่อย!
Pollinator - Decline,แมลงผสมเกสร - จำนวนลดลง
Dead Bugs,แมลงตาย
Pollinator populations are declining to dangerously low levels.,จำนวนประชากรแมลงผสมเกสรกำลังลดลงสู่ระดับต่ำจนเป็นอันตราย
Crop yields have been a bit lower than expected...this might be why.,ผลผลิตพืชผลต่ำกว่าที่คาดไว้เล็กน้อย...นี่อาจเป็นเหตุผลที่มา
"Bees may be small, but they are a crucial part of modern farming!",ผึ้งอาจมีขนาดเล็ก แต่เป็นส่วนสำคัญของการทำฟาร์มยุคใหม่!
Without them we wouldn't be able to produce nearly as many crops.,หากไม่มีพวกมัน เราก็ไม่สามารถผลิตพืชผลได้มากเท่านี้
A collapse in pollinators will affect more than just crop yields.,การสูญสิ้นของแมลงผสมเกสรจะส่งผลมากกว่าแค่ผลผลิตพืชผล
We need to improve biodiversity and lower extinction pressures to avoid catastrophe.,เราจำเป็นต้องพัฒนาความหลากหลายทางชีวภาพและลดแรงกดดันในการสูญพันธุ์เพื่อหลีกเลี่ยงภัยพิบัติ
"Worldwide, honeybees yield roughly $200 billion in pollination services!",ทั่วโลกนี้ ผึ้งให้ผลตอบแทนประมาณ 200 พันล้านเหรียญสหรัฐในการบริการผสมเกสร!
The use of pesticides likely contributes to colony collapse disorder.,การใช้ยาฆ่าแมลงมีแนวโน้มที่จะก่อให้เกิดการล่มสลายของอาณานิคมแมลง
Migrations - Border Attack,การอพยพ - การโจมตีแถบชายแดน
Migrations,การอพยพ
Regional borders are under attack now from people desperate to find refuge outside of their home regions.,ขณะนี้พรมแดนในภูมิภาคกำลังถูกโจมตีจากผู้คนที่พยายามจะหาที่หลบภัยนอกภูมิภาคบ้านเกิดของตน
...but they are escalating their tactics.,...แต่พวกเขากำลังเพิ่มชั้นเชิงยุทธวิธีอยู่
We're doing our best to maintain the border and prevent crossings...,เรากำลังพยายามอย่างเต็มที่เพื่อรักษาเขตแดนและป้องกันการข้ามแดน...
Popular opinion is rapidly turning against you...,ความคิดเห็นของประชาชนกำลังหันมาต่อต้านคุณอย่างรวดเร็ว...
...maybe it's time to reconsider implementing hard borders?,...อาจถึงเวลาที่จะต้องพิจารณาการนำมาตรการกั้นชายแดนที่แข็งกร้าวมาใช้ใหม่อีกครั้ง?
Severe Wildfires - Intro,ไฟป่ารุนแรง - บทนำ
Natural Disasters,ภัยพิบัติทางธรรมชาติ
Wildfires are growing in intensity and frequency.,ไฟป่ามีความรุนแรงมากขึ้นและเกิดถี่ขึ้น
"Many of the people effected are elderly and are not tech savy so they don't trust ""apps"". They think they are talking to a robot.","ผู้คนจำนวนมากที่ได้รับผลกระทบเป็นผู้สูงอายุและไม่เชี่ยวชาญด้านเทคโนโลยี ดังนั้นพวกเขาจึงไม่ไว้วางใจ ""แอป"" พวกเขาคิดว่าพวกเขากำลังคุยกับหุ่นยนต์อยู่"
"People are suffering form PTSD from losing their homes, possessions, and pets. This is a mental health crisis!",ผู้คนกำลังทุกข์ทรมานจากเหตุการณ์ PTSD จากการสูญเสียบ้าน ทรัพย์สิน และสัตว์เลี้ยง นี่มันวิกฤติสุขภาพจิต!
Team up with a mental health startup to provide teletherapy.,ร่วมมือกับสตาร์ทอัพด้านสุขภาพจิตเพื่อให้บริการบำบัดทางไกล
So many others have had similar experiences.,คนอื่น ๆ อีกหลายคนก็มีประสบการณ์คล้าย ๆ กัน
They've ravaged countless communities across the globe.,พวกเขาทำลายล้างชุมชนนับไม่ถ้วนทั่วโลก
A home I spent years making my own was gone in an instant...,บ้านที่ฉันใช้เวลาสร้างเป็นปี ๆ ก็หายไปทันที...
How can anyone live like this?,มีใครใช้ชีวิตอยู่แบบนี้ได้ยังไง
Last Fossil Fuel Burnt,เชื้อเพลิงฟอสซิลสุดท้ายถูกเผาไปแล้ว
A New Life,ชีวิตใหม่
"Finally, we can put that terrible past behind us.",ในที่สุดเราก็สามารถทิ้งอดีตอันเลวร้ายไว้ข้างหลังเราได้
"We changed, but hopefully not too late.",เราเปลี่ยนไปแล้ว แต่หวังว่าจะไม่สายเกินไป
"What a weight lifted of our shoulders though, eh?",รู้สึกโล่งเลยใช่ไหมล่ะ?
New Wines in Old Biomes,ไวน์ใหม่ในชีวนิเวศเก่า
New Tastes,รสนิยมใหม่
"I was helping out with a local remediation project, and we were clearing out some invasive plants that were upsetting the local ecosystem.",ฉันกำลังช่วยโครงการฟื้นฟูในท้องถิ่น และเรากำลังกำจัดพืชรุกรานบางชนิดที่ทำลายระบบนิเวศในท้องถิ่น
Turns out you can ferment them into a pretty nice refreshment!,ปรากฎว่าคุณสามารถหมักมันให้เป็นเครื่องดื่มแสนสดชื่นได้!
Now I'm seeing everyone volunteer at remediation sites to see what they can brew up!,ตอนนี้ฉันเห็นทุกคนเป็นอาสาสมัครในสถานที่บำบัดเพื่อดูว่าจะสามารถผลิตอะไรขึ้นมาได้!
New Cuisine,อาหารใหม่
New Tastes,รสนิยมใหม่
I've got a small restaurant because I love cooking for others.,ฉันเปิดร้านอาหารเล็ก ๆ เพราะฉันชอบทำอาหารให้คนอื่นกิน
Seems like it's becoming quite the food trend!,ดูเหมือนว่าจะกลายเป็นค่านิยมทางอาหารไปแล้ว!
That's great!,เยี่ยมไปเลย!
"Wait a minute, jellyfish isn't vegan...",เดี๋ยวก่อนนะ แมงกะพรุนไม่ใช่อาหารมังสวิรัติ ...
I sent some to a few other chefs and we ended up putting together a book of jellyfish recipes.,ฉันส่งไปให้เชฟคนอื่น ๆ สองสามคน และสุดท้ายเราก็รวบรวมหนังสือสูตรแมงกะพรุนขึ้นมา
...,...
The other day a neighbor brought in a ton of jellyfish...I guess they're everywhere now.,วันก่อนเพื่อนบ้านเอาแมงกะพรุนมาฝากเยอะมาก...ฉันเดาว่ามันคงอยู่ทุกหนทุกแห่งแล้วล่ะ
Bye!,บาย!
Ally - The Consumerist,พันธมิตร - นักบริโภคนิยม
Making Friends,หาเพื่อน
Hey!,เฮ้!
They're extremists!,พวกนั้นเป็นพวกสุดโต่ง!
"Look, you look like someone who's more...reasonable than these other parties.",ฟังนะ คุณดูเหมือนคนที่...มีเหตุผลมากกว่าพรรคอื่น ๆ พวกนี้
Otherwise I fear what they're going to take next.,ไม่อย่างนั้นฉันก็กลัวว่าพวกเขาจะทำอะไรต่อไป
"My party is joining your coalition, so we can keep them in check together.",พรรคของฉันกำลังเข้าร่วมแนวร่วมของคุณ ดังนั้นเราจะคอยตรวจตราพวกเขาด้วยกัน
The Consumerist is now an [ally] ally. The contentedness of upper-middle and upper income regions will recover more quickly.,ตอนนี้ Consumerist เป็น [ally] พันธมิตรแล้ว ความพอใจในภูมิภาครายได้ปานกลางตอนบนและระดับบนจะฟื้นตัวเร็วขึ้น
"I'm a socialist, but these people are extreme!",ฉันก็เป็นนักสังคมนิยม แต่คนพวกนี้สุดโต่ง!
Urban Farming,ฟาร์มในเมือง
Food Sovereignty,เอกราชทางอาหาร
Havana in the 1990s was the first city to experiment with urban farms at a mass scale in peacetime.,ฮาวานาในปี 1990 เป็นเมืองแรกที่ทดลองทำฟาร์มในเมืองขนานใหญ่ในยามสงบ
This is great news! This'll take some load off of other parts of the food system.,นี่เป็นข่าวดี! วิธีนี้จะช่วยแบ่งเบาภาระต่อส่วนอื่น ๆ ของระบบอาหาร
"We have space to grow food, have more greenery in the city, and have a new hobby!",เรามีพื้นที่สำหรับปลูกอาหาร เพิ่มความเขียวขจีในเมือง และมีงานอดิเรกใหม่!
Now it's spreading everywhere since cities starting planning to become car-free.,ตอนนี้มันแพร่หลายแล้ว เพราะเมืองต่าง ๆ เริ่มวางแผนที่จะเป็นเมืองปลอดรถยนต์แล้ว
...but with all this extra space we began reclaiming plots for larger scale urban farming.,...แต่ด้วยการมีพื้นที่เหลือ ๆ แบบนี้ เราจึงเริ่มเรียกคืนพื้นที่สำหรับการทำฟาร์มในเมืองระดับใหญ่ขึ้น
So far things are going well--we've been able to meet quite a bit of our own food needs.,จนถึงตอนนี้ สิ่งต่าง ๆ ดำเนินไปด้วยดี เราสามารถตอบสนองความต้องการอาหารของเราได้ไม่เลว
"These communities will be more resilient to food supply problems, so that's one less thing to worry about.",ชุมชนเหล่านี้จะมีความยืดหยุ่นต่อปัญหาการจัดหาอาหารมากขึ้น ดังนั้นจึงไม่ต้องกังวลอีกต่อไป
Deadly Heat Dome,โดมความร้อนมรณะ
Crucible Earth,จุดพลิกผัน
"A massive heat dome has formed, trapping scorching air across a wide area.",โดมความร้อนขนาดมหึมาก่อตัวขึ้น กักอากาศที่แผดเผาไว้เป็นบริเวณกว้าง
"It's too early to say, but reports are estimating deaths in the tens of thousands.",ยังเร็วเกินไปที่จะบอกได้ แต่รายงานประมาณการว่าจะมีผู้เสียชีวิตหลายหมื่นคน
Nemesis - The Consumerist,ศัตรู - ผู้บริโภคนิยม
Making Enemies,สร้างศัตรู
You are *killing* me with these plans!,คุณกำลัง *ฆ่า* ฉันด้วยแผนการเหล่านี้!
The Consumerist is now a [nemesis] nemesis.,ตอนนี้นักบริโภคนิยมกลายเป็น [nemesis] ศัตรูแล้ว
I almost miss the days before the revolution.,ฉันเกือบจะพลาดวันก่อนการปฏิวัติ
My life has only gotten worse.,ชีวิตของฉันก็ยิ่งแย่ลงเท่านั้น
I won't let you drag me down with you!,ฉันจะไม่ยอมให้คุณมาลากฉันลงเหวไปด้วยหรอกนะ!
"I wanted change, but this is ridiculous.",ฉันต้องการการเปลี่ยนแปลง แต่นี่มันไร้สาระ
Regions Intro,บทนำภูมิภาค
Tutorial,หนังสือคู่มือ
All national borders were dissolved soon after the revolution.,ไม่นานหลังการปฏิวัติ พรมแดนของประเทศทั้งหมดก็สลายไป
"Of course, regional inequities haven't vanished overnight, so regions are still distinct from one another.",แน่นอนว่าความไม่เท่าเทียมในภูมิภาคไม่ได้หายไปในชั่วข้ามคืน ดังนั้นภูมิภาคจึงยังคงมีความแตกต่างจากกัน
Here you can gain some insight on those differences and learn more about each region.,ที่นี่คุณจะได้รับข้อมูลเชิงลึกเกี่ยวกับความแตกต่างเหล่านั้นและเรียนรู้เพิ่มเติมเกี่ยวกับแต่ละภูมิภาค
Now the world is organized into regions.,ขณะนี้โลกถูกจัดแบ่งเป็นภูมิภาค
"Feel free to browse a bit. When you're ready, head on back to the ""Plan"" tab.","ลองดูคร่าว ๆ ก่อนได้เลย ถ้าพร้อมเมื่อไรให้กลับไปที่แท็บ ""แผน"""
Extreme Flooding - Intro,น้ำท่วมรุนแรง - บทนำ
Natural Disasters,ภัยพิบัติทางธรรมชาติ
Flooding is getting even worse than before.,น้ำท่วมเลวร้ายขึ้นยิ่งกว่าเดิมอีก
"Even if people can move back into their homes, they'll suffer health consequences for it!",แม้ว่าผู้คนจะสามารถย้ายกลับเข้าบ้านได้ แต่พวกเขาก็จะต้องรับผลกระทบด้านสุขภาพด้วย!
These floods are effecting millions of people and it's becoming impossible to live in some places.,แม้ว่าผู้คนจะสามารถย้ายกลับเข้าบ้านได้ แต่พวกเขาก็จะต้องรับผลกระทบด้านสุขภาพด้วย!
Mold and mildew grow soon after flooding...,หลังน้ำท่วมไม่นาน เชื้อราและโรคราน้ำค้างจะเจริญเติบโต...
We'll have to raise taxes.,เราจะต้องขึ้นภาษี
Increase the disaster relief budget.,เพิ่มงบประมาณบรรเทาสาธารณภัย
Regulate the price on flood insurance.,ควบคุมราคาประกันน้ำท่วม
Nuclear Waste,กากกัมมันตรังสี
"Fukushima, Mon Amour",มหันตภัยนิวเคลียร์
We've identified several leaks at nuclear storage sites.,เราตรวจพบการรั่วไหลหลายครั้งที่ไซต์กักเก็บนิวเคลียร์
"It should be resolved soon, but I'm sure it will shake people's confidence in our nuclear program.",มันน่าจะได้รับการแก้ไขเร็ว ๆ นี้ แต่ฉันแน่ใจว่ามันจะสั่นคลอนความเชื่อมั่นของผู้คนในโครงการนิวเคลียร์ของเรา
"We're dealing with it now, but the leaks have contaminated the subsurface and are threatening nearby water resources.",เรากำลังจัดการอยู่ แต่การรั่วไหลได้ปนเปื้อนใต้ผิวดิน และกำลังคุกคามแหล่งน้ำในบริเวณใกล้เคียง
Collapse of the Greenland Ice Sheet,การพังทลายของแผ่นน้ำแข็งกรีนแลนด์
A Rising Tide,กระแสน้ำขึ้น
This is bad. A collapse this large and the displacement of that much water will surely have other effects.,แบบนี้ไม่ดีแน่ ความทรุดโทรมระดับนี้ผนวกกับการที่น้ำไหลเข้าท่วมพื้นที่จำนวนมากนั้นจะมีผลกระทบอื่นตามมาอย่างแน่นอน
Geoengineer Desert Commentary,วิศวกรภูมิศาสตร์ทะเลทรายให้ความเห็น
Commentary,อรรถกถา
"Did you know there is evidence that the Sinai once was green – as recently as 4,500 to 8,000 years ago. Cave paintings found there depict trees and plants!","คุณรู้หรือไม่ว่ามีหลักฐานว่าครั้งหนึ่งพื้นที่ไซนายเคยเป็นสีเขียว เมื่อเร็ว ๆ นี้ประมาณ 4,500 ถึง 8,000 ปีที่แล้ว ภาพวาดในถ้ำที่พบนั้นพรรณนาถึงต้นไม้และพืช!"
Cloud Brightening Reversed,เกิดกระบวนการย้อนกลับในการทำให้เมฆสว่างขึ้น
Under a White Sky,ใต้นภาฟ้าขาว
We've gotten lots of opposition to our cloud brightening scheme from island nations.,เราได้รับการคัดค้านมากมายต่อโครงการเพิ่มความสว่างให้กับเมฆของเราจากประเทศหมู่เกาะต่าง ๆ
The temporary cooling has reversed.,การระบายความร้อนชั่วคราวเกิดกระบวนการย้อนกลับ
"People have their heads in the clouds... we can stop this program, but geoengineering must go on.",ผู้คนต่างเพ้อไปเรื่อย... เราหยุดโครงการนี้ได้ แต่วิศวกรรมภูมิศาสตร์ต้องดำเนินต่อไป
Hot Soil Emissions,มลพิษจากสารเคมีในดิน
Crucible Earth,จุดพลิกผัน
"Higher temperatures have altered soil microbial ecology, causing additional carbon to be released.",อุณหภูมิที่สูงขึ้นได้เปลี่ยนแปลงระบบนิเวศของจุลินทรีย์ในดิน ส่งผลให้มีการปล่อยคาร์บอนเพิ่มขึ้น
That'll just make things hotter...you can see where this is going.,นั่นยิ่งทำให้เรื่องใหญ่ขึ้น...คุณคงเห็นแล้วว่าเหตุการณ์นี้จะเป็นอย่างไร
SRM - Crop Yields,การจัดการรังสีแสงอาทิตย์ - การผลิตพืชผล
Under a White Sky,ใต้นภาฟ้าขาว
Crop yields are taking a hit because of that grey shroud we have around our planet.,ผลผลิตพืชผลกำลังได้รับผลกระทบเนื่องจากมีผ้าตราสังที่กำลังห่อเราอยู่ทั่วโลก
"The solar radiation management initiative is upsetting my plants! They like sun, ya know.",โครงการริเริ่มการจัดการรังสีจากแสงอาทิตย์กำลังทำให้แปลงพืชของฉันปั่นป่วน! พืชชอบแสงแดดนะรู้ไหม
Commentary - Artificial Moons,คำอธิบาย - ดวงจันทร์เทียม
Commentary,อรรถกถา
"Our inspiration for the second moon is a French artist, who imagined a necklace of mirrors circling the Earth to illuminate the nighttime streets of Paris with reflected sunshine.",แรงบันดาลใจของเราสำหรับดวงจันทร์ดวงที่สองคือศิลปินชาวฝรั่งเศสผู้จินตนาการถึงสร้อยคอกระจกที่หมุนรอบโลกเพื่อส่องสว่างถนนยามค่ำคืนของปารีสด้วยแสงแดดที่สะท้อน
Severe Flooding - Intro,น้ำท่วมหนัก-บทนำ
Natural Disasters,ภัยพิบัติทางธรรมชาติ
Water just isn't doing what it used to. Some places are seeing torrential rainfall become commonplace...,น้ำเปลี่ยนไปไม่เหมือนเดิม บางพื้นที่มีฝนตกหนักกลายเป็นเรื่องธรรมดาไปแล้ว...
I'm sure you can guess what you need to do...,ฉันแน่ใจว่าคุณสามารถเดาได้ว่าคุณต้องทำอะไร...
...but bring down the temperature anomaly and I bet we'll see this get better.,...เว้นแต่ลดความผิดปกติของอุณหภูมิลง และเราจะได้เห็นว่ามันดีขึ้น
...so flooding is becoming more frequent and more severe.,...น้ำท่วมจึงเกิดบ่อยและรุนแรงมากขึ้น
Ocean Acidification,เพิ่มกรดในมหาสมุทร
A Dying Planet,ดาวเคราะห์ที่กำลังสิ้นชีพ
The aragonite saturation horizon has risen to subsume virtually the entire Southern Ocean and encroached miles toward coasts around the world.,ขอบฟ้าความอิ่มตัวของอาราโกไนต์ได้เพิ่มขึ้นจนครอบคลุมมหาสมุทรทางใต้ทั้งหมดและรุกล้ำชายฝั่งหลายไมล์ไปยังชายฝั่งทั่วโลก
Molluscs like pteropods that form the basis of marine food webs are quite literally dissolving.,"หอยเช่น pteropods ซึ่งเป็นพื้นฐานของใยอาหารทะเลสามารถ ""ละลาย"" ไปได้อย่างแท้จริง"
Severe Wildfires,ไฟป่ารุนแรง
NIMBYs,พวกนิมบี้
How's My Planning?,การวางแผนของฉันเป็นยังไง?
You can't just transition to renewables and do all of your restoration projects in whatever neighborhood you want! I'm not going to endure blackouts just because of your novel ideas.,คุณไม่สามารถเปลี่ยนมาใช้พลังงานหมุนเวียนและทำโครงการฟื้นฟูทั้งหมดของคุณในย่านใดก็ได้ที่คุณต้องการ! ฉันจะไม่ทนกับความมืดมน เพียงเพราะไอเดียใหม่ ๆ ของคุณ
You're going to regret this...,แล้วคุณจะเสียใจ...
P = NP,P = NP
Miracles,ปาฏิหาริย์
Big news--a proof for P = NP has been discovered.,ข่าวใหญ่ มีการค้นพบข้อพิสูจน์สำหรับสมการ P = NP แล้ว
At the least we'll be able to speed up our research across the board!,อย่างน้อยเราก็จะสามารถเร่งการวิจัยของเราให้เร็วขึ้นได้!
"I'll spare you the details, but suffice to say this will help greatly in all sorts of applications.",ฉันจะเก็บรายละเอียดไว้ให้คุณ แต่เท่าที่พอจะพูดได้คือสิ่งนี้จะช่วยได้อย่างมากในการใช้งานทุกประเภท
Are We Preserving Too Much Land?,เรากักเก็บที่ดินมากเกินไปหรือไม่?
Commentary,อรรถกถา
"National parks are beautiful, but are taking up land a lot of land these days.",อุทยานแห่งชาติมีความสวยงาม แต่ปัจจุบันกินพื้นที่ไปมาก
We'll have much less land for food—especially livestock—are you sure conservation is worth the cost?,เราจะมีพื้นที่สำหรับอาหารน้อยลงมาก โดยเฉพาะปศุสัตว์ คุณแน่ใจหรือว่าการอนุรักษ์นั้นคุ้มค่ากับต้นทุน?
A Global Dustbowl,ฝุ่นทั่วโลก
A Dying Planet,ดาวเคราะห์ที่กำลังสิ้นชีพ
I heard there were storms like this is my great grandfather's time.,ฉันได้ยินมาว่ามีพายุแบบนี้ในยุคของคุณปู่ทวดของฉัน
"As I see it, we have two options. Either expand our agricultural lands at the expense of wilderness or try other kinds of farming.",เท่าที่ผมเห็น เรามีสองทางเลือก ขยายพื้นที่เกษตรกรรมของเราโดยละทิ้งความเป็นป่าหรือลองทำเกษตรกรรมประเภทอื่น
Yields have peaked and they'll decline.,อัตราผลตอบแทนถึงจุดสูงสุดแล้วและจะลดลง
The soil just is blown away because we've ruined the land.,ดินถูกพัดปลิวไปเพราะเราได้ทำลายแผ่นดินไปแล้ว
"Industrial agriculture gives us high yields, but it's like mining the soil.",เกษตรกรรมเชิงอุตสาหกรรมให้ผลผลิตสูง แต่ก็เหมือนกับการขุดดิน
"Pesticides, fertilizer, and irrigation each take their toll.",ยาฆ่าแมลง ปุ๋ย และการชลประทานต่างก็ส่งผลเสีย
About nearly half of global farmland is degraded and we're still losing top soil every year.,พื้นที่การเกษตรเกือบครึ่งทั่วโลกเสื่อมโทรม และเรายังคงสูญเสียดินชั้นบนทุกปี
Last Coral Reef Bleaches,การฟอกขาวปะการังสุดท้าย
Gone Forever,จากไปตลอดกาล
"First the Great Barrier Reef, and now the very last coral has bleached.",เริ่มแรกมีการฟอกขาวที่ Great Barrier Reef และตอนนี้ปะการังสุดท้ายก็ได้ฟอกขาวแล้ว
I don't know if we can bring them back...,ฉันไม่รู้ว่าเราจะเอากลับมาได้ไหม...
...but at the very least we can prevent something like this from happening again.,...แต่อย่างน้อยที่สุดเราก็สามารถป้องกันไม่ให้เหตุการณ์เช่นนี้เกิดขึ้นอีกได้
Oil Running Out,น้ำมันกำลังหมด
Running Out,กำลังจะหมดไป
"Holy Moly, we're running out of viable petroleum reserves. It will be gone in twenty years, I reckon.",ให้ตายสิ แหล่งปิโตรเลียมสำรองที่มีกำลังจะหมดไป ฉันคิดว่ามันจะหายไปหมดแน่ในอีกยี่สิบปี
"They're controversial, but will ensure we have plenty oil for our energy needs.",สิ่งเหล่านี้ยังเป็นที่ถกเถียงกันอยู่ แต่ที่แน่คือเราจะมีน้ำมันเพียงพอสำหรับความต้องการพลังงานของเรา
Or...you could open up non-conventional oil sources.,หรือ...คุณสามารถเปิดแหล่งน้ำมันทางเลือกได้
Either cut down your energy-use or find another source of energy fast.,ถ้าไม่ลดการใช้พลังงานก็ต้องหาแหล่งพลังงานอื่นโดยเร็ว
Indigenous Nations Block Oil Infrastructure,ชนพื้นเมืองสกัดกั้นโรงงานน้ำมัน
Crucible Earth,จุดพลิกผัน
"To keep up oil production firms have pushed deeper into remote regions, often in Indigenous territory.",เพื่อรักษาระกับการผลิตน้ำมันไว้ บริษัทผู้ผลิตน้ำมันจึงได้รุกเข้าไปในพื้นที่ห่างไกล ซึ่งมักอยู่ในดินแดนของชนพื้นเมือง
"Indigenous peoples have proven effective in blockading new pipelines and projects, lowering production.",ชนเผ่าพื้นเมืองได้รับการพิสูจน์แล้วว่าเป็นผู้มีประสิทธิภาพในด้านการปิดกั้นท่อส่งน้ำมันและโครงการใหม่ ส่งผลให้การผลิตลดลง
Severe Flooding,น้ำท่วมหนัก
New Mosquito-Borne Disease,โรคใหม่จากยุง
"A Sick, Sick World",โลกที่ป่วยเปลี้ย
I'm getting reports of a novel mosquito-borne disease spreading quickly.,ฉันได้รับรายงานเกี่ยวกับโรคที่มียุงเป็นพาหะชนิดใหม่ที่กำลังแพร่กระจายอย่างรวดเร็ว
They've always been troublesome parasites--malaria kills hundreds of thousands of people per year--but in many parts of the world they weren't considered more than a nuisance.,พวกมันเป็นปรสิตที่น่ารำคาญมาโดยตลอด มาลาเรียคร่าชีวิตผู้คนหลายแสนคนต่อปี แต่ในหลายพื้นที่ของโลกกลับไม่ได้ถูกมองว่าเป็นอะไรที่มากกว่าสิ่งน่ารำคาญ
Now they're much more dangerous.,ตอนนี้มันอันตรายกว่าเดิมมาก
"Warmer temperatures have been a boon for mosquito populations, so it was only a matter of time before this happened.",อุณหภูมิที่อุ่นขึ้นเป็นประโยชน์ต่อประชากรยุง ดังนั้นอีกไม่ช้าก็เร็วเดี๋ยวก็เกิดเหตุการณ์เช่นนี้ขึ้น
UFO Visit,ยูเอฟโอมาเยือน
We Have Visitors,เรามีผู้มาเยือน
Reports of strange lights in the skies are coming in from all over the world.,มีรายงานแสงประหลาดบนท้องฟ้ามาจากทั่วทุกมุมโลก
What could it mean?,มันหมายถึงอะไร?
Most of World Self-Sufficient in Plant Crops,ส่วนใหญของการพึ่งตนเองได้ในโลกรวมอยู่ในแปลงเกษตร
Food Sovereignty,เอกราชทางอาหาร
