English,Translation
Collapse of the Greenland Ice Sheet,グリーンランド氷床の融解
A Rising Tide,満ち潮
This is bad. A collapse this large and the displacement of that much water will surely have other effects.,これはまずいです。 これほど大規模な崩壊とこれほどの水位の変化は、確実に他へも影響するはずです。
Geoengineer Desert Commentary,地球工学博士の砂漠の解説
Commentary,解説
"Did you know there is evidence that the Sinai once was green – as recently as 4,500 to 8,000 years ago. Cave paintings found there depict trees and plants!","4,500年から8,000年前まで、シナイ半島は緑で溢れていたという証拠があることをご存知ですか？そこで見つかった洞窟壁画には、木々や植物が描かれているのです。"
Cloud Brightening Reversed,クラウド・ブライトニングの反動
Under a White Sky,白い空の下で
We've gotten lots of opposition to our cloud brightening scheme from island nations.,クラウド・ブライトニングには、島国から多くの反対意見が寄せられています。
The temporary cooling has reversed.,一時的な冷却の反動が起きています。
"People have their heads in the clouds... we can stop this program, but geoengineering must go on.",人々は雲に悩まされています...私たちがこの研究をを止めることはできますが、地球工学の歩みを止めるわけにはいきません。
Hot Soil Emissions,高温土壌排出量
Crucible Earth,るつぼの地球
"Higher temperatures have altered soil microbial ecology, causing additional carbon to be released.",気温の上昇により土壌微生物の生態系が変化し、さらなるCO2の放出が引き起こされます。
That'll just make things hotter...you can see where this is going.,そんなことになったらもっと気温が上がる…どうなるかわかりますよね。
SRM - Crop Yields,太陽放射管理－収穫量－
Under a White Sky,白い空の下で
Crop yields are taking a hit because of that grey shroud we have around our planet.,地球を取り巻く灰色の雲が原因で、農作物の収穫量が減少しています。
"The solar radiation management initiative is upsetting my plants! They like sun, ya know.",太陽放射管理計画が、私の植物に悪影響を及ぼしています。 彼らは太陽が好きなんです、知っているでしょう？
Commentary - Artificial Moons,解説－人工衛星－
Commentary,解説
"Our inspiration for the second moon is a French artist, who imagined a necklace of mirrors circling the Earth to illuminate the nighttime streets of Paris with reflected sunshine.",私たちの、第二の月というアイデアは、反射した太陽の光でパリの夜の街を照らすために、地球の周りを回る鏡のネックレスを想像したフランスの芸術家から着想しています。
Severe Flooding - Intro,深刻な洪水－序章－
Natural Disasters,自然災害
Water just isn't doing what it used to. Some places are seeing torrential rainfall become commonplace...,水は以前のようには機能しません。 豪雨が常態化している地域もあります...
I'm sure you can guess what you need to do...,何をする必要があるかは推測できると思います...
...but bring down the temperature anomaly and I bet we'll see this get better.,...しかし、異常な気温を下げることができれば、きっと状況は改善されるでしょう。
...so flooding is becoming more frequent and more severe.,...つまり、洪水はより頻繁に、そしてより深刻になっています。
Ocean Acidification,海洋酸性化
A Dying Planet,死にゆく惑星
The aragonite saturation horizon has risen to subsume virtually the entire Southern Ocean and encroached miles toward coasts around the world.,海洋酸性化によるあられ石の飽和水位は南極全体を包含するまで上昇し、世界中の海岸の数マイルにわたって侵入しました。
Molluscs like pteropods that form the basis of marine food webs are quite literally dissolving.,海洋生態系の基礎を形成する翼足類のような軟体動物は、文字通り溶解しつつあります。
Severe Wildfires,深刻な森林火災
NIMBYs,うちの裏庭ではやめてくれ
How's My Planning?,私の計画どうでしょう？
You can't just transition to renewables and do all of your restoration projects in whatever neighborhood you want! I'm not going to endure blackouts just because of your novel ideas.,あなたがのぞむあらゆる地域で、再生可能エネルギーに移行し、且つあらゆる修復プロジェクトを実行するなんて無理です。あなたの斬新なアイデアの為に停電を耐えろなんて御免蒙りたい。
You're going to regret this...,遠からぬうちに後悔することになりますよ…
P = NP,P = NPの証明
Miracles,奇跡
Big news--a proof for P = NP has been discovered.,ビッグニュースです。P = NP であることが証明されました。
At the least we'll be able to speed up our research across the board!,少なくとも、研究スピードが全体的に早まるはずです！
"I'll spare you the details, but suffice to say this will help greatly in all sorts of applications.",詳細は割愛しますが、あらゆる場面で非常に役立つことは言うまでもありません。
Are We Preserving Too Much Land?,私たちは土地を過剰に保全しているのか？
Commentary,解説
"National parks are beautiful, but are taking up land a lot of land these days.",国立公園は美しいですが、最近は多くの土地を占拠しています。
We'll have much less land for food—especially livestock—are you sure conservation is worth the cost?,食料、特に家畜のための土地が大幅に減少することになります。それだけの価値が保全にはあると確信がありますか？
A Global Dustbowl,世界的なダストボール
A Dying Planet,死にゆく惑星
I heard there were storms like this is my great grandfather's time.,私の曾祖父の時代にこのような嵐があったと聞きました。
"As I see it, we have two options. Either expand our agricultural lands at the expense of wilderness or try other kinds of farming.",私の見立てでは選択肢は２つあります。原野を犠牲にして農地を拡大するか、他の種類の農業を試みるかです。
Yields have peaked and they'll decline.,生産量はピークに達しており、今後は低下していくでしょう。
The soil just is blown away because we've ruined the land.,私たちが土地を荒らしてしまったので、土が吹き飛ばされているのです。
"Industrial agriculture gives us high yields, but it's like mining the soil.",工業システム型農業は収穫量も多いですが、それは土壌を採掘しているようなものです。
"Pesticides, fertilizer, and irrigation each take their toll.",農薬、肥料、灌漑はそれぞれ大きな被害をもたらします。
About nearly half of global farmland is degraded and we're still losing top soil every year.,世界の農地の約半分が荒廃しており、今でも毎年表土が失われ続けています。
Last Coral Reef Bleaches,サンゴ礁が白化しつくされる
Gone Forever,永遠の喪失
"First the Great Barrier Reef, and now the very last coral has bleached.",最初はグレートバリアリーフにはじまり、そしてついに最後のサンゴが白化しています。
I don't know if we can bring them back...,彼らを戻せるかどうかは分かりません...
...but at the very least we can prevent something like this from happening again.,...しかし、少なくともこのようなことが再び起こらないようにすることはできます。
Oil Running Out,石油の枯渇
Running Out,時間切れ
"Holy Moly, we're running out of viable petroleum reserves. It will be gone in twenty years, I reckon.",なんてこった、回収可能な石油埋蔵量が枯渇しつつあります。 あと２０年もすればなくなると思います。
"They're controversial, but will ensure we have plenty oil for our energy needs.",賛否両論ありますが、エネルギー需要を満たす十分な量の石油を確保することができます。
Or...you could open up non-conventional oil sources.,あるいは...非在来型の石油資源を開拓することもできます。
Either cut down your energy-use or find another source of energy fast.,エネルギー使用量を減らすか、別のエネルギー源を早く見つけるか、そのどちらかです。
Indigenous Nations Block Oil Infrastructure,先住民族国家が石油インフラを封鎖
Crucible Earth,るつぼの地球
"To keep up oil production firms have pushed deeper into remote regions, often in Indigenous territory.",石油の産出を維持するために、企業は辺境の地域、多くの場合先住民族の領域に進出しています。
"Indigenous peoples have proven effective in blockading new pipelines and projects, lowering production.",先住民族は、新しいパイプラインやプロジェクトを封鎖し、生産を低下させるのに効果的であることを証明しています。
Severe Flooding,深刻な洪水－序章－
New Mosquito-Borne Disease,蚊が媒介する新しい病気
"A Sick, Sick World",病に沈む世界
I'm getting reports of a novel mosquito-borne disease spreading quickly.,蚊が媒介する新しい病気が急速に広まっているという報告を受けた。
They've always been troublesome parasites--malaria kills hundreds of thousands of people per year--but in many parts of the world they weren't considered more than a nuisance.,マラリアは、年間数十万人が死亡するほどの厄介な寄生虫だが、世界のほとんどの地域では厄介者程度の認識だった。
Now they're much more dangerous.,今は、それでは済まされない危険な存在になっている。
"Warmer temperatures have been a boon for mosquito populations, so it was only a matter of time before this happened.",気温の上昇により蚊の生息域は広がっていったので、こうなるのも時間の問題だった。
UFO Visit,UFOの訪問
We Have Visitors,異星人の来訪
Reports of strange lights in the skies are coming in from all over the world.,空に奇妙な光が見えるという報告が、世界各地から寄せられています。
What could it mean?,これは何を意味しているのでしょうか？
Most of World Self-Sufficient in Plant Crops,世界中で植物作物が自給自足
Food Sovereignty,食料主権
We've hit a nice milestone today!,今日はいい節目の日です！
"Of course, regions still trade food here and there for varieties that can't grow at home.",もちろん、今でも自分の地域で栽培できない作物を求めて、食料を取引している地域もあります。
But now people have a more direct connection to the food they eat than they ever have.,しかし現在、人々は自分たちの食べ物とこれまで以上に密接に関わっています。
Most of the world is self-sufficient in crop production. I never thought I'd see the day.,世界のほとんどの地域で作物生産を自給自足しています。 まさかその日が来るとは思ってもいませんでした。
Unrest - Secession,不穏な動き－離脱－
How's My Planning?,私の計画どうでしょう？
%{region} has seceded from Gosplant.,%{region}はゴスプラントから離脱しました。
This is a major blow to Gosplant...,これはゴスプラントにとって大きな痛手です…
...but maybe we'll survive it.,...しかし、私たちは生き延びることができるかもしれません。
They felt neglected by your decision-making and lost all confidence in your capacity as planner.,彼らは意思決定の場で無視されていると感じ、計画立案者としてのあなたの能力を完全に疑っています。
Desertification,砂漠化
A Dying Planet,死にゆく惑星
"With the loss of animals that disperse seeds and rapid warming, plants have been unable to migrate at the pace necessary to adapt to climate change.",種子を散布する動物の減少と急激な温暖化によって、植物は気候変動への適応に間に合うように移動できません。
We must reorganize our society to use less land for agriculture and emit less carbon ... we have to cut down on meat.,私たちは農業に使用する土地を減らし、CO2の排出量を減らすために、社会を再編しなければなりません…私たちはまず肉を減らすべきなのです。
"In addition, large areas of grass and shrub land have become inhospitable to the plants that once inhabited them.",それに加えて、広大な草地や低木の土地は、かつてそこに生息していた植物にとっては生息できない場所になっています。
Day Zero - Water Restrictions in Place,ダムの渇水－給水制限とは－
Running Out,時間切れ
Water stress has gotten totally out of hand.,水ストレスへの対応が間に合わなくなってきました。
Extreme rations have been implemented.,非常事態に行われる給水措置が行われています。
Recovery of the Niger Delta,ニジェール・デルタの再生
A New Life,新しい命
The area around the Niger Delta was brought to the edge of total destruction from unrestrained oil production.,ニジェール・デルタ地帯周辺は、無制限に石油を採取してきたことによって、壊滅状態に追い込まれていました。
"Thankfully, shutting down the oil industry and restoring the environment have done wonders for the region.",ありがたいことに、石油産業の停止と環境の回復は、この地域に驚異的な結果をもたらしました。
Populations of red colobus and pygmy hippos have bounced back. Local inhabitants are also much healthier and happier than before.,アカコロブスやコビトカバの個体数も回復しています。地域住民も、以前よりはるかに健康的で幸福度も高まっています。
Severe Heatwaves - Intro,深刻な熱波－序章－
Crucible Earth,るつぼの地球
Heatwaves are becoming even more frequent and intense.,熱波はさらに頻繁に起こり、激しさを増しています。
It's absolutely unbearable in some regions. We really can only reasonably live within a fairly limited range of temperatures.,地域によってはもはや耐えられない状況です。 私たちは、かなり限られた温度範囲内でしか生きられません。
We need to get things under control...I fear what may happen if we don't.,事態を収拾する必要があります…このままではなにが起こるか心配です。
Nuclear Meltdown,原子力発電所のメルトダウン
"Fukushima, Mon Amour",私の愛する福島
A nuclear power plant had a criticality accident last night.,昨夜、原子力発電所で臨界事故が発生しました。
The more reactors we have the more common these disasters will become.,原子炉が増えるほど、こうした災害は今より頻繁に起こるようになります。
"We're doing our best to contain the damage, but a lot of radiation was released in the explosion.",私たちは被害を抑えるために全力を尽くしていますが、爆発によって大量の放射線が放出されました。
But we'll work quickly and do what we can.,しかし、私たちは迅速に、できる限りのこと取り組んでまいります。
Ally - The Accelerationist,味方－加速主義者
Making Friends,味方を増やす
...you've been doing great as planner...,あなたは、プランナーとしてよく働いてくださっています…
...I feel like we're on the same wavelength...,…あなたとは波長が合うように思います…
The Accelerationist is now an [ally] ally. [research] Research points cost less [political_capital] political capital.,加速主義者が [ally] 味方になった。[research] 研究することにかかる[political_capital] 政治資本が少なくなる。
...together we can manifest a world of incredible material abundance and luxury for everyone...,...私たちが力を合わせることで、誰もが驚くほど物質的に豊かで贅沢な世界を実現することができるでしょう...
..my party will join your coalition...,…私の党は、あなたの同盟に加入します。
Plan Intro 2,政策の紹介2
Tutorial,チュートリアル
"Normally at this point you could hit that big ""Ready"" button to start running your plan.",この時点で、「準備完了」のボタンを押すと計画を開始することができます。
"Press the ""Govt"" tab to head on over.",「議会」のボタンを押して、そちらに向かいましょう。
But first let's visit parliament and get you acquainted with the people there.,まずは議会を訪ねて、そこにいる人たちのことを知りましょう。
Navier-Stokes Smoothness Proven,ナビエ–ストークス方程式の滑らかな解
Miracles,奇跡
"Well, this is some exciting news.",さあ、これは嬉しいニュースです。
"(I'm sure I could have solved it, if I weren't so busy here...)",（ここで忙しくしていなければ、きっと私が解決できたと思いますが…）
The long elusive proof of existence and smoothness of solutions to the infamous Navier-Stokes equation has been discovered.,長い間つかみどころのなかった悪名高いナビエ・ストークス方程式についての、解の存在と平滑性の証明が発見されました。
This will no doubt have a substantial impact all fields of research and engineering.,研究と工学のあらゆる分野に重大な影響を与えるに違いありません。
The Wretched - Formation,悲惨－成立－
The Wretched,悲惨
Umm... planner?,うーん…
People are furious that our plans have privileged the wealthy countries.,私たちの計画が裕福な国々を優遇してきたことに、人々が激怒しています。
Harassment of Gosplant planners and vandalism of infrastructure is becoming commonplace.,ゴスプラントの計画立案部門に対する嫌がらせや、建物の破壊行為は日常的になっています。
Our offices in the Global South have all started to notice the same thing:,南の発展途上国にある私たちのオフィスも、同じであることにみな気付き始めています。
It might get worse unless we assuage some of their concerns!,彼らの不安を解消しないと、状況はさらに悪化することになるかもしれません。
Amazon Becomes a Savannah,アマゾンのサバンナ化
A Dying Planet,死にゆく惑星
Deforestation of the Amazon has caused a gradual collapse of its self-feeding precipitation cycles. The rainforest is slowly turning to savanna.,アマゾンの森林伐採により、地域内で循環している降水サイクルが徐々に崩壊しています。 熱帯雨林は徐々にサバンナへと変化しつつあります。
Brownouts,電力供給のピンチ
Unrest - Revolts,不穏な動き－反乱－
How's My Planning?,私の計画どうでしょう？
Riots have escalated into full-blown revolt in some regions.,暴動が本格的な反乱に発展している地域もあります。
You need to take action to assuage their concerns and recover support for your plans.,彼らの懸念を払拭し、計画への支持を取り戻すために行動を起こす必要があります。
The people are upset with how things have gone the last several years.,人々はここ数年の事態の推移に、憤りを感じています。
Otherwise this will end badly.,さもなければ、悪い結末を迎えるでしょう。
Interplanetary Ark or Space Yachts?,惑星間航路の箱舟か宇宙ヨットか？
Escape Velocity,脱出速度
We have all the technologies in place to send out ships to settle new planets.,私たちは、新しい惑星に定住するために船を派遣するためのあらゆる技術は揃っています。
"We can't save Earth, at least not for everyone.",私たちは地球を救うことはできません、少なくとも全ての人類を救うことはできません。
I urge you to focus establishing extraterrestrial human colonies...,ぜひとも地球外の人類のコロニーの設立に注力していただきたく思います...
...so that at least some of our species will survive.,...少なくとも私たち人類の一部でも生き残ることができます。
Flooding,洪水
Border Attacks,国境攻撃
Extreme Wildfires,猛烈な森林火災
Passed On,引き継ぎ
The End,終わり
Your death was celebrated by people around the world.,あなたの死は世界中の人々から祝福されました。
If only you could have done more...,あなたにはもっとできることがあったのかもしれない…
...and people suffered for it.,...そして人々はそのことに苦しめられました。
Your administration had failed to achieve its goals in time...,あなたは期限内に目標を達成することができませんでした...
"""Finally, an end to more than half a century of incompetence and disaster,"" they cheered.",「半世紀以上にわたる無能による災難の歴史に、ついに終止符が打たれた」と彼らは歓喜しました。
The Leather Underground - Formation,レザー・アンダーグラウンド
The Leather Underground,レザー・アンダーグラウンド
Planner! How can you force these kinds of dietary restrictions on us?,よくもまあ、こんな食事制限を強要してくれましたね？
You must reconsider this oppressive mandate!,このような抑圧的な命令は再考すべきです。
Humans are *omnivores*--we need to eat meat!,人間は「雑食動物」であり、肉を食べなければなりません。
And none of those silly substitutes can ever replicate the real thing.,そのつまらない代替品は、どれも本物に代わるものではない。
Ally - The Posadist,味方－ポサディスト
Making Friends,味方を増やす
Our dolphin friends have so much to teach us.,友人であるイルカたちは、私たちに多くのことを教えてくれます
"For example, their method of water-birthing unlocks the secret of how humans can be birthed in space.",例えば、イルカの水中出産は、人間が宇宙で出産するための秘密を解き明かすものです。
The Posadist is now an [ally] ally. Nuclear projects are substantially cheaper.,ポサディストが [ally] 味方になった。原子力に関わる施策の費用が大幅に下がる。
Heatwaves - Intro,熱波－序章－
Crucible Earth,るつぼの地球
"This is obvious now, but it's getting quite a bit warmer.",今更言うことでもないんですが、だいぶ暖かくなってきましたね。
"The ""nightshift"" has been said to increase health risks as well as potentially shorten lifespan!",「夜勤」は健康リスクを高めるだけでなく、寿命を縮める可能性があると言われています！
"As we rely more heavily on air conditioners and fans, electricity usage will get higher.",エアコンや扇風機への依存度が高まると、電気の使用量も増えてしまいます。
Heatwaves are getting more frequent and intense.,熱波の頻度は上がり、しかも激しくなってきています。
Just something to be aware of.,ただ注意すべき点があります。
"Energy companies have been preemptively shutting down power to avoid the possibility of sparking fires in the dry, windy conditions.  Pre-emptive blackouts could become a common occurrence.",エネルギー会社は、風の強い乾燥した日に火災が発生する危険性を避けるために、先手を打って電力供給を停止しています。この事前の停電が一般的になる可能性もあります。
"The increased demand for electricity, especially during peak periods, over-taxes the electrical grid, triggering brownouts and blackouts",特にピーク時に電力需要が増加すると、送電網に過剰な負担がかかり、電圧低下や停電が引き起こされます。
We are seeing an overload of hospitalizations for people with outdoor professions...,屋外で働く人々の入院が急増しています...
"construction workers, miners, firefighters, agricultural workers, and the like.",建設作業員、鉱山労働者、消防士、農業従事者など。
Change the work hours of the day for outdoor workers.,屋外労働者の勤務時間を変更する。
Game Over: Overthrown,ゲームオーバー：崩壊
Your legacy as a planner was one that you feared most:,プランナーとしてのあなたの遺産は、あなたが最も恐れていたものでした。
If only you could go back and try again...,もし、もう一度やり直せるなら…
It didn't matter to them.,彼らにとってはどうでもよいことでした。
"Desperate and disheartened, people across the globe rose up against you and your plans.",絶望と落胆を感じた世界中の人々が、あなたとあなたの計画に対して立ち上がりました。
Were you incompetent? Malicious?,あなたは無能だったのでしょうか？ それとも悪意があったのでしょうか？
...leaving the world in a worse shape than you found it.,…...世界はあなたが思うよりも悪い状態に置かれています。
Crop Failures - Intro,凶作－序章－
Rotten Harvest,収穫物の異変
It's either too little or too much water! Seems we can't get a good middle ground.,水が少なすぎるか、多すぎるかのどちらかです！ちょうど良いということができないようです。
"More droughts and floods, more crop failures...we can't seem to catch a break!",干ばつと洪水はさらに増加し、不作も増えています...私たちは一息つく暇もありません。
Nemesis - The Animal Liberationist,敵対勢力－動物解放主義者
Making Enemies,敵が増える
You're an unrepentant murderer!,あなたは慈悲のない人殺しです。
You throw away non-human life like it's nothing.,人間以外の命なら何でもないことのように切り捨てるのです。
I will do whatever I can to stop you and defend the animal life you value so little.,あなたが省みない動物たちの命を守るため、あなたの行いを止めるためにはなんだってするつもりです。
The Animal Liberationist is now a [nemesis] nemesis.,動物解放主義者が [nemesis] 敵対勢力になった。
Bail Out,逃走
The End,終わり
You've exhausted all your political capital...,あなたは政治資本を使い果たしました…
...so don't mess things up!,…だから失敗しないでくださいね！
I believe in your decisions.,私はあなたの決断を信じます。
Hold on!,待ってください！
But they can only help you this one time...,しかし、彼らがあなたを助けられるのはこの一度きりです...
Wow.,すごい。
If they're vouching for you then you'll have a bit more political capital to work with.,彼らがあなたを保証してくれるなら、あなたにもう少し政治資本を用意することができるでしょう。
I'll vouch for you. My word matters a lot to this generation. (+50[political_capital]),私が保証します。この世代には私の言葉がとても重要なのです。(+50[political_capital])
That was an important hero from the revolution.,それは革命の重要な英雄でした。
Your enemies will see this as an opportunity to push you out of government.,政敵はこれを機会とばかりに、あなたを議会から追い出そうとするでしょう。
Blood-Red Sunsets,血のように赤い夕日
Under a White Sky,白い空の下で
"You know Edvard Munch's painting 'The Scream'? Well, its surreal sunset was caused by the eruption of Krakatau in 1883.",エドヴァルド・ムンクの「叫び」という絵画をご存知ですか？ 非現実的な真っ赤な夕焼けは、1883 年のクラカタウの噴火によって引き起こされたものです。
"So, we'll have white skies during the day and blood red sunsets. Some might like it but most will probably find the new sky disturbing.",つまり、日中は白い曇り空で、日が落ちると空が血のように真っ赤に染まるのです。 それを好む人もいるかもしれませんが、ほとんどの人はそのような空の様子を不穏に感じるでしょう。
Wildfires,森林火災
Eco-Anxiety,エコ不安
A Dying Planet,死にゆく惑星
More and more people are overwhelmed by dread. They fear a future of climatic disasters and mass extinction.,不安に押しつぶされそうに感じている人が増えています。 彼らは気候災害と大量絶滅の未来を恐れているのです。
"This is causing serious mental health disorders, especially in the younger generations.",これは、特に若い世代に深刻な精神的ダメージを与えています。
You have to cool the planet and stop the Sixth Extinction so people can have hope.,人々が希望を持ち続けるには、地球を冷却し、第 6 次絶滅を阻止する必要があります。
Last Antibiotic Stops Working,全ての抗生物質が効かない
"A Sick, Sick World",病に沈む世界
The overuse of anti-biotics in animal husbandry has caused this problem.,畜産における抗生物質の過剰使用がこの問題を引き起こしています。
We estimate ten million people will die a year from what used to be preventable infections.,"これまでは予防できていた感染症により、年間1,000万人が死亡すると推定されています。"
"It takes years of research to make new antibiotics, but now resistant strains emerge within a year.",新しい抗生物質を作るには研究に何年もかかりますが、今ではたった１年で耐性菌が出現します。
Half-Earth,ハーフ・アース
A New Life,新しい命
I can't believe we finally did it! Half the Earth is now protected in nature preserves.,信じられないことですが、ついにやり遂げました！ 現在、地球の半分が自然保護区として保護されています。
"There still are environmental problems, but perhaps the worst may be behind us...",環境問題がなくなったわけではありませんが、おそらく最悪の事態は脱したのかもしれません...
This is the realization of the dream held by E. O. Wilson and many other conservationists decades ago.,数十年前にE.O.ウィルソンをはじめとする多くの自然保護活動家が抱いた夢が、いま実現したのです。
Extreme Flooding,大洪水
Nemesis - The Ecofeminist,敵対勢力－エコフェミニスト
Making Enemies,敵が増える
"I see that patriarchy didn't die with the revolution, but rather transformed.",家父長制は革命によって消滅したのではなく、むしろ形が変わっただけだったのですね。
The same dynamics and attitudes that got us into these crises have found a way to persist in you and your disastrous plans.,私たちをこのような危機に陥れたのと同じ力学と態度が、あなたやあなたの悲惨な計画にも根強く残っているのです。
It's time we stamp them out for good.,今こそ、それを永久に根絶やしにする時です。
The Ecofeminist is now a [nemesis] nemesis.,エコフェミニストが [nemesis] 敵対勢力になった。
Panama Disease Destroys Banana Harvest,パナマ病が収穫目前のバナナを襲う
"A Sick, Sick World",病に沈む世界
These monoculture crop systems...,このようなモノカルチャーの生産方法…
we ought to consider a move away from industrial agriculture.,私たちは、工業システム型農業からの脱却を試みるべきでしょう。
"It saves me some effort, but it's just not worth betting our food supply on it.",多少の労力の節約にはなるかもしれませんが、食料供給を賭けるには値しません。
Nemesis - The Utopian,敵対勢力－理想郷主義者
Making Enemies,敵が増える
Your reckless disregard for life is going to ruin us all!,あなたが命に対して無関心で軽視していることによって、私たち全員が破滅に向かいます！
We have such a unique opportunity to actually make things better for everyone.,私たちは、実際すべての人にとって状況を改善するためのまたとない機会に恵まれているのです。
Just to keep the party going a little longer for some?,一握りの人が乱痴気騒ぎを続けるためだけにですか？
The Utopian is now a [nemesis] nemesis.,理想郷主義者が [nemesis] 敵対勢力になった。
But you're squandering it...for what?,でも、あなたはそれを浪費しています…いったいなんのために？
I can't stand by while you do that.,私はあなたの行いを見過ごすわけにはいきません。
Migrations - No Borders,移民－国境を超えて－
Migrations,移民
My home is becoming too inhospitable...,私たちの家は他人を寄せ付けないようになりつつあります…
"...disaster after disaster, always worrying about what will happen next.",...災害に次ぐ災害で、常に次に何が起こるか心配しています。
"I don't want to go, but I have to. Somewhere that's safer for me and my family.",行きたくないけど、行かなければなりません。 私たち家族にとってより安全などこかに。
I know of so many others who are in a similar situation...,同じような境遇にある人を、他にもたくさん知っています...
I hope one day I can go back.,いつか帰れる日を願っています。
Deadly Heat Wave,命に関わる熱波
Crucible Earth,るつぼの地球
"What a tragedy. A hundred thousand people perished last week, most of them elderly.",なんという悲劇でしょう。 先週は10万人が亡くなりましたが、そのほとんどが高齢者でした。
"We have to cool things down and fast, otherwise more people will die. These disasters make people lose hope that things will get better.",早く気候変動を押さえなければ、もっと多くの人が亡くなることになります。このような災害は、人々の未来は良くなるという希望を失わせてしまいます。
Some say that in 20 years we will see a significant shift in political ideology as the previous generations perish under the impact of climate change.,気候変動の影響で前の世代がいなくなり、20年後には政治的イデオロギーの大きな変化が見られるだろうという話もあります。
Blackouts,停電
Ally - The Utopian,味方－理想郷主義者
Making Friends,味方を増やす
I feel like we have a similar vision for the world.,あなたとは世界に対するビジョンが似ているように思います。
My party will commit its seats to our shared vision and join your coalition.,私の党は、私たちが共有するビジョンに議席を託し、あなたの同盟に加わりましょう。
"""Go back again, now you have seen us, and your outward eyes have learned that in spite of all the infallible maxims of your day there is yet a time of rest in store for the world, when mastery has changed into fellowship.""",「もう一度振り返ってください。従属の関係が友情に変わった時、あなたは私たちをを見て、あなたの日常の間違いのない格言にもかかわらず世界にはまだ安息の時が待っていることをあなたのその目が学ぶのです。」
"Before I go, let me leave you a favorite quote from William Morris:",その前に、私の好きなウィリアムモリスの言葉を引用しますね。
I look forward to working together.,一緒に仕事ができることを楽しみにしていますよ。
"The Utopian is now an [ally] ally. Limits, Protection, and Restoration projects are cheaper.",理想郷主義者が [ally] 味方になった。活動の制限、自然保護、修復に関わる施策の費用が大幅に下がる。
Severe Heatwaves,深刻な熱波
Methane 'Bomb' Released in Arctic,メタン 「爆弾」 北極圏で放出
Ice Melting,氷河の崩壊
"Clathrates frozen for eons in cenozic bogs are thawing, releasing billions of tons of methane all at once.",新生代の湿原で何年も凍結していたクラスレートが解けて、数十億トンものメタンが一度に放出されています。
...but this is still a huge disaster,…しかし、ここまではまだ大きな災害です
Microbes are digesting much of the methane and emitting less-intense carbon dioxide instead,微生物はほとんどのメタンを消化し、代わりに強度の低い二酸化炭素を放出しています。
Rare Metals Shortage,レアメタル不足
Running Out,時間切れ
"We've been engaged in a lot of big projects recently, which is good but bottlenecks are inevitable.",最近は大きな施策に多く取り組んでおり、それは良いことなのですが、業務の停滞は避けられません。
I suggest either running fewer competing projects or we could start deep-sea mining.,競合している施策を減らすか、深海の採掘を開始するか、どちらかを提案いたします。
Severe Hurricane,深刻なハリケーン
Vaquita Porpoise Declared Extinct,コガシラネズミイルカの絶滅宣言
Gone Forever,永遠の喪失
What have we done?,私たちは何をしてきたのでしょうか？
Earth Liberation Front - (Re)Formation,地球解放戦線－「再」結成－
Earth Liberation Front,地球解放戦線
"Planner! You're bias towards ""technology"" and ""industry"" is putting the world--and yourself--on a dangerous path.",ああ！あなたは「科学技術」を偏重し、「産業」は世界を―そしてあなた自身を―危険な道へと導いている！
"The Earth is calling for our aid and so we, the Earth Liberation Front, have returned.",地球が我々の助けを求めたので、我々地球解放戦線は戻ってきたのだ！
You better abandon that cozy relationship with the Accelerationist or else we'll have to take drastic action to protect the planet.,加速主義者と手を切った方がいい、さもなければ我々は地球を守るために大胆な行動を取らなければならない。
Nemesis - The Fanonist,敵対勢力－ファノニスト
Making Enemies,敵が増える
Your plans have shown nothing but contempt for the people of the Global South.,あなたの政策は、南の発展途上国の人々に対する侮辱以外のなにものでもありません。
The Fanonist is now a [nemesis] nemesis.,ファノニストが [nemesis] 敵対勢力になった。
I won't let that happen again.,もう二度とそんなことはさせません。
I should have known that the promises of the revolution were just more lies to get us to play along.,革命の約束は、私たちを体よく利用するための嘘に過ぎないことを知るべきだったのです。
"Once again, we are just fuel to burn on the altar of progress.",もう一度言いますが、私たちは進歩の祭壇で燃やす燃料にすぎません。
Large Derecho Storm - Intro,大型暴風雨（デレーチョ）－序章－
Natural Disasters,自然災害
These 'land hurricanes' are becoming a more common occurrence.,このような「陸地のハリケーン」は、頻発するようになりました。
"If you can get the temperature anomaly under control, we should see fewer of these.",異常な温度を制御できれば、このような現象は少なくなるはずです。
They're basically massive high-intensity wind storms that can devastate an area.,これらは基本的に、地域を破壊する可能性のある大規模で強力な暴風雨です。
Natural Gas is Running Out,天然ガスの枯渇
Running Out,時間切れ
Easily accessible methane will run out in twenty years at current usage.,入手が容易なメタンは、現在の使用量では 20 年後には枯渇します。
I suggest you find another source of energy posthaste.,急いで別のエネルギー源を見つけることをお勧めします。
Unrest - Protest,不穏な動き－抗議－
How's My Planning?,私の計画どうでしょう？
Some regions are really unhappy with your decisions. Protests cropping up everywhere.,あなたの決断に強い不満を抱いている地域があります。各地で抗議デモが起きています。
Your plans have only brought us only hardship!,あなたの政策が私たちにもたらしたのは苦難だけだ！
I thought you were,あなただと思っていました
Wheat Rust Destroys Harvest,収穫目前に襲う麦類さび病
"A Sick, Sick World",病に沈む世界
We've been struck by a nasty case of wheat rust that's putting many in a shaky place with regards to food.,小麦さび病という厄介な状況が発生し、多くの人が食べ物に関して不安定な状況に陥っています。
